고객번호,편의품_CV_S,편의품_CV_C,선매품CV_S,선매품CV_C,전문품CV_S,전문품CV_C,기타CV_S,기타CV_C
32,0.305311763,0.151840802,0.929873893,0.374165739,1.894956735,1.707825128,0.909609334,0.454927155
33,0.195490616,0.142879352,1.331622075,0.666666667,0,0,1.765967213,1.118033989
34,0.424952988,0.392639911,0.835748755,0.439531168,0,0,1.312355176,0.900787814
35,0.577935813,0.430735092,0.304105633,0.285414766,2.615206072,2.351595203,0.590125256,0.417175775
36,0.449726967,0.336804305,0.496039045,0.535109643,0,0,0.639356095,0.766912166
37,0.339882783,0.294354744,0.720107499,0.550911332,2.645751311,2.645751311,0.646074828,0.568600945
38,0.186026326,0.120750247,0.462532616,0.295717026,2.156270547,1.835856849,0.360965007,0.488616964
39,0.319145221,0.373151636,0.867288317,0.392828925,2.645751311,2.645751311,0.571721946,0.505910371
40,0.262325338,0.257145639,0.529396796,0.316043954,2.645751311,2.645751311,1.183143391,0.872682115
41,0.417336517,0.517078102,0.717327348,0.599403779,2.645751311,2.645751311,0.294145757,0.200462428
42,0.240592354,0.259596798,0.655296037,0.550757055,2.645751311,2.645751311,1.567131605,1.247219129
43,0.282043207,0.377666547,2.111645188,0.707514453,0,0,2.645751311,2.645751311
44,0.400145887,0.471330263,0.815265912,0.476079622,1.937113058,1.495363204,0.854531619,0.819044158
45,0.276654796,0.262090688,0.653797267,0.439867339,1.722041908,1.466642992,0.887040981,0.813834374
46,0.324267184,0.210557649,0.668481112,0.548515059,1.263215863,0.673177572,0.530878333,0.282982147
47,0.380728917,0.377928882,0.992114022,0.475284459,2.645751311,2.645751311,0.809555272,0.696557382
48,0.328709944,0.227261994,0.406699952,0.167007097,1.256197011,0.826797285,1.797882855,0.739814235
49,0.315590837,0.19140431,0.697965946,0.276985358,0.889585786,0.72433061,0.297868451,0.361836878
50,0.175813454,0.145271477,0.298085413,0.347138628,1.708539044,1.835856849,0.517636945,0.454836308
51,0.283633841,0.347712284,0.78465946,0.368052935,0,0,1.841505157,0.99419612
52,0.517210186,0.274341607,0.589385695,0.353063365,1.025943176,0.890692614,0.34064797,0.431131634
53,0.248892938,0.359192417,1.022451093,0.309677251,2.378927772,1.707825128,0.765111782,0.805466664
54,0.238389835,0.175712505,0.404295308,0.193248089,0,0,0.528752105,0.166666667
55,0.209248721,0.143509116,1.639605492,1.058300524,0,0,1.939322251,1.247219129
56,0.376500981,0.286010879,0.921748334,0.567891071,1.214667572,1.356141722,0.269479821,0.349612114
57,0.379142097,0.238093238,2.212797548,1.707825128,2.645751311,2.645751311,2.645751311,2.645751311
58,0.27602523,0.199915997,0.397760166,0.282757185,0.723344867,0.481109828,0.283899164,0.35334313
59,0.21773421,0.168376655,0.459412488,0.238829195,1.249400678,1.247219129,0.619716605,0.529359951
60,0.277462803,0.21396964,0.460757926,0.381868266,2.645751311,2.645751311,0.71083711,0.612372436
61,0.259149359,0.228546095,0.634737861,0.613037299,0.960743413,1.247219129,1.834186576,1.495363204
62,0.290411139,0.247168652,0.57927992,0.402255126,1.709098257,1.707825128,0.276323549,0.314907394
63,0.162997087,0.16600407,0.825053499,0.624891394,0,0,1.124170186,1.414213562
64,0.482504297,0.502788443,1.010979614,0.935414347,0,0,1.497216303,1.918929823
65,0.349010555,0.3114128,0.868464157,0.4083464,1.914437096,1.707825128,0.997715016,1.107345014
66,0.128125289,0.046655945,0.831817353,0.210854806,0,0,0.915493409,0.75055535
67,0.260512182,0.28332306,1.035717554,0.645497224,0,0,1.280038914,1.247219129
68,0.333748572,0.292246908,0.608473756,0.596616786,0.675417533,0.538361896,0.300263797,0.249421049
69,0.204159019,0.16594281,1.152086087,1.058300524,0,0,0,0
70,0.678606309,0.71730966,1.471326622,0.653516131,0.654903708,0.305976142,0.679896986,0.599011017
71,0.184647156,0.11567351,1.555821266,1.058300524,0,0,1.07478284,0.875074313
72,0.289974584,0.310280807,0.646647618,0.603279022,0,0,1.777129399,0.935414347
73,0.679870681,0.73153769,0.431698945,0.27452934,0.408724337,0.349219478,1.141264857,0.890692614
74,0.293507547,0.386066561,0.807637862,0.71324607,1.44530328,1.040833,0.374097751,0.322030594
75,0.161233804,0.194868548,0.499985984,0.650723024,0,0,1.040770568,0.976068899
76,0.201395075,0.258510399,0.458522944,0.413089324,1.761207934,1.707825128,1.516075527,1.059368052
77,0.193725362,0.281703831,0.133533183,0.288411413,1.788330736,0.974996043,0.616005898,0.354945338
78,0.381107365,0.320263618,0.622734954,0.273622269,0.649792514,0.632987678,0.504534483,0.394867214
79,0.283384387,0.193730714,0.451181384,0.269271029,0,0,0.479766019,0.308403736
80,0.19665964,0.208913888,1.020019545,0.616185376,0,0,0.578094458,0.278341442
81,0.239941232,0.264678866,0.450116177,0.308635384,1.624062618,1.032669478,0.447891725,0.407227259
82,0.21655973,0.248912217,0.772594928,0.335375148,0.939172478,1.050099764,0.468458871,0.540809216
83,0.172880248,0.292439661,0.669559827,0.432303854,2.645751311,2.645751311,0.685405474,0.537604062
84,0.55593368,0.50901321,1.262330376,0.400592231,2.591570416,1.984313483,0.6173396,0.470814896
85,0.591488638,0.435267106,0.482482025,0.324033025,0,0,1.720325887,2.094437076
86,0.24911686,0.262707515,0.399898884,0.372609165,2.645751311,2.645751311,1.006544693,0.932162661
87,0.602352366,0.452608127,1.142368718,0.31283318,2.645751311,2.645751311,0.306477733,0.309609196
88,0.274856313,0.19027504,0.436904387,0.339910948,2.645751311,2.645751311,0.604254852,0.513650212
89,0.292911687,0.24536748,0.849749961,0.349696967,2.645751311,2.645751311,0.645937303,0.578379721
90,0.547057133,0.409900901,1.222909249,0.516357027,1.839057874,1.835856849,0.235696586,0.258534868
91,0.086727085,0.087610771,0.521726926,0.278341442,0,0,0.625516544,0.673177572
92,0.272633713,0.168492088,0.328047834,0.248498959,2.345004392,1.707825128,0.764712363,0.340150672
93,0.709190074,0.690441158,0.37549561,0.371212765,1.312302787,1.339807903,0.573003198,0.462937515
94,0.606099081,0.583990786,0.891367084,0.682497983,2.003144,1.914854216,1.368084751,1.210605112
95,0.231071875,0.169706547,0.786390608,0.474002636,2.645751311,2.645751311,0.740945077,0.780189498
96,0.453240778,0.250682814,0.968676151,0.778211685,2.645751311,2.645751311,0.866776501,0.74564709
97,1.131010253,0.225286476,0.262155522,0.114944677,2.226400352,1.800925688,1.000404302,0.4163332
98,0.280519074,0.283306655,0.882581842,0.356498936,1.36834922,1.376892637,1.094872464,1.248250193
99,0.30462177,0.280048511,0.736351831,0.367028656,0.537304187,0.347846561,0.252636655,0.291872216
100,0.586501255,0.304778003,0.97743399,0.730108109,1.538116704,1.376892637,1.071074788,1.070436048
101,0.256546309,0.218872628,1.328309429,1.152694107,0,0,0.843975364,0.516397779
102,0.200279293,0.127692564,0.558700475,0.180409473,1.280668396,0.746386914,1.072900883,0.500688232
103,0.260060379,0.191436794,1.183919562,0.889175803,0,0,1.70692232,1.557776193
104,0.288672664,0.231934572,2.024111755,0.7200823,0,0,1.487167303,1.003937023
105,0.225694741,0.18114006,1.044766171,0.364501568,2.645751311,2.645751311,1.149617779,1.000514271
106,0.276640155,0.317707981,0.406886934,0.327264799,2.372605809,1.707825128,0.987412998,0.575163328
107,0.360312201,0.190677735,0.375632539,0.363650473,2.645751311,2.645751311,0.543532876,0.57965507
108,0.384076944,0.246562077,0.39119282,0.425245027,2.645751311,2.645751311,0.851029985,0.816496581
109,0.350359176,0.10269843,0.967198695,0.99419612,0,0,1.810424371,1.707825128
110,0.223253697,0.133868527,0.447652757,0.374187695,0,0,0.306031104,0.217854429
111,0.29695796,0.126297257,1.220231038,0.974996043,0,0,2.645751311,2.645751311
112,0.780239654,0.442577879,0.45526974,0.304432468,0,0,1.020657978,0.739118594
113,0.165351796,0.12777627,0.376470933,0.314243674,0.847285745,0.577350269,0.399877366,0.236351666
114,0.291796268,0.357567346,0.672972093,0.671102509,1.785130619,1.707825128,0.788531056,0.728017331
115,0.336850529,0.34978352,0.810931416,0.442883544,1.034375882,1.025397644,0.733123928,0.773134287
116,0.311275792,0.224730421,0.95711459,0.816496581,0,0,0,0
117,0.505657016,0.302488819,1.056335675,0.712822657,1.387487363,1.376892637,0.563822489,0.4951988
118,0.398441332,0.41386324,0.452404126,0.233463604,0.518529034,0.456299681,0.590277135,0.575163328
119,0.24128153,0.225401984,0.552275,0.411692532,1.165347453,0.976068899,0.60001353,0.50602226
120,0.352388468,0.246936947,0.215320174,0.26675272,0.950125799,0.962091386,0.800314508,0.481109828
121,0.408658338,0.329329312,0.963859045,0.458818691,2.375932171,1.707825128,0.203978552,0.288934726
122,0.263030316,0.368317816,0.613050474,0.432451355,2.645751311,2.645751311,0.440897579,0.489785471
123,0.253822976,0.169305403,0.699918121,0.596387451,0,0,1.737555173,1.527525232
124,0.218989589,0.246503324,0.64275921,0.431545611,2.282170191,2.175196883,0.462137794,0.489897949
125,0.280475531,0.345517223,0.765752524,0.480928807,1.65512605,1.376892637,0.458110364,0.353373953
126,0.374314283,0.276463861,0.969606981,0.600564303,1.613499783,1.247219129,0.798971734,0.649073414
127,0.309248593,0.323645271,0.991387159,0.875615364,2.645751311,2.645751311,0.409872169,0.544374002
128,0.810511587,0.305837306,0.767338592,0.718425255,0,0,1.889216302,1.317397886
129,0.285590546,0.221149758,1.266770836,0.86145833,0,0,1.920682787,1.707825128
130,0.232711797,0.244120798,0.460622149,0.406353857,1.657746628,1.331665624,2.126050658,0.577350269
131,0.372538705,0.328950853,0.52002466,0.491044051,0.811629257,0.865431218,0.65009673,0.429569556
132,0.530827114,0.545106922,0.813152594,0.246270224,0,0,1.673708154,1.729012235
133,0.25237817,0.164584432,0.762856465,0.587064888,2.23927913,1.707825128,0.501737386,0.475589143
134,0.859648432,0.626305343,0.173919949,0.182970656,0.971306359,1.041408131,0.856180925,0.72433061
135,0.336532811,0.183544741,1.065918399,0.52787294,0,0,1.955195798,1.331665624
136,0.538247303,0.676661884,0.838213533,0.774962406,0,0,0.524956437,0.541410196
137,0.408380734,0.221595138,0.39178377,0.153907918,0.87296194,0.680538923,0.74500815,0.721568539
138,0.472817508,0.579768724,0.305198389,0.311624912,1.730359947,1.417483425,0.506124238,0.309099347
139,0.302036131,0.33426966,0.611535377,0.513762646,1.480895895,1.023429239,0.489100945,0.370121189
140,0.435833061,0.127183325,0.38004105,0.320883283,0.593381142,0.444158915,1.436266853,0.614270769
141,0.354890697,0.212247472,0.746396511,0.627753195,0,0,2.645751311,2.645751311
143,0.265866505,0.160427339,0.825747054,0.611010093,0,0,1.622702666,1.376892637
144,0.513399865,0.538902101,1.381919547,0.910840068,2.274185953,1.707825128,1.95410421,1.058300524
145,0.295989084,0.243659619,0.885010505,0.316170029,1.759298263,1.621590975,0.869378921,0.402776361
146,1.495432097,0.425287454,0.64310522,0.223329046,0.256550689,0.236884755,0.331739831,0.235600291
147,0.277812856,0.169919996,0.407844425,0.333020974,0.87085714,0.480354807,0.385885741,0.256089543
148,0.232489243,0.160636516,2.645751311,2.645751311,0,0,0,0
149,0.28598663,0.335326194,0.668867457,0.523137654,2.220312177,1.247219129,0.864444902,0.70156076
150,0.384282486,0.219706936,0.936151315,0.640392544,2.372830835,1.835856849,0.502428868,0.904272267
151,0.370210049,0.135295161,0.819231924,0.311398522,1.793313423,1.984313483,0.503418341,0.379516695
152,0.592960388,0.604761022,0.439697935,0.31009926,2.645751311,2.645751311,0.328463818,0.3086067
153,0.242854121,0.151338285,1.719420707,0.649592987,0,0,0.984390297,0.912870929
154,0.524086363,0.490771028,0.843808474,0.347507484,1.427618212,1.490805152,0.287893341,0.248737694
155,0.909360693,0.178083981,0.523272358,0.175651695,2.304796636,1.835856849,0.673718343,0.650723024
156,0.398249961,0.156251137,0.583337544,0.252462988,1.648102748,1.148407846,1.708251243,1.049691313
157,0.121558564,0.12012022,0.578096344,0.238387289,2.645751311,2.645751311,0.763901794,0.603807364
158,0.488437411,0.36787238,1.158170577,1.035830836,0,0,1.562986025,1.557776193
159,1.427472252,0.468499614,0.398964549,0.265846704,2.095082737,1.417483425,1.189070009,0.616874261
160,0.26333758,0.27839101,0.661153456,0.576047107,2.108467166,1.707825128,0.651614127,0.401841207
161,0.429310585,0.524007704,0.911338572,0.641200098,0.693603004,0.757676761,0.918708308,0.541149172
162,0.420205355,0.16991339,0.449522081,0.36923946,2.532511065,1.984313483,1.32653655,1.049691313
163,0.19922778,0.1653283,1.287994988,0.855686343,0,0,1.554236903,1.268857754
164,0.623356193,0.885860967,0.535376894,0.45939674,1.015631396,0.485302542,0.635251819,0.558883995
165,0.954717264,0.431537356,0.677689455,0.690971873,1.786671733,1.058300524,0.935285193,0.498887652
166,0.483859743,0.537881407,0.274507295,0.362496219,1.90252429,1.707825128,0.926497489,0.639291339
167,0.349572083,0.147215076,0.581999685,0.401516277,2.144059073,1.376892637,1.534171618,1.376892637
168,0.561539694,0.311721792,0.42080245,0.390494847,1.414006548,1.376892637,1.153184067,0.739556569
169,0.67543893,0.49798664,0.953353727,0.437903879,1.896089339,1.707825128,1.080931487,0.897997773
170,0.290162925,0.201825854,0.745127501,0.447213595,0,0,1.391828736,1.32548231
171,1.410310518,0.389573759,0.711746346,0.508114295,2.645751311,2.645751311,0.588711194,0.447118598
172,0.228703222,0.163698876,0.404420454,0.385897763,0,0,0.533698087,0.308208684
173,0.132207273,0.090568383,1.428404356,0.966091783,2.645751311,2.645751311,1.144578979,1.149614972
175,0.13554368,0.078805853,0.363822671,0.289905702,1.059570577,1.063112569,0.53142822,0.84081008
176,0.207470713,0.165543397,1.335247609,1.354006401,0,0,1.941217735,1.707825128
177,0.423942815,0.459110885,0.370562963,0.216671402,2.645751311,2.645751311,0.516824633,0.450040734
178,0.253703587,0.292031935,0.960947083,0.606091527,0,0,0.979900553,1.236257794
179,0.167919237,0.233271093,0.260386982,0.281369849,2.00774397,1.417483425,1.094374659,0.997711144
180,0.333404453,0.259092924,0.558399403,0.186416542,1.28698022,0.74049533,0.456833367,0.384900179
181,0.225357192,0.336885089,0.530329223,0.259172417,2.645751311,2.645751311,0.43563996,0.479149755
182,0.179581168,0.254200062,0.33802859,0.335410197,2.094580121,1.835856849,0.450036077,0.41844524
183,0.150144288,0.171157827,0.709471513,0.611677742,0,0,1.571185472,1.465656218
184,0.692922779,0.269065007,0.952947198,0.63919075,1.819489824,1.376892637,0.525257994,0.672435592
185,0.513029114,0.509487479,0.714601427,0.494503118,2.645751311,2.645751311,0.736471979,0.72433061
186,0.325085039,0.307059428,0.774097584,0.552465602,2.534162481,1.835856849,0.634996325,0.557389077
187,0.604898337,0.389330473,0.672320834,0.424236983,2.645751311,2.645751311,1.246626347,1.59544807
188,0.238775765,0.256467849,1.05870261,0.968917996,0,0,2.645751311,2.645751311
189,0.34757801,0.188301809,0.908006606,0.299516621,1.047141806,0.897997773,1.353121258,1.492551236
190,0.233656836,0.289432985,0.666555217,0.461124442,2.240953953,1.984313483,1.489001231,1.59544807
191,0.569117786,0.536051892,0.366648711,0.209691873,1.49317018,1.387777333,1.870540409,1.466642992
192,0.500555568,0.417750207,0.792945857,0.431461623,1.21496566,0.827311576,0.70344768,0.643739078
193,0.200191925,0.138641284,0.588905839,0.259822923,0,0,0.3518976,0.480354807
194,0.226904343,0.176055949,0.192154124,0.143840551,2.645751311,2.645751311,1.10607872,0.829156198
195,0.734206215,0.34673206,0.459925386,0.210142284,0,0,0.919649988,0.892910692
196,0.325881901,0.195245037,0.489875479,0.260341656,1.78157189,1.707825128,0.550585429,0.476095229
197,0.48569524,0.367661838,0.977382833,0.340660914,2.645751311,2.645751311,1.741395999,1.331665624
198,0.272426194,0.146794953,0.640106648,0.320815708,2.334153433,2.236067977,1.461059619,0.748218547
199,0.395891563,0.352700377,0.901285585,0.720637705,2.645751311,2.645751311,1.466003614,0.721568539
200,0.276200954,0.292694599,0.640822377,0.696250345,0,0,0,0
201,0.409460097,0.209014828,0.437080461,0.3670916,2.324591398,1.732050808,1.708663577,0.996550524
202,0.34054102,0.220434243,0.181116584,0.340451009,1.084912041,0.649073414,1.729099146,0.981306763
203,0.151055453,0.093881319,0.270905835,0.141860666,0,0,0.865614855,0.875707048
204,0.243635195,0.251111798,0.257013085,0.26982938,2.645751311,2.645751311,1.513530003,1.031415668
205,0.23210938,0.152302755,0.524855462,0.224542967,0,0,0.777148368,0.788248807
206,0.182614705,0.077225925,0.454522037,0.333525512,1.288814675,1.247219129,1.476499673,0.621027319
207,0.187037149,0.225714267,0.705206596,0.829156198,0,0,1.824914879,1.058300524
208,0.533624388,0.599348523,0.861347695,0.765186219,1.099980609,1.255716097,1.336173591,0.816496581
209,0.507096618,0.309532869,0.564815775,0.254132712,1.67418863,1.247219129,0.50609411,0.487244314
210,0.259309198,0.325368463,0.543055651,0.500688232,0,0,2.079629169,1.835856849
211,0.218599043,0.153251742,1.321247079,0.905243982,1.498553692,1.391641716,0.406152139,0.340440426
212,0.233260837,0.096154929,0.795061471,0.624891394,2.491367639,1.984313483,2.645751311,2.645751311
213,0.242564554,0.12820291,0.6432328,0.426730319,0,0,0.613281419,0.739118594
214,0.279241145,0.233933883,0.901254441,0.62291628,0,0,0.737425992,0.739814235
215,0.254319322,0.179965813,0.523666997,0.388744186,2.08427002,1.247219129,1.019673811,0.696929709
216,0.14186541,0.216731869,0.457778197,0.333525512,0,0,0.61308704,0.559835367
217,0.742061976,0.366762869,0.305481992,0.238387289,0,0,1.275451663,0.816496581
218,0.526409241,0.294532053,0.479483912,0.485491946,0.926654646,0.703145671,0.594656264,0.702376917
219,0.362299272,0.716618014,0.505263689,0.353828532,2.645751311,2.645751311,0.616213175,0.59622109
220,0.179047238,0.115210022,1.056511207,0.559746424,0,0,1.220954066,0.865431218
221,0.18020459,0.157205958,0.520735401,0.37840833,0,0,0.856379704,0.470136837
222,0.481399271,0.540068906,0.527386863,0.150323535,1.631878323,0.603807364,0.509292351,0.395772412
223,0.729176444,0.15996579,1.088725619,0.4105561,2.645751311,2.645751311,0.818412632,0.716879546
224,0.305098911,0.879156793,0.441326328,0.098361066,2.265046321,1.552568298,0.226846759,0.286909189
225,0.538977167,0.521901286,0.392910491,0.302764285,1.812204814,1.984313483,1.175617275,0.869616402
226,0.17171822,0.192143199,1.476693945,0.56699337,0,0,1.756768917,0.807577284
227,0.310570496,0.282860804,1.663195792,1.557776193,0,0,1.708685677,1.707825128
228,0.43347904,0.395039158,0.947283133,0.748218547,0,0,1.797310788,1.417483425
229,0.3153929,0.177671173,0.436781453,0.225611905,1.341321907,1.416160175,1.003464257,0.793725393
230,0.332785501,0.254836642,0.520790189,0.361928899,2.645751311,2.645751311,0.847858017,0.694836926
231,0.100357851,0.077388971,1.499908251,0.789599054,0,0,1.715827813,1.835856849
232,0.22287896,0.196033845,1.499950909,0.867369565,0,0,2.645751311,2.645751311
233,0.134806879,0.102364422,1.659909416,1.15072441,2.645751311,2.645751311,1.551890913,0.548435274
234,0.341352015,0.394347695,1.336223516,0.365298162,0,0,0.563239446,0.550305446
235,0.361877388,0.156538634,0.600340166,0.378725681,2.645751311,2.645751311,1.046548806,0.916338937
236,0.400173076,0.366249874,1.889394379,1.835856849,0,0,0,0
237,0.767431906,0.21829575,0.216435125,0.183300962,0.64335496,0.627753195,0.320629762,0.281730571
238,0.256129786,0.224183931,1.159691344,0.590166397,2.645751311,2.645751311,0,0
239,0.242176008,0.306223257,0.361155462,0.538571897,0.886220187,0.484472914,1.27539626,1.293261784
240,0.508393776,0.381218363,0.672940936,0.660853214,2.386297039,2.175196883,0.809168537,0.620526948
241,0.220877742,0.15521882,0.446299842,0.651269752,2.645751311,2.645751311,1.668038301,0.645497224
242,0.388284911,0.314517355,0.345706814,0.306376674,2.645751311,2.645751311,0.600311431,0.763762616
243,0.331546351,0.129822187,0.947109921,0.725048443,0,0,0.765896214,0.416145507
245,0.131002665,0.170694969,0.928069541,0.436686188,0,0,0.968231505,0.805076486
246,0.505054656,0.476323373,0.508202477,0.244078143,2.458323689,1.247219129,0.572407991,0.557389077
247,0.148720661,0.137996104,0.585376499,0.455689434,1.349096428,1.247219129,0.448983448,0.3748147
248,0.296444763,0.313586057,0.465816779,0.400101088,0,0,0.888870592,0.67079317
249,0.425835119,0.388634991,0.392695896,0.252960312,2.110220699,1.486233121,0.618435848,0.694046566
250,0.591430786,0.223753018,0.256784463,0.149749018,1.536694064,1.058300524,1.100291051,0.845955827
251,0.639937161,0.432084286,0.264835023,0.403885721,1.719669797,1.707825128,1.208281119,1.156623438
252,0.231463422,0.338760947,0.593699843,0.455287798,0,0,0.57899731,0.397678448
253,0.451007903,0.307111148,0.597821349,0.284128785,1.912359806,1.290994449,0.942404159,0.295925694
254,1.010050695,0.269498316,0.439091969,0.448475944,0.762997339,0.367969706,0.938978789,0.865431218
255,0.180203432,0.36938768,0.4106498,0.207180345,0.758194048,0.440958552,0.188392697,0.262742327
256,0.532617399,0.455924229,0.840441905,0.350909581,0.645441849,0.387183119,1.64693224,0.968096818
257,0.130228212,0.093646242,0.768853998,0.48453448,0,0,0.448337284,0.507404028
258,0.386539857,0.198551675,0.866438468,0.50180105,0.725808261,0.431729698,0.84462729,0.861750268
259,0.228655089,0.219476797,1.070541225,0.527079216,2.540344974,1.707825128,0.957162604,0.890692614
260,0.293622661,0.243995314,0.894980688,0.924211376,0,0,1.370286462,0.72433061
261,0.279453772,0.226740658,0.504246139,0.388899909,2.39085131,1.331665624,0.552967658,0.49482923
262,0.226614643,0.120087426,0.553180295,0.601074307,0,0,1.136316254,0.935414347
263,0.251194113,0.185668849,0.524770727,0.645497224,0,0,1.319892612,1.153507049
264,0.11390954,0.104018594,1.304130195,1.018350154,0,0,1.344648982,1.557776193
265,0.63879927,0.571228574,0.379423108,0.29535979,1.264039579,1.156623438,0.855019527,0.514801492
266,0.423286635,0.526468379,0.561741816,0.343385836,2.290689614,1.835856849,1.633388814,1.20277457
267,0.283768302,0.376739882,0.50618274,0.26848761,0.952228345,0.816496581,0.412478469,0.396518048
268,0.253532952,0.270503636,0.679597533,0.331679973,1.344558959,1.567671422,0.589056104,0.513939037
269,0.166355033,0.113248273,0.441702994,0.447986653,1.334270318,1.058300524,2.645751311,2.645751311
270,0.171487221,0.153758146,0.490066589,0.335965599,0,0,0.987311282,0.979472507
271,0.615332612,0.721311475,0.486689631,0.476750556,1.307155166,1.280868846,0.58895039,0.712390342
272,0.21673752,0.16811125,0.472225365,0.247059984,1.751974662,1.835856849,0.890732169,0.571793103
273,0.550256697,0.345703174,0.343171747,0.381175432,1.022346541,0.883327044,0.626790779,0.627129923
274,0.348168937,0.348163797,0.926607278,1.036096217,0,0,0.554311108,0.498887652
275,0.274990132,0.120699225,0.473727967,0.375525993,2.447033299,1.918929823,0.552763849,0.316227766
276,0.197330944,0.18599291,1.611622464,1.532819962,0,0,2.645751311,2.645751311
277,0.276904875,0.180426782,0.400193587,0.40634276,2.51475912,1.707825128,0.594118173,0.594953573
278,0.220161863,0.237252876,2.229777629,1.200887018,0,0,2.645751311,2.645751311
279,0.440763004,0.351827645,0.711612883,0.383014826,1.226785624,1.341812715,0.47361092,0.439652005
280,0.645829776,0.453202788,0.573487749,0.358172688,1.152692177,0.816496581,0.629051553,0.357632821
281,0.384533742,0.155842914,0.538935255,0.187163666,2.047720043,1.376892637,0.561527605,0.634949406
282,0.489901453,0.481269673,0.166315033,0.185137482,1.616998488,1.657568857,0.78907299,0.452855523
283,0.269713595,0.24817312,0.351205857,0.117816071,0.97724726,0.872682115,1.20051315,0.793725393
284,0.603235243,0.59149528,0.647756029,0.781858481,0,0,1.822480672,1.707825128
285,0.172425454,0.137334814,0.750879437,0.624378532,0,0,1.318849426,1.079102056
286,0.284742641,0.259837016,0.680055356,0.411326456,2.460035682,1.707825128,0.661048412,0.455312408
287,0.328121781,0.234507079,0.737125483,0.537078137,0,0,0.747756012,0.50663323
288,0.272173867,0.252977946,0.299881338,0.467217306,2.645751311,2.645751311,0.191781432,0.207657767
289,0.441559755,0.386895109,0.429524233,0.301489398,0,0,0.422494351,0.458512086
290,0.417269106,0.389739918,0.46163475,0.505695806,0,0,0.797512713,0.75903339
291,0.256965658,0.234218689,0.729239266,0.688088033,0,0,1.316371516,1.551209206
292,0.207977062,0.121624918,0.334398381,0.258554896,1.882136016,0.805076486,0.999149438,0.902549534
293,0.337616125,0.221889528,0.529299845,0.357597616,0,0,1.037363039,0.416145507
294,0.751616073,0.45916591,0.452753709,0.470588235,1.152016045,0.910840068,1.302131053,0.708882826
295,0.996015361,0.647762575,0.815878335,0.481945868,1.39265967,1.049691313,0.643187181,0.521127695
296,0.381897839,0.27012303,0.758105032,0.40316466,2.645751311,2.645751311,1.389095455,1.417483425
297,0.274465238,0.325660318,0.460046247,0.44552669,0,0,1.087403289,0.707514453
