,고객번호,식품_증감율,식품_변동율,식품_(증감*0.8)+(변동*0.2),식품CV,의류_증감율,의류_변동율,의류_(증감*0.8)+(변동*0.2),의류CV,생활_증감율,생활_변동율,생활_(증감*0.8)+(변동*0.2),생활CV
40,42,1.0,3.0,1.4000000000000001,0.24735765563241147,0.0,6.0,1.2000000000000002,0.6465785671300893,1.0,3.0,1.4000000000000001,0.3318737023550901
41,43,1.0,3.0,1.4000000000000001,0.32592510547265036,-1.0,9.0,1.0,2.121767177449898,0.0,6.0,1.2000000000000002,0.34260835014767477
42,44,0.0,2.0,0.4,0.43892579670004994,-1.0,3.0,-0.19999999999999996,0.9264450382695466,0.0,8.0,1.6,2.145147210369831
43,45,1.0,3.0,1.4000000000000001,0.24327955577622007,0.0,2.0,0.4,0.6628694699706364,0.0,6.0,1.2000000000000002,1.4982939292056903
44,46,2.0,4.0,2.4000000000000004,0.3445602001998959,1.0,11.0,3.0,0.7913066807622372,2.0,4.0,2.4000000000000004,0.9837561621639734
45,47,-1.0,1.0,-0.6000000000000001,0.34960565772618707,-1.0,5.0,0.19999999999999996,1.3123617198070732,-3.0,7.0,-1.0000000000000002,0.6093032729900171
46,48,0.0,4.0,0.8,0.3254660854942857,-1.0,3.0,-0.19999999999999996,0.3956589052784623,0.0,2.0,0.4,0.5537432302097616
47,49,1.0,5.0,1.8,0.28930804071672767,0.0,0.0,0.0,0.3296599446553869,0.0,8.0,1.6,2.012665291648482
48,50,1.0,5.0,1.8,0.1998025043848846,0.0,2.0,0.4,0.45131609095036374,-1.0,1.0,-0.6000000000000001,0.28032188662455104
49,51,-1.0,7.0,0.6000000000000001,0.3154371448993017,-1.0,3.0,-0.19999999999999996,0.5321322877258602,-1.0,1.0,-0.6000000000000001,0.2851120974260832
50,52,1.0,3.0,1.4000000000000001,0.5140960142455819,-1.0,1.0,-0.6000000000000001,0.8265810496657201,0.0,8.0,1.6,1.3672312236948008
51,53,1.0,5.0,1.8,0.26572500713891073,-1.0,7.0,0.6000000000000001,1.3226035510788674,0.0,4.0,0.8,2.0238093311304235
52,54,0.0,0.0,0.0,0.19275244803784186,1.0,7.0,2.2,0.9818828675007225,-2.0,8.0,0.0,0.5752476950694185
53,55,1.0,1.0,1.0,0.2161931155325085,0.0,6.0,1.2000000000000002,1.4836458301817896,-1.0,7.0,0.6000000000000001,0.49282883607368366
54,56,-1.0,5.0,0.19999999999999996,0.4436332070670554,0.0,0.0,0.0,0.9820306004789484,-1.0,13.0,1.8,1.3012249733898071
55,57,0.0,8.0,1.6,0.49088960290859507,1.0,5.0,1.8,0.9179126909560236,2.0,6.0,2.8000000000000003,0.6432279205460061
56,58,0.0,6.0,1.2000000000000002,0.29092598620605725,0.0,2.0,0.4,0.4265736391017719,0.0,4.0,0.8,0.6114485810647153
57,59,2.0,4.0,2.4000000000000004,0.21713394203822983,0.0,2.0,0.4,0.47699123066004495,0.0,4.0,0.8,0.8364546462521648
58,60,1.0,3.0,1.4000000000000001,0.23410005122015073,0.0,4.0,0.8,0.5433245226473976,1.0,5.0,1.8,0.5845073506842979
59,61,0.0,0.0,0.0,0.27826975517315344,-1.0,3.0,-0.19999999999999996,0.7097774427449167,-1.0,7.0,0.6000000000000001,0.5312464481403092
60,62,0.0,4.0,0.8,0.2922371982954479,1.0,3.0,1.4000000000000001,0.6273443810841492,1.0,7.0,2.2,1.2013222492527362
61,63,1.0,1.0,1.0,0.16953427720002961,3.0,5.0,3.4000000000000004,0.986812935792547,0.0,2.0,0.4,0.4139493951631666
62,64,-1.0,1.0,-0.6000000000000001,0.4546539566393731,-1.0,3.0,-0.19999999999999996,1.7343685439277967,-1.0,1.0,-0.6000000000000001,1.3048348850532716
63,65,-1.0,7.0,0.6000000000000001,0.3385179080134441,1.0,9.0,2.6,0.8846714171369997,0.0,10.0,2.0,0.8633000095261323
64,66,0.0,0.0,0.0,0.14698685848839393,0.0,2.0,0.4,0.8328300900895951,-1.0,5.0,0.19999999999999996,0.4224465890100187
65,67,2.0,4.0,2.4000000000000004,0.30472902755270365,0.0,8.0,1.6,1.118523091355246,0.0,2.0,0.4,0.28851703006012464
66,68,2.0,6.0,2.8000000000000003,0.4404200746200725,0.0,4.0,0.8,0.8780303116254833,-2.0,8.0,0.0,0.7744596387553278
67,69,0.0,0.0,0.0,0.20238129319488238,0.0,2.0,0.4,0.8925637220015701,1.0,3.0,1.4000000000000001,0.3184817016690729
68,70,-1.0,3.0,-0.19999999999999996,0.6965718524878718,1.0,5.0,1.8,1.7021973235320735,0.0,6.0,1.2000000000000002,1.5831911087654675
69,71,0.0,2.0,0.4,0.22990634342109334,0.0,2.0,0.4,2.6457513110645903,0.0,2.0,0.4,0.6553047608179227
70,72,1.0,5.0,1.8,0.3019584121484526,-1.0,3.0,-0.19999999999999996,0.6861881709761433,2.0,4.0,2.4000000000000004,0.39548119314204044
71,73,0.0,2.0,0.4,0.7636240572876329,0.0,2.0,0.4,0.6190973311474063,-3.0,5.0,-1.4000000000000004,1.0146767778571593
72,74,1.0,5.0,1.8,0.3304086281857109,-2.0,2.0,-1.2000000000000002,0.8014303965901415,0.0,6.0,1.2000000000000002,0.919277296276983
73,75,0.0,2.0,0.4,0.30204281690722223,0.0,4.0,0.8,1.3396757064920881,0.0,0.0,0.0,0.4027277152375836
74,76,0.0,4.0,0.8,0.1930149986181302,0.0,2.0,0.4,0.5348623690034512,-1.0,7.0,0.6000000000000001,0.6131874680037173
75,77,1.0,5.0,1.8,0.11751274062839712,-1.0,5.0,0.19999999999999996,0.29534827756924026,0.0,10.0,2.0,1.0498003988675615
76,78,0.0,4.0,0.8,0.39094098931295385,0.0,0.0,0.0,0.772303687059328,1.0,7.0,2.2,0.5962058931268394
77,79,0.0,4.0,0.8,0.29725234225019287,0.0,2.0,0.4,0.6388070676786141,1.0,7.0,2.2,0.733796702273514
78,80,0.0,2.0,0.4,0.1965150116883667,1.0,5.0,1.8,1.7300742060939156,0.0,4.0,0.8,0.4938302270968846
79,81,1.0,5.0,1.8,0.39172236792105664,-1.0,3.0,-0.19999999999999996,0.6540615889482385,0.0,6.0,1.2000000000000002,0.38446180876667
80,82,0.0,6.0,1.2000000000000002,0.28789418465471206,0.0,0.0,0.0,0.8486237663169788,0.0,2.0,0.4,0.47839250693001406
81,83,1.0,3.0,1.4000000000000001,0.13703941078988655,0.0,0.0,0.0,0.7538437844086535,3.0,5.0,3.4000000000000004,1.0719831389117898
82,84,-1.0,3.0,-0.19999999999999996,0.59528662119639,-1.0,1.0,-0.6000000000000001,0.4504270249920212,-2.0,8.0,0.0,0.7264707447623002
83,85,3.0,5.0,3.4000000000000004,0.6707077662541466,0.0,4.0,0.8,0.8045610649237176,0.0,4.0,0.8,0.6130352646485414
84,86,1.0,1.0,1.0,0.28142738644906595,1.0,5.0,1.8,0.9191815221772466,1.0,7.0,2.2,0.769533026125248
85,87,1.0,9.0,2.6,0.6292449576167818,1.0,5.0,1.8,0.7661066250929891,0.0,4.0,0.8,1.2721849700529129
86,88,-1.0,1.0,-0.6000000000000001,0.16434090358421438,0.0,6.0,1.2000000000000002,0.8194599754159186,0.0,6.0,1.2000000000000002,1.254303006707944
87,89,1.0,3.0,1.4000000000000001,0.2695410074070249,0.0,2.0,0.4,0.77169220402556,2.0,6.0,2.8000000000000003,0.9769197594957494
88,90,3.0,7.0,3.8000000000000007,0.7934606228991681,0.0,6.0,1.2000000000000002,1.1878627764669674,-1.0,7.0,0.6000000000000001,0.9925452187571373
89,91,0.0,0.0,0.0,0.10866300289206772,1.0,1.0,1.0,0.5639017460756942,0.0,4.0,0.8,0.2920209495842449
90,92,0.0,0.0,0.0,0.24584240570882035,1.0,1.0,1.0,0.3826163363749583,0.0,0.0,0.0,0.5666598422602583
91,93,0.0,12.0,2.4000000000000004,0.7229027454429665,0.0,0.0,0.0,0.37791428226099716,1.0,5.0,1.8,1.2017011938886475
92,94,3.0,5.0,3.4000000000000004,0.6694868285151878,3.0,5.0,3.4000000000000004,0.7398381651782999,3.0,5.0,3.4000000000000004,0.5289019317300951
93,95,0.0,2.0,0.4,0.19789440194254643,1.0,5.0,1.8,0.808683881232062,1.0,3.0,1.4000000000000001,0.7060211142778251
94,96,1.0,5.0,1.8,0.6102027600987078,0.0,12.0,2.4000000000000004,2.274121354149147,1.0,5.0,1.8,0.6255304255329416
95,97,0.0,6.0,1.2000000000000002,1.276576775481835,-1.0,5.0,0.19999999999999996,0.6888876009132592,0.0,0.0,0.0,1.3406003497011643
96,98,0.0,2.0,0.4,0.2567790785850148,1.0,3.0,1.4000000000000001,0.7387048898615332,-4.0,14.0,-0.3999999999999999,1.84752693643255
97,99,1.0,3.0,1.4000000000000001,0.19495334740627773,0.0,0.0,0.0,0.8052397050308472,0.0,4.0,0.8,0.702495049921466
98,100,2.0,8.0,3.2,0.7462861765372896,0.0,2.0,0.4,0.8035499380599642,0.0,4.0,0.8,0.7025433979614217
99,101,0.0,4.0,0.8,0.38425519424903365,-1.0,11.0,1.4000000000000001,1.561995278359919,-1.0,5.0,0.19999999999999996,1.2020094288955971
100,102,0.0,0.0,0.0,0.2183386585770146,-1.0,3.0,-0.19999999999999996,0.5677007938090615,-2.0,4.0,-0.8,0.8428503015940131
101,103,0.0,4.0,0.8,0.2980226795889386,-1.0,5.0,0.19999999999999996,1.7141837130341473,0.0,0.0,0.0,0.5277455885587294
102,104,0.0,2.0,0.4,0.33128319611192253,0.0,4.0,0.8,2.126485617459454,1.0,3.0,1.4000000000000001,0.4881959619933855
103,105,0.0,0.0,0.0,0.20972148164485221,2.0,6.0,2.8000000000000003,1.1843817367666987,0.0,4.0,0.8,0.9854041290097347
104,106,1.0,3.0,1.4000000000000001,0.2858056235001432,0.0,2.0,0.4,0.6192632766652527,-2.0,8.0,0.0,0.6684412750436206
105,107,2.0,2.0,2.0,0.4304610522412316,0.0,0.0,0.0,0.49718864957222036,-1.0,9.0,1.0,0.6422192865442098
106,108,2.0,2.0,2.0,0.31988910251697117,0.0,0.0,0.0,0.4213483251098172,0.0,6.0,1.2000000000000002,0.8018502718020663
107,109,-1.0,3.0,-0.19999999999999996,0.3330547136454661,-1.0,3.0,-0.19999999999999996,1.3682762241195718,-1.0,7.0,0.6000000000000001,0.909659395713874
108,110,0.0,2.0,0.4,0.19914165526597663,1.0,3.0,1.4000000000000001,0.42191144006510317,2.0,8.0,3.2,0.47986579693221204
109,111,0.0,8.0,1.6,0.2737418444733568,0.0,4.0,0.8,1.5335982120795102,0.0,2.0,0.4,1.0847369651698648
110,112,3.0,7.0,3.8000000000000007,0.7648356017882989,0.0,2.0,0.4,0.4854613823612067,3.0,7.0,3.8000000000000007,1.2779820674941156
111,113,0.0,2.0,0.4,0.20959245489729503,-1.0,1.0,-0.6000000000000001,0.3854259669638947,0.0,0.0,0.0,0.41601405919001866
112,114,0.0,4.0,0.8,0.29522536194297744,1.0,5.0,1.8,0.7500390907457141,0.0,4.0,0.8,0.45193315761585573
113,115,1.0,5.0,1.8,0.3770631827137673,-3.0,7.0,-1.0000000000000002,0.8660592528191403,-1.0,3.0,-0.19999999999999996,0.5371026898431073
114,116,1.0,5.0,1.8,0.3314590419654944,-1.0,7.0,0.6000000000000001,1.3055198742439558,0.0,0.0,0.0,0.39046949708000256
115,117,0.0,4.0,0.8,0.5306932458384034,-4.0,14.0,-0.3999999999999999,2.1052812541597183,2.0,8.0,3.2,0.8362003711929723
116,118,2.0,6.0,2.8000000000000003,0.3934291323343772,0.0,0.0,0.0,0.6157439692202311,0.0,8.0,1.6,1.5515741878207612
117,119,0.0,2.0,0.4,0.23555219176049352,0.0,2.0,0.4,0.6134804611180216,1.0,3.0,1.4000000000000001,0.36816500843720035
118,120,1.0,3.0,1.4000000000000001,0.3443522439056314,0.0,0.0,0.0,0.21604222167400877,3.0,7.0,3.8000000000000007,0.5789297461723641
119,121,2.0,4.0,2.4000000000000004,0.32531992777677565,1.0,7.0,2.2,1.2705525075208082,1.0,3.0,1.4000000000000001,1.0037164750395127
120,122,0.0,8.0,1.6,0.32827677016344026,1.0,1.0,1.0,0.685106420731094,0.0,4.0,0.8,0.3404311197627708
121,123,-1.0,7.0,0.6000000000000001,0.2304710073465465,0.0,6.0,1.2000000000000002,0.9213280516424022,0.0,6.0,1.2000000000000002,0.5477443608216939
122,124,0.0,0.0,0.0,0.20891868125119126,-1.0,3.0,-0.19999999999999996,0.6783629331683684,0.0,4.0,0.8,0.5629993888858476
123,125,-1.0,5.0,0.19999999999999996,0.2924832766548659,-1.0,3.0,-0.19999999999999996,0.6410276112778451,-3.0,9.0,-0.6000000000000003,0.9676437324169468
124,126,1.0,5.0,1.8,0.36796948585403266,-1.0,7.0,0.6000000000000001,1.0116722583382738,-1.0,7.0,0.6000000000000001,0.9521285686622067
125,127,1.0,1.0,1.0,0.350039750375413,-1.0,7.0,0.6000000000000001,1.0912672339225566,-1.0,3.0,-0.19999999999999996,0.8187088037367334
126,128,1.0,7.0,2.2,0.9491066793015842,1.0,3.0,1.4000000000000001,0.7872912887859815,-1.0,1.0,-0.6000000000000001,0.37579655229957903
127,129,2.0,4.0,2.4000000000000004,0.37435822424071064,0.0,4.0,0.8,1.7009212628819983,-1.0,5.0,0.19999999999999996,0.9610097556557969
128,130,-2.0,4.0,-0.8,0.2592849622098817,-1.0,1.0,-0.6000000000000001,0.49635494893742327,0.0,6.0,1.2000000000000002,0.4810554937483187
129,131,0.0,4.0,0.8,0.42410306206330206,1.0,5.0,1.8,0.6186456075920569,0.0,0.0,0.0,0.6127641747212386
130,132,-2.0,4.0,-0.8,0.5181232290114199,1.0,3.0,1.4000000000000001,0.7258574535858281,0.0,6.0,1.2000000000000002,0.7812654958321698
131,133,0.0,2.0,0.4,0.27708976569152294,0.0,12.0,2.4000000000000004,1.182607050502267,0.0,6.0,1.2000000000000002,0.6802652865781049
132,134,0.0,2.0,0.4,0.524020227699805,0.0,0.0,0.0,0.3586522168880426,0.0,4.0,0.8,1.115140730713469
133,135,-1.0,5.0,0.19999999999999996,0.3263685112066637,2.0,8.0,3.2,1.0964806337205817,2.0,4.0,2.4000000000000004,0.8581521555093995
134,136,0.0,2.0,0.4,0.6565150553192649,3.0,7.0,3.8000000000000007,0.7311131989218562,2.0,10.0,3.6,1.4036346892891907
135,137,0.0,2.0,0.4,0.19500888929258367,0.0,4.0,0.8,0.6868981398126632,-1.0,11.0,1.4000000000000001,1.479372109366614
136,138,0.0,4.0,0.8,0.48121915132769316,0.0,2.0,0.4,0.4423201267355135,0.0,4.0,0.8,0.4099609656847712
137,139,1.0,3.0,1.4000000000000001,0.1990750595823652,1.0,7.0,2.2,0.7174839279855811,0.0,2.0,0.4,0.6989626646173558
138,140,0.0,0.0,0.0,0.4676699551606473,-1.0,9.0,1.0,1.0696668685758055,-1.0,7.0,0.6000000000000001,0.9308790994680097
139,141,2.0,4.0,2.4000000000000004,0.40427497286819847,0.0,2.0,0.4,2.6457513110645903,0.0,4.0,0.8,0.31767733390920044
140,143,1.0,3.0,1.4000000000000001,0.21196477054439083,-1.0,3.0,-0.19999999999999996,0.6682455741162338,2.0,4.0,2.4000000000000004,0.5429762365550305
141,144,0.0,0.0,0.0,0.5318243803181216,4.0,12.0,5.6000000000000005,1.3777423807239138,0.0,2.0,0.4,0.8493455329286684
142,145,0.0,2.0,0.4,0.16046528881553232,0.0,2.0,0.4,0.5082017820386452,3.0,7.0,3.8000000000000007,1.075227999564477
143,146,0.0,0.0,0.0,0.5784549728120055,-1.0,1.0,-0.6000000000000001,0.6760809092521243,-1.0,7.0,0.6000000000000001,2.328479288804347
144,147,0.0,2.0,0.4,0.310029748314726,-1.0,3.0,-0.19999999999999996,0.4434791227266941,0.0,2.0,0.4,0.5861247547110363
145,148,0.0,4.0,0.8,0.2505331135566404,0.0,4.0,0.8,2.64575131106459,1.0,3.0,1.4000000000000001,0.24174731352474443
146,149,0.0,4.0,0.8,0.27983810898914724,0.0,4.0,0.8,0.8425501585681284,0.0,6.0,1.2000000000000002,1.2862988441118115
147,150,-1.0,5.0,0.19999999999999996,0.36243830219079826,-1.0,9.0,1.0,0.9822428529574904,-1.0,3.0,-0.19999999999999996,0.4527882649204769
148,151,0.0,2.0,0.4,0.3049798458645713,0.0,4.0,0.8,0.48406140896060007,-1.0,7.0,0.6000000000000001,1.424110051198322
149,152,-1.0,5.0,0.19999999999999996,0.5250926085750909,1.0,3.0,1.4000000000000001,0.7337734755947116,-3.0,3.0,-1.8000000000000003,0.7963720736799674
150,153,0.0,6.0,1.2000000000000002,0.24176411862216315,-1.0,9.0,1.0,1.6647945204270713,1.0,3.0,1.4000000000000001,0.41552498145882705
151,154,1.0,3.0,1.4000000000000001,0.5383318177326497,0.0,10.0,2.0,1.4693886535603387,0.0,2.0,0.4,0.7201073136365994
152,155,0.0,4.0,0.8,0.21620949865518443,1.0,1.0,1.0,0.2181412134996182,0.0,6.0,1.2000000000000002,2.0002119982021704
153,156,0.0,0.0,0.0,0.4645368835525331,0.0,0.0,0.0,0.6025026635808526,-2.0,8.0,0.0,0.971527230763889
154,157,1.0,1.0,1.0,0.14144961606812462,1.0,3.0,1.4000000000000001,0.753105055488402,0.0,6.0,1.2000000000000002,0.44094839451422424
155,158,1.0,5.0,1.8,0.5096714609052022,1.0,5.0,1.8,1.3580966115478148,0.0,2.0,0.4,0.5660423599686462
156,159,0.0,0.0,0.0,0.5667844820470574,0.0,0.0,0.0,0.5161695408429179,0.0,14.0,2.8000000000000003,1.6942453813557754
157,160,0.0,2.0,0.4,0.2913250031000065,-1.0,3.0,-0.19999999999999996,0.8056045744192876,-3.0,9.0,-0.6000000000000003,0.5835762822081489
158,161,-2.0,2.0,-1.2000000000000002,0.701417426436851,0.0,0.0,0.0,0.9238254181815377,1.0,7.0,2.2,1.4201935013473284
159,162,-1.0,3.0,-0.19999999999999996,0.2903102759391368,0.0,0.0,0.0,0.5343547206602861,-1.0,5.0,0.19999999999999996,0.985370168102563
160,163,1.0,3.0,1.4000000000000001,0.23542813459619244,2.0,6.0,2.8000000000000003,1.906593058942892,1.0,5.0,1.8,0.42785723349417404
161,164,3.0,5.0,3.4000000000000004,0.9885686792544746,-1.0,3.0,-0.19999999999999996,0.5014327381536405,3.0,5.0,3.4000000000000004,0.9054572743743355
162,165,0.0,4.0,0.8,1.1894474249291729,-1.0,3.0,-0.19999999999999996,0.7536670773432574,2.0,10.0,3.6,1.4884037444174414
163,166,1.0,7.0,2.2,0.49815152862465795,1.0,3.0,1.4000000000000001,0.4966024203011053,4.0,4.0,4.0,0.5142742338228135
164,167,1.0,3.0,1.4000000000000001,0.30565766013929924,0.0,4.0,0.8,0.5440962172338377,2.0,4.0,2.4000000000000004,1.4868109683786401
165,168,1.0,9.0,2.6,0.45742458496781885,0.0,0.0,0.0,0.38854557152342667,1.0,5.0,1.8,1.4020823508382332
166,169,2.0,6.0,2.8000000000000003,0.7141789886123864,0.0,2.0,0.4,0.674700741838878,0.0,2.0,0.4,0.669953752017089
167,170,2.0,4.0,2.4000000000000004,0.3053708264418066,0.0,4.0,0.8,0.8425267277283823,2.0,4.0,2.4000000000000004,0.4216739127571665
168,171,1.0,3.0,1.4000000000000001,0.4482321736762745,1.0,3.0,1.4000000000000001,0.7040452615952164,1.0,5.0,1.8,2.1163679995715627
169,172,0.0,0.0,0.0,0.2075040939729923,0.0,0.0,0.0,0.37799504534705985,2.0,8.0,3.2,0.6772422998099964
170,173,0.0,2.0,0.4,0.13681627728200946,0.0,6.0,1.2000000000000002,1.057678862509651,1.0,5.0,1.8,0.3812263530634333
171,175,0.0,0.0,0.0,0.1467898019544643,0.0,4.0,0.8,0.5256645459508247,0.0,0.0,0.0,0.15489030387404937
172,176,0.0,4.0,0.8,0.18654388872381453,0.0,4.0,0.8,2.40698614285964,-1.0,7.0,0.6000000000000001,0.7338023329327404
173,177,0.0,2.0,0.4,0.3644560811422779,0.0,2.0,0.4,0.715269858351953,-2.0,4.0,-0.8,0.46442286941280936
174,178,1.0,1.0,1.0,0.2564665180945038,0.0,8.0,1.6,0.8936701388094521,2.0,4.0,2.4000000000000004,0.5683400016486323
175,179,0.0,2.0,0.4,0.19511324568732025,-1.0,3.0,-0.19999999999999996,0.4828234778682827,1.0,7.0,2.2,0.5026613850100173
176,180,0.0,2.0,0.4,0.30782081231089586,-1.0,3.0,-0.19999999999999996,0.8971115304287391,-3.0,5.0,-1.4000000000000004,1.1561467301000001
177,181,1.0,1.0,1.0,0.28008480831408195,0.0,2.0,0.4,0.5820055607779839,-2.0,10.0,0.3999999999999999,0.5414809064263535
178,182,0.0,0.0,0.0,0.1440077699778004,1.0,3.0,1.4000000000000001,0.714489344525582,0.0,6.0,1.2000000000000002,0.9780223227452249
179,183,0.0,2.0,0.4,0.12075903627372186,-2.0,4.0,-0.8,0.9301594409527181,0.0,8.0,1.6,0.37591274116062473
180,184,0.0,2.0,0.4,0.4152312027273504,-2.0,10.0,0.3999999999999999,0.8420460382124053,1.0,5.0,1.8,0.9351203664212671
181,185,2.0,6.0,2.8000000000000003,0.4903721707226916,2.0,4.0,2.4000000000000004,1.3238796559266341,4.0,4.0,4.0,0.6481340143240981
182,186,1.0,3.0,1.4000000000000001,0.36136647044468595,0.0,6.0,1.2000000000000002,0.5294936885812628,3.0,7.0,3.8000000000000007,0.7841446844607145
183,187,1.0,5.0,1.8,0.5010681113030753,-1.0,3.0,-0.19999999999999996,0.7258095724361066,0.0,6.0,1.2000000000000002,0.9118629849404811
184,188,0.0,0.0,0.0,0.24927503442677373,1.0,5.0,1.8,1.0336506898728484,0.0,2.0,0.4,0.27647677927784625
