,∞Ì∞¥π¯»£,»≠¿Â«∞_√—±∏∏≈æ◊1,»≠¿Â«∞_√—±∏∏≈æ◊2,»≠¿Â«∞_√—±∏∏≈æ◊3,»≠¿Â«∞_√—±∏∏≈æ◊4,»≠¿Â«∞_√—±∏∏≈æ◊5,»≠¿Â«∞_√—±∏∏≈æ◊6,»≠¿Â«∞_√—±∏∏≈æ◊7,»≠¿Â«∞_√—±∏∏≈æ◊8,»≠¿Â«∞_√—±∏∏≈»Ωºˆ1,»≠¿Â«∞_√—±∏∏≈»Ωºˆ2,»≠¿Â«∞_√—±∏∏≈»Ωºˆ3,»≠¿Â«∞_√—±∏∏≈»Ωºˆ4,»≠¿Â«∞_√—±∏∏≈»Ωºˆ5,»≠¿Â«∞_√—±∏∏≈»Ωºˆ6,»≠¿Â«∞_√—±∏∏≈»Ωºˆ7,»≠¿Â«∞_√—±∏∏≈»Ωºˆ8
5488,5543,6396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5489,5544,307074.0,616908.0,1143392.0,1809767.0,940712.0,1231422.0,2080991.0,206023.0,10.0,16.0,16.0,10.0,15.0,20.0,17.0,8.0
5490,5545,59929.0,117060.0,84283.0,58461.0,133459.0,188763.0,19359.0,44112.0,10.0,12.0,9.0,6.0,13.0,17.0,6.0,8.0
5491,5546,341222.0,369904.0,754430.0,858501.0,689240.0,1207187.0,328465.0,1317724.0,4.0,4.0,9.0,5.0,6.0,2.0,6.0,8.0
5492,5547,0.0,192008.0,198846.0,17737.0,0.0,0.0,78836.0,132858.0,0.0,4.0,2.0,1.0,0.0,0.0,3.0,6.0
5493,5548,16187.0,39194.0,19297.0,57601.0,20480.0,59107.0,29383.0,26580.0,2.0,3.0,4.0,5.0,2.0,9.0,4.0,4.0
5494,5549,857751.0,1208444.0,218335.0,636172.0,1240935.0,1205417.0,735145.0,348036.0,9.0,12.0,5.0,8.0,9.0,15.0,10.0,9.0
5495,5550,61326.0,133850.0,59292.0,74317.0,64605.0,63140.0,56987.0,127959.0,4.0,5.0,4.0,3.0,7.0,5.0,5.0,6.0
5496,5551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5497,5552,378566.0,122323.0,740025.0,86777.0,261335.0,1440530.0,43867.0,784884.0,4.0,1.0,2.0,1.0,2.0,6.0,1.0,6.0
5498,5553,51928.0,12690.0,79403.0,37531.0,13148.0,97326.0,149653.0,57498.0,3.0,2.0,5.0,3.0,1.0,4.0,7.0,4.0
5499,5554,77642.0,255873.0,539710.0,208318.0,402368.0,76887.0,382986.0,48805.0,5.0,9.0,19.0,4.0,6.0,2.0,6.0,5.0
5500,5555,270173.0,1456130.0,510900.0,531614.0,0.0,454351.0,276039.0,87127.0,3.0,9.0,5.0,4.0,0.0,4.0,3.0,1.0
5501,5556,929588.0,434490.0,272961.0,133025.0,449144.0,688067.0,580008.0,411631.0,5.0,3.0,3.0,1.0,2.0,6.0,5.0,5.0
5502,5557,122269.0,462096.0,73551.0,662599.0,549723.0,971058.0,838759.0,753816.0,9.0,12.0,7.0,10.0,11.0,7.0,7.0,14.0
5503,5558,88733.0,101979.0,113365.0,73980.0,105769.0,135780.0,166287.0,66405.0,6.0,2.0,6.0,8.0,7.0,8.0,7.0,9.0
5504,5559,74000.0,57263.0,94757.0,93295.0,88797.0,126612.0,167495.0,157738.0,5.0,5.0,4.0,8.0,8.0,7.0,9.0,10.0
5505,5560,106710.0,53308.0,30211.0,80686.0,29522.0,37360.0,54904.0,51399.0,8.0,5.0,2.0,12.0,5.0,5.0,5.0,9.0
5506,5561,164534.0,69479.0,286746.0,50550.0,169099.0,0.0,208634.0,76923.0,2.0,1.0,6.0,1.0,1.0,0.0,2.0,2.0
5507,5562,232777.0,123291.0,145971.0,299928.0,99113.0,71847.0,112341.0,47096.0,4.0,4.0,3.0,6.0,1.0,2.0,1.0,1.0
5508,5563,23460.0,96312.0,66626.0,29124.0,12136.0,58227.0,28865.0,0.0,1.0,9.0,7.0,3.0,1.0,4.0,3.0,0.0
5509,5564,646917.0,274982.0,315555.0,632714.0,72059.0,273072.0,505001.0,534535.0,5.0,2.0,1.0,6.0,1.0,2.0,2.0,2.0
5510,5565,3791948.0,2706757.0,3243306.0,2352518.0,4440978.0,3409130.0,6996581.0,1182759.0,13.0,7.0,10.0,16.0,16.0,15.0,12.0,9.0
5511,5566,171127.0,16687.0,24178.0,286600.0,37621.0,1072.0,23933.0,0.0,3.0,2.0,3.0,11.0,4.0,1.0,3.0,0.0
5512,5567,17566.0,62733.0,159302.0,81339.0,192057.0,158546.0,100741.0,72916.0,2.0,5.0,5.0,8.0,6.0,7.0,7.0,6.0
5513,5568,585513.0,214258.0,333858.0,442310.0,394076.0,974114.0,408596.0,246549.0,9.0,3.0,8.0,9.0,6.0,10.0,7.0,5.0
5514,5569,28882.0,73909.0,99592.0,186324.0,41820.0,136831.0,49442.0,94852.0,3.0,3.0,2.0,13.0,3.0,8.0,2.0,7.0
5515,5570,17713.0,184180.0,174895.0,0.0,73020.0,58013.0,0.0,27141.0,1.0,5.0,3.0,0.0,2.0,3.0,0.0,4.0
5516,5571,146525.0,277455.0,58072.0,95955.0,27812.0,4182.0,215448.0,13220.0,4.0,9.0,4.0,6.0,4.0,1.0,7.0,1.0
5517,5572,974.0,3060.0,2248.0,0.0,0.0,5351.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0
5518,5573,707045.0,587767.0,0.0,671778.0,48545.0,611234.0,0.0,164049.0,6.0,5.0,0.0,7.0,1.0,4.0,0.0,1.0
5519,5574,0.0,14936.0,0.0,209515.0,365656.0,52974.0,0.0,98901.0,0.0,1.0,0.0,2.0,4.0,2.0,0.0,1.0
5520,5575,166561.0,54800.0,81347.0,252156.0,78380.0,88468.0,171332.0,106831.0,10.0,5.0,4.0,16.0,7.0,2.0,7.0,5.0
5521,5576,112764.0,177379.0,191276.0,277340.0,104677.0,105304.0,168820.0,103826.0,8.0,10.0,10.0,18.0,6.0,11.0,14.0,13.0
5522,5577,187845.0,132705.0,292949.0,88595.0,212739.0,238724.0,412472.0,83937.0,18.0,12.0,18.0,7.0,16.0,8.0,21.0,5.0
5523,5579,328960.0,298559.0,366002.0,439108.0,412715.0,362912.0,506116.0,163719.0,5.0,5.0,4.0,7.0,5.0,2.0,4.0,5.0
5524,5580,141025.0,120366.0,200654.0,4612.0,60074.0,111331.0,163755.0,197719.0,4.0,1.0,5.0,1.0,2.0,6.0,4.0,4.0
5525,5581,2755.0,1648.0,11615.0,11972.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0
5526,5582,446811.0,870628.0,506944.0,742371.0,47534.0,835504.0,397378.0,642772.0,7.0,9.0,7.0,8.0,1.0,7.0,6.0,13.0
5527,5583,298858.0,82820.0,373742.0,160694.0,162535.0,88972.0,40264.0,35287.0,5.0,4.0,17.0,7.0,13.0,6.0,4.0,6.0
5528,5584,205668.0,2697024.0,2840959.0,978180.0,0.0,976044.0,32098.0,3477981.0,1.0,6.0,4.0,2.0,0.0,4.0,1.0,3.0
5529,5585,0.0,0.0,0.0,0.0,0.0,0.0,9010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5530,5586,9840.0,0.0,0.0,0.0,0.0,0.0,11251.0,3305.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
5531,5587,40641.0,25236.0,18981.0,0.0,8091.0,0.0,7884.0,0.0,3.0,3.0,1.0,0.0,2.0,0.0,1.0,0.0
5532,5588,4940.0,14679.0,0.0,49663.0,0.0,14798.0,2252.0,826.0,2.0,5.0,0.0,1.0,0.0,3.0,2.0,1.0
5533,5589,220428.0,450147.0,318833.0,124157.0,38432.0,31098.0,46175.0,356025.0,2.0,3.0,5.0,3.0,1.0,1.0,1.0,4.0
5534,5590,0.0,145799.0,151621.0,106997.0,677154.0,519024.0,924353.0,322646.0,0.0,5.0,4.0,4.0,8.0,12.0,8.0,9.0
5535,5591,120095.0,303259.0,207816.0,148022.0,208360.0,222511.0,222713.0,73882.0,9.0,10.0,7.0,12.0,15.0,8.0,7.0,12.0
5536,5592,7361.0,49238.0,607352.0,712395.0,714069.0,656810.0,8390.0,566905.0,3.0,4.0,6.0,8.0,7.0,4.0,3.0,6.0
5537,5593,937951.0,1345240.0,1020219.0,1000661.0,694348.0,1928122.0,1206755.0,1305620.0,12.0,9.0,13.0,11.0,6.0,14.0,16.0,12.0
5538,5594,950843.0,604763.0,858372.0,931934.0,2066647.0,1099738.0,1156749.0,95761.0,13.0,4.0,6.0,14.0,16.0,17.0,6.0,2.0
5539,5595,0.0,1535.0,0.0,0.0,0.0,3742.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
5540,5596,73903.0,856208.0,123771.0,46337.0,75852.0,561103.0,605179.0,184704.0,3.0,5.0,4.0,1.0,2.0,10.0,10.0,5.0
5541,5597,265448.0,176763.0,278723.0,97109.0,38431.0,944142.0,476170.0,104105.0,5.0,4.0,10.0,2.0,2.0,16.0,9.0,3.0
5542,5598,371875.0,1078345.0,389389.0,1040116.0,1333626.0,1566849.0,709638.0,1286163.0,4.0,12.0,5.0,15.0,15.0,15.0,15.0,9.0
5543,5599,55028.0,45211.0,28212.0,19794.0,50761.0,72480.0,9685.0,33058.0,2.0,8.0,4.0,2.0,4.0,2.0,3.0,4.0
5544,5600,0.0,2884.0,2248.0,3370.0,0.0,0.0,5406.0,5354.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0
5545,5601,566157.0,234963.0,1662616.0,347143.0,321460.0,1648703.0,620001.0,0.0,6.0,1.0,12.0,5.0,5.0,12.0,5.0,0.0
5546,5602,74985.0,0.0,239518.0,5764.0,16991.0,11249.0,4280.0,108691.0,3.0,0.0,5.0,1.0,1.0,1.0,1.0,2.0
5547,5603,0.0,45220.0,0.0,50106.0,28571.0,13833.0,40353.0,15285.0,0.0,2.0,0.0,3.0,3.0,1.0,3.0,1.0
5548,5604,133919.0,131294.0,56264.0,69971.0,137424.0,84029.0,0.0,100717.0,9.0,7.0,5.0,5.0,7.0,5.0,0.0,5.0
5549,5605,37887.0,296509.0,82476.0,96666.0,103208.0,150557.0,157504.0,175475.0,3.0,9.0,8.0,10.0,11.0,7.0,12.0,13.0
5550,5606,0.0,0.0,180769.0,40440.0,301991.0,505287.0,290004.0,0.0,0.0,0.0,1.0,1.0,3.0,4.0,5.0,0.0
5551,5607,170144.0,0.0,185684.0,0.0,402521.0,376928.0,701359.0,127943.0,3.0,0.0,2.0,0.0,3.0,4.0,8.0,4.0
5552,5608,0.0,18439.0,34629.0,17294.0,0.0,0.0,0.0,14789.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,2.0
5553,5609,42068.0,764273.0,1105517.0,2187958.0,1996994.0,7326876.0,753222.0,543168.0,1.0,7.0,3.0,14.0,9.0,12.0,7.0,12.0
5554,5611,97273.0,21786.0,60006.0,61572.0,20703.0,308578.0,4505.0,32554.0,6.0,3.0,9.0,7.0,2.0,5.0,1.0,3.0
5555,5612,0.0,0.0,172804.0,63187.0,0.0,0.0,249291.0,211145.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0
5556,5613,11710.0,40204.0,46209.0,1951.0,0.0,60319.0,35476.0,18177.0,2.0,7.0,3.0,1.0,0.0,3.0,2.0,1.0
5557,5614,47825.0,29666.0,83719.0,5321.0,19115.0,271194.0,2252.0,0.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,0.0
5558,5615,0.0,0.0,0.0,21142.0,26094.0,249952.0,72180.0,36264.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0
5559,5616,53138.0,103009.0,106202.0,191557.0,447424.0,135116.0,241012.0,0.0,2.0,2.0,3.0,2.0,8.0,4.0,4.0,0.0
5560,5617,78527.0,1265306.0,1846106.0,446416.0,713866.0,1340405.0,2285400.0,283722.0,2.0,7.0,10.0,6.0,4.0,12.0,7.0,5.0
5561,5618,176756.0,86374.0,99738.0,164703.0,200704.0,172122.0,241780.0,122449.0,7.0,9.0,10.0,7.0,10.0,12.0,7.0,3.0
5562,5619,460046.0,581380.0,716298.0,216167.0,966454.0,804256.0,193711.0,96546.0,7.0,8.0,7.0,5.0,12.0,6.0,3.0,1.0
5563,5620,126233.0,228834.0,254093.0,72277.0,40151.0,168787.0,140778.0,78079.0,5.0,5.0,8.0,3.0,2.0,4.0,2.0,1.0
5564,5621,205224.0,101773.0,455540.0,60038.0,240298.0,151736.0,329399.0,62091.0,7.0,5.0,10.0,4.0,5.0,4.0,5.0,3.0
5565,5622,48169.0,85002.0,101752.0,59010.0,72717.0,72888.0,231214.0,23184.0,5.0,5.0,8.0,8.0,5.0,8.0,10.0,2.0
5566,5623,70852.0,350229.0,0.0,203308.0,254609.0,118880.0,339164.0,31397.0,2.0,2.0,0.0,2.0,2.0,3.0,1.0,1.0
5567,5624,0.0,63607.0,0.0,47180.0,36763.0,0.0,139652.0,63579.0,0.0,2.0,0.0,1.0,2.0,0.0,3.0,2.0
5568,5625,0.0,0.0,6553.0,0.0,0.0,28331.0,5631.0,4130.0,0.0,0.0,2.0,0.0,0.0,4.0,2.0,3.0
5569,5626,0.0,1030.0,0.0,0.0,0.0,0.0,0.0,5123.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
5570,5627,0.0,125825.0,6779.0,0.0,0.0,221975.0,0.0,143641.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0
5571,5628,183300.0,63269.0,108495.0,147198.0,246254.0,65337.0,0.0,0.0,15.0,8.0,12.0,17.0,20.0,7.0,0.0,0.0
5572,5629,445926.0,1031085.0,740986.0,58487.0,190186.0,246531.0,155757.0,0.0,6.0,17.0,8.0,2.0,3.0,1.0,3.0,0.0
5573,5630,1338215.0,1872698.0,1141671.0,1129120.0,676840.0,1159093.0,696065.0,1154338.0,8.0,10.0,10.0,9.0,5.0,10.0,4.0,13.0
5574,5631,2952.0,12650.0,42876.0,33336.0,102450.0,180367.0,54093.0,68412.0,1.0,2.0,3.0,6.0,7.0,8.0,9.0,5.0
5575,5632,8758.0,30903.0,0.0,0.0,0.0,12761.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
5576,5633,1574.0,17408.0,13614.0,0.0,0.0,13008.0,17007.0,0.0,1.0,1.0,4.0,0.0,0.0,2.0,3.0,0.0
5577,5634,588957.0,403639.0,274430.0,189561.0,155749.0,208035.0,127264.0,137899.0,4.0,5.0,4.0,3.0,2.0,5.0,2.0,3.0
5578,5635,0.0,1545.0,0.0,2306.0,0.0,0.0,1126.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
5579,5636,58945.0,196953.0,124618.0,101677.0,139264.0,469848.0,186729.0,130504.0,5.0,7.0,4.0,6.0,5.0,13.0,6.0,11.0
5580,5637,305058.0,88072.0,464747.0,86023.0,251372.0,76458.0,179936.0,987189.0,2.0,1.0,1.0,3.0,6.0,4.0,9.0,7.0
5581,5638,551071.0,107181.0,371707.0,326533.0,267200.0,564372.0,226541.0,0.0,2.0,2.0,4.0,7.0,4.0,5.0,2.0,0.0
5582,5639,84137.0,533472.0,1081678.0,376419.0,78613.0,316759.0,266826.0,0.0,1.0,6.0,3.0,7.0,1.0,8.0,2.0,0.0
5583,5640,0.0,0.0,2248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5584,5641,4871.0,72435.0,0.0,0.0,21340.0,86345.0,88183.0,44038.0,1.0,4.0,0.0,0.0,2.0,7.0,5.0,3.0
5585,5642,1249995.0,737542.0,266691.0,217390.0,1191481.0,501480.0,1316674.0,218150.0,11.0,10.0,7.0,6.0,16.0,10.0,14.0,8.0
5586,5643,969786.0,814179.0,339620.0,449360.0,756192.0,513382.0,1110438.0,701972.0,12.0,11.0,5.0,5.0,11.0,8.0,12.0,10.0
5587,5644,44675.0,20705.0,80837.0,38577.0,58760.0,27130.0,109188.0,0.0,4.0,1.0,4.0,2.0,3.0,4.0,2.0,0.0
5588,5645,212310.0,806506.0,445653.0,279354.0,1063644.0,864575.0,416029.0,612036.0,3.0,9.0,4.0,2.0,7.0,6.0,5.0,3.0
5589,5646,31727.0,15348.0,67337.0,47268.0,85368.0,86859.0,33675.0,36438.0,5.0,1.0,6.0,5.0,11.0,8.0,3.0,7.0
5590,5647,0.0,458842.0,76205.0,454370.0,90314.0,31580.0,700796.0,295338.0,0.0,5.0,2.0,4.0,2.0,1.0,6.0,5.0
5591,5648,813173.0,1839939.0,987395.0,643178.0,693538.0,1135287.0,938993.0,179624.0,9.0,8.0,9.0,7.0,7.0,7.0,6.0,4.0
5592,5649,101723.0,90697.0,88634.0,66486.0,22553.0,131156.0,121746.0,117203.0,7.0,10.0,9.0,5.0,5.0,15.0,12.0,10.0
5593,5650,17860.0,17666.0,23387.0,35747.0,196961.0,78334.0,7771.0,8924.0,4.0,2.0,4.0,6.0,6.0,6.0,1.0,2.0
5594,5651,156859.0,293884.0,217940.0,172348.0,194231.0,190072.0,14528.0,14046.0,3.0,5.0,4.0,8.0,2.0,3.0,1.0,1.0
5595,5652,47589.0,0.0,0.0,84249.0,0.0,0.0,0.0,98653.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
5596,5653,4645.0,17532.0,46435.0,71568.0,23362.0,21232.0,0.0,84193.0,1.0,2.0,4.0,5.0,1.0,3.0,0.0,7.0
5597,5654,42314.0,12361.0,18190.0,52323.0,0.0,1072.0,37447.0,4957.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0
5598,5655,539362.0,0.0,227600.0,131251.0,403329.0,302025.0,7973.0,91050.0,7.0,0.0,6.0,3.0,7.0,5.0,4.0,6.0
5599,5656,7872.0,4635.0,0.0,2040.0,7939.0,49114.0,20498.0,0.0,3.0,2.0,0.0,1.0,4.0,9.0,3.0,0.0
5600,5657,434803.0,237251.0,385999.0,243572.0,148051.0,140937.0,602702.0,71939.0,23.0,21.0,20.0,14.0,12.0,12.0,14.0,6.0
5601,5658,316914.0,391432.0,475480.0,453261.0,743650.0,788492.0,595944.0,587208.0,5.0,3.0,4.0,7.0,5.0,7.0,3.0,8.0
5602,5659,7577.0,5150.0,0.0,0.0,0.0,0.0,23178.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
5603,5660,5432.0,8540.0,2248.0,6652.0,0.0,4182.0,44599.0,7932.0,3.0,2.0,1.0,3.0,0.0,1.0,4.0,1.0
5604,5661,546762.0,1727611.0,1310803.0,513407.0,295214.0,322902.0,370585.0,55853.0,18.0,18.0,10.0,10.0,14.0,14.0,13.0,2.0
5605,5662,57961.0,238928.0,60501.0,117018.0,99113.0,96403.0,116182.0,31397.0,2.0,7.0,3.0,3.0,2.0,3.0,3.0,1.0
5606,5663,574167.0,828621.0,999880.0,1275423.0,1317637.0,1353356.0,548215.0,1183237.0,14.0,19.0,23.0,23.0,19.0,28.0,20.0,34.0
5607,5664,277700.0,635048.0,1055467.0,50284.0,807063.0,235486.0,918440.0,318350.0,2.0,3.0,3.0,1.0,5.0,1.0,4.0,4.0
5608,5665,4871.0,4532.0,0.0,0.0,0.0,5254.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
5609,5666,380484.0,276939.0,142751.0,56757.0,241158.0,0.0,33787.0,0.0,3.0,1.0,2.0,2.0,3.0,0.0,1.0,0.0
5610,5667,201220.0,181450.0,375661.0,278468.0,117338.0,864736.0,295219.0,221514.0,9.0,14.0,12.0,15.0,15.0,26.0,23.0,22.0
5611,5668,9624.0,0.0,1808.0,61325.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
5612,5669,517023.0,654498.0,507397.0,156084.0,113778.0,301006.0,0.0,49491.0,10.0,13.0,8.0,3.0,3.0,6.0,0.0,5.0
5613,5670,170143.0,162444.0,175481.0,307510.0,467904.0,143640.0,220403.0,337121.0,3.0,3.0,5.0,3.0,5.0,2.0,3.0,4.0
5614,5671,417839.0,141689.0,386957.0,0.0,0.0,8150.0,0.0,147979.0,9.0,5.0,9.0,0.0,0.0,1.0,0.0,3.0
5615,5672,18697.0,0.0,107558.0,0.0,6068.0,39140.0,81090.0,52837.0,2.0,0.0,6.0,0.0,1.0,1.0,5.0,2.0
5616,5673,78823.0,49238.0,0.0,31128.0,175732.0,22519.0,6757.0,60399.0,3.0,3.0,0.0,1.0,4.0,4.0,1.0,4.0
5617,5674,28085.0,0.0,128526.0,37071.0,57030.0,24556.0,58936.0,39939.0,3.0,0.0,10.0,4.0,7.0,3.0,7.0,7.0
5618,5675,0.0,0.0,48718.0,0.0,72534.0,103052.0,27795.0,25944.0,0.0,0.0,3.0,0.0,5.0,5.0,2.0,3.0
5619,5676,149970.0,136280.0,83493.0,45317.0,28743.0,65413.0,39417.0,149715.0,4.0,3.0,2.0,5.0,3.0,6.0,4.0,7.0
5620,5677,0.0,1648.0,0.0,9578.0,0.0,7506.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0
5621,5678,0.0,0.0,4406.0,0.0,102804.0,77423.0,74894.0,53044.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0
5622,5679,200993.0,253453.0,0.0,1035426.0,332433.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0
5623,5680,476450.0,274517.0,675906.0,583795.0,408182.0,316362.0,326877.0,528774.0,12.0,8.0,14.0,16.0,8.0,13.0,20.0,14.0
5624,5681,3374918.0,5253802.0,2780175.0,4552173.0,4507414.0,4554392.0,4012494.0,5893509.0,16.0,14.0,11.0,17.0,14.0,14.0,15.0,18.0
5625,5682,661187.0,115370.0,31126.0,2217.0,30098.0,1609.0,0.0,0.0,9.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
5626,5683,3068136.0,2966390.0,973499.0,1016048.0,496677.0,554454.0,40657.0,1220187.0,9.0,8.0,5.0,6.0,5.0,3.0,1.0,9.0
5627,5684,37474.0,22559.0,115128.0,59593.0,19590.0,26487.0,14078.0,26440.0,5.0,2.0,6.0,9.0,4.0,2.0,2.0,3.0
5628,5685,230388.0,214875.0,356567.0,46285.0,163233.0,130610.0,60816.0,104437.0,6.0,8.0,7.0,3.0,4.0,5.0,3.0,4.0
5629,5686,462752.0,1290235.0,557616.0,19067.0,220881.0,295430.0,137569.0,74568.0,5.0,7.0,4.0,1.0,3.0,3.0,2.0,1.0
5630,5687,119857.0,50371.0,189831.0,13746.0,66516.0,16085.0,76584.0,89052.0,9.0,6.0,8.0,2.0,10.0,1.0,5.0,6.0
5631,5688,251328.0,135920.0,371649.0,152803.0,185027.0,399234.0,722159.0,247299.0,7.0,7.0,14.0,10.0,13.0,19.0,25.0,19.0
5632,5689,40838.0,63350.0,162353.0,50992.0,216460.0,27666.0,49554.0,151996.0,6.0,5.0,7.0,3.0,9.0,2.0,4.0,12.0
5633,5690,29522.0,94562.0,570554.0,103760.0,512354.0,211734.0,142468.0,21482.0,1.0,5.0,3.0,4.0,4.0,8.0,8.0,4.0
5634,5691,0.0,179081.0,195457.0,0.0,371411.0,651286.0,672753.0,79566.0,0.0,2.0,4.0,0.0,4.0,3.0,6.0,2.0
5635,5692,43199.0,111064.0,56378.0,72543.0,75903.0,81413.0,42684.0,27076.0,6.0,8.0,5.0,10.0,9.0,9.0,7.0,5.0
5636,5693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5637,5694,658136.0,1090142.0,510900.0,95290.0,1049283.0,2654609.0,172031.0,470872.0,3.0,9.0,3.0,2.0,7.0,9.0,1.0,3.0
5638,5695,624679.0,449169.0,498754.0,823205.0,318578.0,1054379.0,176197.0,282243.0,5.0,4.0,6.0,9.0,6.0,8.0,5.0,7.0
5639,5696,317968.0,356616.0,86431.0,44166.0,238993.0,45060.0,26353.0,7436.0,11.0,10.0,8.0,5.0,11.0,5.0,2.0,1.0
5640,5697,813912.0,307430.0,938532.0,136484.0,1633038.0,505554.0,1438363.0,205073.0,5.0,3.0,9.0,3.0,9.0,5.0,8.0,4.0
5641,5698,856601.0,654672.0,692291.0,1074430.0,1483458.0,274037.0,581699.0,434272.0,11.0,6.0,5.0,13.0,11.0,6.0,12.0,11.0
5642,5699,0.0,0.0,0.0,0.0,913255.0,314196.0,0.0,364371.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,4.0
5643,5700,39756.0,6314.0,0.0,35455.0,22290.0,287066.0,34463.0,0.0,2.0,3.0,0.0,3.0,2.0,8.0,4.0,0.0
5644,5701,291340.0,247941.0,277934.0,117275.0,146444.0,181655.0,71403.0,60233.0,13.0,10.0,12.0,10.0,11.0,12.0,7.0,6.0
5645,5702,167584.0,83437.0,276577.0,88594.0,484764.0,0.0,282121.0,122118.0,4.0,1.0,4.0,2.0,11.0,0.0,4.0,4.0
5646,5703,647410.0,591063.0,516265.0,540881.0,441002.0,485362.0,523189.0,70643.0,4.0,4.0,5.0,4.0,2.0,5.0,3.0,1.0
5647,5705,227317.0,297685.0,1695.0,0.0,0.0,168358.0,18470.0,0.0,2.0,3.0,1.0,0.0,0.0,2.0,2.0,0.0
5648,5706,6101.0,89824.0,0.0,63596.0,28621.0,10723.0,11150.0,0.0,2.0,5.0,0.0,5.0,3.0,1.0,1.0,0.0
5649,5707,424423.0,316813.0,841741.0,1267396.0,737886.0,698020.0,1383371.0,498586.0,4.0,7.0,9.0,15.0,7.0,7.0,12.0,7.0
5650,5708,688051.0,1871049.0,539337.0,1080920.0,1786411.0,1013629.0,1568499.0,1423855.0,2.0,6.0,6.0,3.0,11.0,8.0,4.0,8.0
5651,5709,14269.0,16996.0,30279.0,887.0,0.0,0.0,0.0,9849.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,2.0
5652,5710,0.0,193863.0,164273.0,96000.0,312408.0,451403.0,371262.0,78492.0,0.0,4.0,3.0,3.0,6.0,8.0,5.0,2.0
5653,5711,1587479.0,578548.0,1136022.0,934193.0,235241.0,243958.0,258638.0,158719.0,8.0,4.0,7.0,7.0,2.0,4.0,4.0,3.0
5654,5712,3838.0,0.0,157608.0,52235.0,0.0,59086.0,37166.0,128810.0,1.0,0.0,3.0,1.0,0.0,1.0,1.0,2.0
5655,5713,330003.0,745483.0,567390.0,547639.0,370713.0,249587.0,0.0,237006.0,1.0,5.0,3.0,2.0,3.0,1.0,0.0,2.0
5656,5714,4428.0,0.0,0.0,117949.0,2013.0,130171.0,5958.0,0.0,2.0,0.0,0.0,1.0,1.0,3.0,2.0,0.0
5657,5715,0.0,69016.0,211104.0,0.0,142197.0,257737.0,127320.0,216639.0,0.0,2.0,4.0,0.0,2.0,1.0,1.0,5.0
5658,5716,453404.0,360118.0,213590.0,137326.0,125864.0,162996.0,487262.0,29827.0,2.0,5.0,2.0,2.0,3.0,2.0,6.0,1.0
5659,5717,201140.0,0.0,101965.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5660,5718,45414.0,90082.0,0.0,62433.0,0.0,134911.0,71740.0,24374.0,4.0,5.0,0.0,5.0,0.0,10.0,2.0,3.0
5661,5719,0.0,0.0,3503.0,0.0,0.0,2574.0,1802.0,4453.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,3.0
5662,5720,185002.0,148950.0,92757.0,80126.0,0.0,103051.0,88533.0,28671.0,3.0,6.0,5.0,5.0,0.0,5.0,6.0,2.0
