,°í°´¹øÈ£,Àü_ÃÑ±¸¸Å¾×1,Àü_ÃÑ±¸¸Å¾×2,Àü_ÃÑ±¸¸Å¾×3,Àü_ÃÑ±¸¸Å¾×4,Àü_ÃÑ±¸¸Å¾×5,Àü_ÃÑ±¸¸Å¾×6,Àü_ÃÑ±¸¸Å¾×7,Àü_ÃÑ±¸¸Å¾×8,Àü_ÃÑ±¸¸ÅÈ½¼ö1,Àü_ÃÑ±¸¸ÅÈ½¼ö2,Àü_ÃÑ±¸¸ÅÈ½¼ö3,Àü_ÃÑ±¸¸ÅÈ½¼ö4,Àü_ÃÑ±¸¸ÅÈ½¼ö5,Àü_ÃÑ±¸¸ÅÈ½¼ö6,Àü_ÃÑ±¸¸ÅÈ½¼ö7,Àü_ÃÑ±¸¸ÅÈ½¼ö8
116,118,167526.0,1200071.0,573434.0,541928.0,542795.0,766294.0,1146693.0,1231846.0,1.0,9.0,4.0,6.0,6.0,8.0,7.0,6.0
117,119,0.0,5323846.0,1033548.0,162025.0,614096.0,5769193.0,1711790.0,150128.0,0.0,7.0,2.0,1.0,2.0,1.0,4.0,2.0
118,120,0.0,343482.0,490223.0,434550.0,1011357.0,0.0,264269.0,241758.0,0.0,1.0,4.0,2.0,1.0,0.0,3.0,2.0
119,121,551071.0,0.0,55361.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
120,122,0.0,0.0,0.0,0.0,0.0,193075.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
121,123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,124,0.0,239753.0,0.0,0.0,0.0,1671725.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0
123,125,998423.0,0.0,248558.0,0.0,0.0,304545.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
124,126,0.0,0.0,0.0,426568.0,876239.0,147984.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0
125,127,0.0,0.0,0.0,0.0,29329.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
126,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,130,1056383.0,50475.0,0.0,0.0,883926.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0
129,131,0.0,126289.0,164952.0,86910.0,0.0,146911.0,55748.0,270593.0,0.0,2.0,1.0,2.0,0.0,3.0,1.0,4.0
130,132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,133,0.0,0.0,33894.0,0.0,0.0,0.0,205424.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
132,134,1412464.0,2445631.0,659356.0,415837.0,4666157.0,10486986.0,7558727.0,4638812.0,3.0,3.0,4.0,5.0,12.0,36.0,20.0,9.0
133,135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,137,1842151.0,6798724.0,359562.0,5558688.0,7442473.0,2683071.0,15322176.0,27469850.0,3.0,7.0,1.0,5.0,8.0,5.0,14.0,11.0
136,138,1421960.0,0.0,0.0,3008546.0,0.0,244011.0,0.0,352506.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0
137,139,391753.0,1415287.0,282452.0,2637273.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,5.0,0.0,0.0,0.0,0.0
138,140,37680994.0,12438179.0,27848986.0,17391610.0,11746658.0,15253618.0,50044093.0,3206628.0,10.0,7.0,11.0,4.0,8.0,6.0,16.0,3.0
139,141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,144,0.0,759174.0,111851.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
142,145,754032.0,2536485.0,1640030.0,1020261.0,0.0,1254048.0,17494217.0,7105066.0,1.0,5.0,2.0,1.0,0.0,2.0,21.0,12.0
143,146,10246931.0,7641995.0,5435700.0,8628225.0,9258043.0,9213519.0,4911496.0,6963050.0,16.0,17.0,8.0,14.0,15.0,12.0,11.0,14.0
144,147,8002288.0,3379435.0,1008862.0,11234989.0,10132278.0,2284407.0,260159.0,3402446.0,5.0,4.0,2.0,6.0,6.0,6.0,1.0,6.0
145,148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,149,0.0,0.0,779568.0,48776.0,0.0,80479.0,0.0,826238.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
147,150,18697.0,0.0,0.0,183664.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
148,151,0.0,6592553.0,0.0,0.0,0.0,0.0,11487535.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0
149,152,0.0,0.0,0.0,34587.0,0.0,0.0,0.0,451308.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0
150,153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,154,20606512.0,6180517.0,0.0,0.0,0.0,0.0,18307627.0,4498327.0,11.0,3.0,0.0,0.0,0.0,0.0,6.0,3.0
152,155,0.0,0.0,0.0,0.0,110845.0,0.0,836225.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0
153,156,424403.0,27812.0,257009.0,0.0,11124927.0,4170333.0,1351992.0,1388179.0,2.0,1.0,1.0,0.0,11.0,5.0,3.0,5.0
154,157,372957.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,159,0.0,1174298.0,0.0,3307899.0,19296688.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0
157,160,0.0,65926.0,0.0,0.0,273825.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
158,161,5973216.0,1698303.0,5063576.0,2818586.0,10819850.0,3101595.0,2350417.0,2420464.0,4.0,2.0,5.0,4.0,15.0,9.0,3.0,4.0
159,162,0.0,0.0,0.0,0.0,4814059.0,186480.0,0.0,2429138.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,3.0
160,163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,164,29176355.0,5288514.0,4109113.0,2296640.0,1220202.0,10203535.0,18748050.0,573409.0,7.0,3.0,5.0,4.0,1.0,4.0,7.0,1.0
162,165,0.0,216318.0,869839.0,0.0,23413.0,0.0,130710.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0
163,166,0.0,0.0,0.0,13303.0,0.0,32170.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
164,167,0.0,0.0,0.0,3786790.0,0.0,151886.0,635531.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0
165,168,0.0,574788.0,691443.0,0.0,0.0,0.0,220741.0,934062.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0
166,169,58059.0,0.0,0.0,0.0,0.0,0.0,137963.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
167,170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,171,0.0,0.0,0.0,0.0,0.0,0.0,132896.0,48748.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
169,172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,173,0.0,0.0,0.0,0.0,0.0,30991.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
171,175,0.0,0.0,592020.0,0.0,1075072.0,1716818.0,1221959.0,1296368.0,0.0,0.0,1.0,0.0,2.0,3.0,2.0,4.0
172,176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,177,0.0,0.0,0.0,0.0,0.0,63268.0,0.0,65273.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
174,178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,179,0.0,0.0,0.0,16850.0,0.0,63054.0,277830.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,0.0
176,180,212674.0,1159105.0,0.0,1720792.0,6109637.0,1617218.0,537087.0,1434448.0,1.0,5.0,0.0,5.0,5.0,2.0,2.0,3.0
177,181,0.0,0.0,0.0,221709.0,0.0,0.0,0.0,6211654.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
178,182,0.0,0.0,753469.0,0.0,0.0,0.0,3015028.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
179,183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,184,0.0,2410402.0,254207.0,0.0,0.0,770155.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0
181,185,0.0,0.0,0.0,26605.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
