,고객번호,레저취미_총구매액1,레저취미_총구매액2,레저취미_총구매액3,레저취미_총구매액4,레저취미_총구매액5,레저취미_총구매액6,레저취미_총구매액7,레저취미_총구매액8,레저취미_총구매횟수1,레저취미_총구매횟수2,레저취미_총구매횟수3,레저취미_총구매횟수4,레저취미_총구매횟수5,레저취미_총구매횟수6,레저취미_총구매횟수7,레저취미_총구매횟수8
32,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,35,723281.0,0.0,0.0,67400.0,6877.0,18015.0,45725.0,4040.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0
34,36,0.0,0.0,166432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
35,37,0.0,164402.0,0.0,3478172.0,0.0,147983.0,1814299.0,1926051.0,0.0,1.0,0.0,5.0,0.0,1.0,4.0,3.0
36,38,33360.0,14421.0,0.0,8602.0,1011.0,13404.0,4955.0,0.0,2.0,1.0,0.0,2.0,1.0,2.0,2.0,0.0
37,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,40,92502.0,0.0,66659.0,78928.0,2068781.0,239346.0,921255.0,0.0,5.0,0.0,2.0,2.0,4.0,1.0,10.0,0.0
39,41,0.0,696751.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
40,42,0.0,0.0,16947.0,0.0,0.0,15656.0,0.0,57737.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0
41,43,0.0,0.0,0.0,0.0,0.0,6370.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
42,44,0.0,0.0,0.0,1596.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
43,45,0.0,0.0,430932.0,0.0,292272.0,1281447.0,0.0,779605.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
44,46,0.0,0.0,175120.0,0.0,0.0,0.0,108118.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
45,47,70852.0,2761.0,0.0,41682.0,35397.0,193022.0,0.0,199165.0,3.0,1.0,0.0,3.0,1.0,4.0,0.0,3.0
46,48,18697.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,49,0.0,0.0,0.0,0.0,0.0,99835.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
48,50,85613.0,115369.0,29827.0,8780.0,99113.0,9115.0,212892.0,6279.0,3.0,3.0,1.0,1.0,3.0,1.0,5.0,1.0
49,51,91419.0,0.0,11976.0,1330.0,0.0,274519.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
50,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,53,2050360.0,14308494.0,900299.0,6025076.0,1877179.0,2400597.0,737173.0,1496936.0,9.0,16.0,7.0,7.0,8.0,10.0,3.0,6.0
52,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,55,3434.0,0.0,239293.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
54,56,0.0,0.0,0.0,43455.0,330713.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0
55,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,58,306257.0,0.0,50807.0,0.0,0.0,0.0,0.0,28918.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0
57,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,60,23302.0,9879.0,10835.0,20822.0,19803.0,97583.0,16882.0,7263.0,3.0,1.0,1.0,2.0,2.0,5.0,1.0,1.0
59,61,0.0,0.0,268759.0,0.0,32162.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
60,62,0.0,86527.0,110722.0,463728.0,1214.0,537242.0,127376.0,50648.0,0.0,1.0,2.0,5.0,1.0,9.0,2.0,1.0
61,63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,65,0.0,12722.0,0.0,6208.0,41314.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
64,66,0.0,0.0,13445.0,5276.0,25689.0,10133.0,11206.0,2479.0,0.0,0.0,1.0,3.0,4.0,5.0,2.0,1.0
65,67,0.0,0.0,33894.0,1853.0,0.0,0.0,4708.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
66,68,673232.0,336715.0,715846.0,8691.0,1675292.0,965009.0,608.0,0.0,5.0,3.0,10.0,1.0,8.0,8.0,1.0,0.0
67,69,0.0,0.0,0.0,0.0,0.0,0.0,5350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
68,70,0.0,0.0,147847.0,1638606.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0
69,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,72,0.0,0.0,32764.0,33700.0,0.0,9651.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
71,73,3705756.0,4962307.0,1103517.0,2971930.0,2935827.0,3608418.0,2740702.0,2457601.0,7.0,12.0,4.0,10.0,10.0,12.0,10.0,8.0
72,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,77,0.0,0.0,44966.0,7175.0,0.0,0.0,0.0,156986.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0
76,78,214524.0,232264.0,672279.0,888797.0,3372774.0,0.0,727793.0,990866.0,1.0,2.0,7.0,9.0,6.0,0.0,5.0,6.0
77,79,52647.0,307582.0,109253.0,76356.0,72415.0,107684.0,109471.0,74032.0,4.0,11.0,5.0,9.0,6.0,10.0,11.0,9.0
78,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,81,0.0,0.0,71901.0,0.0,14968.0,0.0,41727.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0
80,82,384225.0,533327.0,763129.0,60030.0,1337803.0,525029.0,11015.0,2756667.0,3.0,3.0,1.0,2.0,3.0,5.0,1.0,7.0
81,83,0.0,140092.0,54739.0,122162.0,99113.0,257533.0,1374663.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,4.0,0.0
82,84,76756.0,0.0,631755.0,0.0,308464.0,226908.0,0.0,24787.0,1.0,0.0,3.0,0.0,1.0,3.0,0.0,1.0
83,85,0.0,0.0,0.0,0.0,0.0,0.0,29282.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
84,86,0.0,0.0,146310.0,0.0,1315.0,54668.0,5068.0,6486.0,0.0,0.0,2.0,0.0,1.0,4.0,1.0,2.0
85,87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,88,1528927.0,3911217.0,2688492.0,5154238.0,3558865.0,90388.0,806548.0,10913887.0,6.0,17.0,9.0,8.0,8.0,4.0,5.0,9.0
87,89,0.0,0.0,0.0,0.0,95068.0,0.0,2038.0,44617.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0
88,90,0.0,54018.0,539868.0,1148044.0,0.0,616253.0,342374.0,1724276.0,0.0,1.0,2.0,5.0,0.0,6.0,1.0,2.0
89,91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,92,465360.0,0.0,110721.0,97375.0,32161.0,122676.0,373739.0,88159.0,8.0,0.0,1.0,7.0,5.0,2.0,6.0,2.0
91,93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,94,0.0,0.0,387750.0,2319431.0,0.0,164926.0,3375309.0,1742535.0,0.0,0.0,1.0,5.0,0.0,2.0,8.0,2.0
93,95,0.0,0.0,0.0,0.0,2427.0,0.0,2354.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0
94,96,1409944.0,1468851.0,50446.0,0.0,0.0,0.0,840505.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,4.0,0.0
95,97,5045321.0,2934974.0,1841181.0,6133748.0,2124890.0,5515351.0,16005265.0,4289148.0,4.0,6.0,3.0,7.0,8.0,10.0,17.0,7.0
96,98,0.0,0.0,0.0,0.0,0.0,29543.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
97,99,0.0,1008671.0,0.0,832242.0,1087785.0,2994683.0,156547.0,134677.0,0.0,4.0,0.0,3.0,3.0,16.0,4.0,3.0
98,100,0.0,0.0,76827.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
99,101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,102,15223.0,189062.0,0.0,0.0,59670.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
101,103,0.0,0.0,0.0,0.0,20227.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
102,104,0.0,0.0,0.0,25630.0,0.0,51472.0,30746.0,4131.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,1.0
103,105,0.0,0.0,0.0,55782.0,86876.0,86860.0,120056.0,0.0,0.0,0.0,0.0,3.0,3.0,5.0,2.0,0.0
104,106,7601599.0,6630428.0,2516444.0,5633584.0,1901755.0,7125680.0,7328575.0,8858184.0,12.0,22.0,11.0,19.0,4.0,14.0,14.0,23.0
105,107,0.0,0.0,0.0,105533.0,0.0,429151.0,127534.0,298107.0,0.0,0.0,0.0,1.0,0.0,7.0,1.0,3.0
106,108,0.0,5150.0,39521.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
107,109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,110,0.0,0.0,111625.0,77172.0,5259.0,58871.0,0.0,5618.0,0.0,0.0,2.0,3.0,1.0,1.0,0.0,1.0
109,111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
111,113,160293.0,0.0,700594.0,30498.0,71553.0,2313242.0,656704.0,1326681.0,4.0,0.0,4.0,2.0,3.0,13.0,10.0,5.0
112,114,52155.0,41203.0,0.0,68508.0,192158.0,42894.0,0.0,114723.0,2.0,1.0,0.0,2.0,2.0,1.0,0.0,4.0
113,115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,116,0.0,0.0,0.0,2040.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
115,117,0.0,362889.0,197265.0,33700.0,0.0,0.0,0.0,720562.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0
116,118,296890.0,317843.0,0.0,69173.0,129453.0,0.0,395014.0,0.0,2.0,2.0,0.0,1.0,2.0,0.0,2.0,0.0
117,119,70262.0,0.0,0.0,0.0,0.0,43751.0,215899.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0
118,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,121,38378.0,0.0,0.0,0.0,157570.0,67450.0,0.0,44038.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0
120,122,11465.0,1342233.0,133160.0,23501.0,812322.0,185139.0,395926.0,55523.0,2.0,7.0,3.0,2.0,3.0,7.0,11.0,3.0
121,123,9644.0,0.0,0.0,0.0,0.0,5362.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
122,124,0.0,95798.0,0.0,0.0,0.0,0.0,11262.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
123,125,0.0,40173.0,124278.0,92941.0,59670.0,937547.0,0.0,172684.0,0.0,1.0,4.0,2.0,1.0,4.0,0.0,2.0
124,126,0.0,81377.0,0.0,15963.0,0.0,0.0,0.0,4040.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
125,127,0.0,0.0,0.0,0.0,70290.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
126,128,200748.0,19572.0,0.0,0.0,0.0,147983.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
127,129,23607.0,63864.0,0.0,102554.0,0.0,2960.0,0.0,2280.0,2.0,5.0,0.0,5.0,0.0,1.0,0.0,1.0
128,130,0.0,0.0,41859.0,0.0,14412.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
129,131,0.0,214258.0,0.0,0.0,0.0,0.0,0.0,24787.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0
130,132,210312.0,0.0,0.0,15067.0,0.0,0.0,66448.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
131,133,0.0,5562.0,378780.0,0.0,132589.0,161923.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,1.0,0.0,0.0
132,134,144459.0,20602.0,159303.0,118792.0,355876.0,242456.0,312191.0,158753.0,2.0,1.0,1.0,1.0,3.0,2.0,5.0,6.0
133,135,0.0,159870.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
134,136,0.0,0.0,42933.0,589746.0,0.0,884746.0,0.0,732790.0,0.0,0.0,1.0,2.0,0.0,4.0,0.0,5.0
135,137,431409.0,2015828.0,2552215.0,442647.0,1760974.0,2220774.0,578183.0,2066.0,2.0,7.0,10.0,1.0,2.0,6.0,1.0,1.0
136,138,39952.0,11743.0,37962.0,186058.0,191551.0,10723.0,46727.0,310747.0,2.0,1.0,2.0,2.0,3.0,2.0,7.0,6.0
137,139,0.0,40173.0,20393.0,0.0,0.0,0.0,41220.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0
138,140,1653558.0,2193589.0,2249844.0,839878.0,2197234.0,2797500.0,861273.0,1562226.0,3.0,6.0,7.0,2.0,5.0,6.0,3.0,5.0
139,141,7637.0,14875.0,6745.0,22090.0,31078.0,22090.0,0.0,0.0,2.0,2.0,1.0,4.0,3.0,2.0,0.0,0.0
140,143,37393.0,28842.0,11253.0,0.0,2731.0,14691.0,2883.0,0.0,3.0,1.0,1.0,0.0,1.0,3.0,1.0,0.0
141,144,0.0,0.0,112981.0,25009.0,2630.0,0.0,232454.0,6197.0,0.0,0.0,3.0,1.0,2.0,0.0,1.0,1.0
142,145,838002.0,1749797.0,13663948.0,1537720.0,2502349.0,5982749.0,1368628.0,3142876.0,2.0,6.0,8.0,3.0,8.0,10.0,9.0,4.0
143,146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,147,125565.0,1971738.0,48356.0,449717.0,242766.0,2320726.0,840842.0,3241189.0,2.0,9.0,3.0,9.0,5.0,8.0,6.0,12.0
145,148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,150,0.0,13185.0,0.0,25799.0,0.0,213353.0,0.0,6684.0,0.0,1.0,0.0,3.0,0.0,3.0,0.0,1.0
148,151,157990.0,563076.0,0.0,464800.0,376103.0,130664.0,403922.0,368642.0,1.0,4.0,0.0,3.0,2.0,2.0,4.0,3.0
149,152,1843529.0,336633.0,295162.0,0.0,175976.0,369710.0,0.0,54160.0,5.0,2.0,2.0,0.0,2.0,3.0,0.0,1.0
150,153,0.0,0.0,0.0,470024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
151,154,0.0,0.0,0.0,0.0,0.0,0.0,184702.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
152,155,0.0,0.0,31070.0,0.0,0.0,151629.0,39418.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
153,156,0.0,572935.0,357923.0,0.0,0.0,620756.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,2.0,0.0,0.0
154,157,0.0,81377.0,0.0,269288.0,162828.0,73992.0,60816.0,149549.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0
155,158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,159,157990.0,0.0,126539.0,0.0,190540.0,0.0,0.0,89275.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,3.0
157,160,0.0,13391.0,21466.0,77155.0,113566.0,110451.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0
158,161,3906268.0,0.0,340479.0,1851626.0,0.0,669140.0,135147.0,371807.0,15.0,0.0,4.0,2.0,0.0,8.0,1.0,3.0
159,162,0.0,0.0,162489.0,273146.0,400498.0,257361.0,0.0,755546.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,6.0
160,163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
161,164,408344.0,122065.0,0.0,1439149.0,443308.0,21018.0,100009.0,199685.0,1.0,1.0,0.0,8.0,2.0,1.0,1.0,1.0
162,165,0.0,121550.0,178058.0,0.0,326668.0,96510.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,0.0,0.0
163,166,0.0,104409.0,74341.0,81270.0,351487.0,60909.0,143256.0,8097.0,0.0,2.0,3.0,3.0,5.0,2.0,1.0,1.0
164,167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40486.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
165,168,1755909.0,5670688.0,2554033.0,1307161.0,2458284.0,6730149.0,1248380.0,834534.0,7.0,15.0,7.0,6.0,6.0,18.0,4.0,3.0
166,169,185002.0,51092.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
167,170,9841.0,20396.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
168,171,0.0,0.0,32764.0,0.0,0.0,2681.0,2816.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
169,172,0.0,506832.0,14462.0,0.0,0.0,342902.0,37841.0,0.0,0.0,4.0,1.0,0.0,0.0,2.0,1.0,0.0
170,173,0.0,0.0,0.0,0.0,0.0,87718.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
171,175,120043.0,178925.0,136367.0,190585.0,203271.0,247464.0,367273.0,150648.0,19.0,22.0,16.0,34.0,31.0,35.0,33.0,22.0
172,176,0.0,0.0,0.0,0.0,0.0,0.0,37841.0,25365.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
173,177,5965738.0,5219839.0,928736.0,421416.0,121363.0,1927124.0,3254249.0,1321055.0,10.0,15.0,6.0,3.0,1.0,10.0,7.0,3.0
174,178,0.0,0.0,0.0,1853.0,17759.0,0.0,0.0,11642.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0
175,179,54123.0,0.0,506866.0,554122.0,145595.0,643340.0,0.0,460330.0,1.0,0.0,2.0,6.0,4.0,6.0,0.0,3.0
176,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,181,0.0,0.0,0.0,2054002.0,426994.0,864199.0,0.0,570559.0,0.0,0.0,0.0,4.0,3.0,4.0,0.0,7.0
178,182,731429.0,2501658.0,1534235.0,2726454.0,1374696.0,3135073.0,2027302.0,635460.0,1.0,9.0,4.0,5.0,3.0,5.0,3.0,2.0
179,183,108049.0,0.0,28019.0,0.0,0.0,75064.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
180,184,0.0,167338.0,0.0,78486.0,0.0,51472.0,5856.0,1070953.0,0.0,1.0,0.0,4.0,0.0,1.0,1.0,3.0
181,185,0.0,0.0,124844.0,50551.0,0.0,184819.0,3153.0,0.0,0.0,0.0,2.0,4.0,0.0,9.0,1.0,0.0
182,186,221186.0,82407.0,32200.0,22605.0,0.0,21307.0,704637.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,9.0,0.0
183,187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,188,0.0,0.0,0.0,0.0,0.0,2145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
185,189,0.0,227598.0,602063.0,1965007.0,633879.0,818216.0,711326.0,706680.0,0.0,3.0,2.0,5.0,3.0,5.0,8.0,3.0
186,190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3174032.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
187,191,0.0,1477761.0,222572.0,792618.0,218453.0,1472601.0,800727.0,0.0,0.0,10.0,3.0,2.0,2.0,7.0,2.0,0.0
