,고객번호,전자제품_총구매액1,전자제품_총구매액2,전자제품_총구매액3,전자제품_총구매액4,전자제품_총구매액5,전자제품_총구매액6,전자제품_총구매액7,전자제품_총구매액8,전자제품_총구매횟수1,전자제품_총구매횟수2,전자제품_총구매횟수3,전자제품_총구매횟수4,전자제품_총구매횟수5,전자제품_총구매횟수6,전자제품_총구매횟수7,전자제품_총구매횟수8
65,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,68,34639.0,44757.0,111286.0,44386.0,18356.0,0.0,6176667.0,35941.0,2.0,1.0,3.0,2.0,1.0,0.0,3.0,2.0
67,69,0.0,0.0,12315.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
68,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,73,450698.0,2079383.0,0.0,15608.0,1381108.0,0.0,959097.0,114847.0,2.0,4.0,0.0,1.0,5.0,0.0,5.0,2.0
72,74,0.0,111249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
73,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,76,0.0,158530.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
75,77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1529613.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
76,78,0.0,0.0,243813.0,0.0,10114.0,52544.0,200469.0,84111.0,0.0,0.0,3.0,0.0,1.0,2.0,2.0,2.0
77,79,0.0,40997.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
78,80,0.0,0.0,11185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
79,81,0.0,0.0,6464798.0,2483.0,90011.0,0.0,18020.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0
80,82,0.0,45324.0,0.0,0.0,0.0,19302.0,16893.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
81,83,0.0,20602.0,0.0,0.0,50264.0,0.0,39418.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0
82,84,1945280.0,0.0,220313.0,0.0,25316285.0,4628168.0,0.0,0.0,5.0,0.0,1.0,0.0,4.0,5.0,0.0,0.0
83,85,0.0,0.0,0.0,0.0,140579.0,308834.0,73205.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
84,86,0.0,0.0,0.0,0.0,0.0,149055.0,843433.0,2486150.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0
85,87,16339687.0,8868188.0,0.0,2117987.0,4144541.0,321702.0,0.0,1010489.0,4.0,4.0,0.0,5.0,3.0,1.0,0.0,2.0
86,88,0.0,71385.0,163607.0,0.0,64069.0,53509.0,193824.0,137238.0,0.0,1.0,2.0,0.0,2.0,3.0,3.0,3.0
87,89,0.0,0.0,168341.0,0.0,0.0,0.0,6420.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
88,90,45661.0,0.0,230480.0,3230655.0,0.0,52545.0,4285582.0,0.0,3.0,0.0,2.0,3.0,0.0,1.0,4.0,0.0
89,91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,92,0.0,0.0,105072.0,0.0,0.0,447166.0,0.0,32223.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0
91,93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45443.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
92,94,0.0,0.0,0.0,439782.0,0.0,0.0,0.0,28092.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
93,95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,96,0.0,20396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
95,97,123707514.0,81105511.0,153090051.0,60603748.0,122701499.0,132964721.0,75222765.0,46428287.0,45.0,30.0,43.0,38.0,50.0,51.0,32.0,35.0
96,98,35426.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,99,0.0,0.0,0.0,86378.0,0.0,16085.0,0.0,53705.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0
98,100,0.0,0.0,0.0,0.0,541077.0,126536.0,22525.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,0.0
99,101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,102,4939958.0,614961.0,1226972.0,4451917.0,78885.0,5511831.0,33787.0,5161094.0,2.0,6.0,3.0,2.0,2.0,4.0,2.0,3.0
101,103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,105,4723.0,0.0,0.0,0.0,0.0,8043.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
104,106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,107,3382867.0,0.0,82476.0,0.0,0.0,0.0,43923.0,175162.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0
106,108,372957.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,109,0.0,0.0,0.0,0.0,0.0,0.0,11138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
108,110,9841.0,49496.0,0.0,0.0,0.0,26809.0,11262.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0
109,111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,112,0.0,0.0,88125.0,0.0,0.0,0.0,7361707.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0
111,113,390669.0,0.0,0.0,2477465.0,807265.0,243422.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0
112,114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,115,30506.0,0.0,0.0,2133994.0,31352.0,180904.0,34913.0,974961.0,1.0,0.0,0.0,3.0,1.0,2.0,1.0,3.0
114,116,0.0,0.0,0.0,0.0,0.0,12761.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
115,117,0.0,0.0,8371881.0,4154916.0,81920.0,92220.0,0.0,59489.0,0.0,0.0,7.0,1.0,2.0,4.0,0.0,1.0
116,118,0.0,0.0,712796.0,404309.0,0.0,0.0,0.0,742788.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0
117,119,0.0,59230.0,0.0,255409.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
118,120,0.0,0.0,0.0,289995.0,25284.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0
119,121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,122,332611.0,0.0,76601.0,0.0,0.0,424647.0,43923.0,0.0,1.0,0.0,3.0,0.0,0.0,6.0,1.0,0.0
121,123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,124,1098304.0,0.0,0.0,1158917.0,0.0,16085.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
123,125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,126,0.0,0.0,10055.0,0.0,0.0,25736.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
125,127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,130,63964.0,0.0,0.0,17737.0,0.0,0.0,0.0,12476.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
129,131,225349.0,0.0,169471.0,0.0,16081.0,965107.0,247658.0,77171.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0
130,132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,133,0.0,81119.0,115749.0,205169.0,184826.0,157849.0,0.0,105758.0,0.0,1.0,2.0,2.0,2.0,2.0,0.0,2.0
132,134,4103806.0,1866928.0,0.0,0.0,0.0,38068.0,0.0,2832344.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,6.0
133,135,0.0,0.0,29375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
134,136,0.0,0.0,0.0,0.0,0.0,52223.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
135,137,9742.0,30594.0,287761.0,0.0,0.0,351728.0,35364.0,0.0,1.0,1.0,5.0,0.0,0.0,1.0,1.0,0.0
136,138,0.0,0.0,0.0,211954.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
137,139,0.0,10198.0,0.0,0.0,0.0,0.0,0.0,17351.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
138,140,73706.0,207562.0,84114.0,52412.0,176432.0,62303.0,46175.0,84855.0,3.0,5.0,2.0,2.0,4.0,2.0,2.0,4.0
139,141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,144,0.0,0.0,22370.0,28734.0,0.0,0.0,0.0,22143.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0
142,145,0.0,654104.0,3563415.0,29891255.0,0.0,1179575.0,652086.0,1095592.0,0.0,2.0,2.0,13.0,0.0,3.0,2.0,4.0
143,146,0.0,26782.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
144,147,0.0,142152.0,3671312.0,35473.0,3449233.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0
145,148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,149,46251.0,97034.0,200202.0,69528.0,210362.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0
147,150,13678.0,0.0,0.0,0.0,0.0,0.0,88972.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
148,151,0.0,9337062.0,3912865.0,141007.0,345884.0,1179575.0,0.0,0.0,0.0,7.0,2.0,2.0,2.0,1.0,0.0,0.0
149,152,0.0,0.0,0.0,0.0,0.0,3730298.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
150,153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,155,973230.0,0.0,7829572.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
153,156,204684.0,0.0,97163.0,29266.0,0.0,0.0,39418.0,5774409.0,1.0,0.0,3.0,1.0,0.0,0.0,1.0,5.0
154,157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,158,0.0,0.0,0.0,0.0,0.0,0.0,166682.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
156,159,2589738.0,0.0,112416.0,0.0,223510.0,2158944.0,497793.0,127241.0,1.0,0.0,1.0,0.0,2.0,3.0,3.0,3.0
157,160,0.0,50165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
158,161,5685870.0,0.0,0.0,286448.0,79897.0,56834.0,11262.0,51227.0,4.0,0.0,0.0,2.0,1.0,2.0,1.0,3.0
159,162,0.0,0.0,0.0,422134.0,1116538.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0
160,163,4723.0,0.0,9603.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
161,164,141803.0,0.0,93209.0,0.0,112362.0,102730.0,137850.0,2445664.0,2.0,0.0,1.0,0.0,2.0,1.0,2.0,2.0
162,165,0.0,112279.0,0.0,414152.0,0.0,0.0,0.0,6213406.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,5.0
163,166,7872.0,1876405.0,20337.0,3547.0,29329.0,608017.0,0.0,418159.0,2.0,3.0,1.0,1.0,2.0,1.0,0.0,3.0
164,167,0.0,0.0,58750.0,35739.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
165,168,0.0,0.0,0.0,387282.0,41466.0,374247.0,0.0,4304863.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,4.0
166,169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,171,0.0,22662.0,0.0,0.0,12136.0,0.0,656591.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
169,172,0.0,0.0,0.0,0.0,0.0,0.0,346878.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
170,173,0.0,15348.0,0.0,0.0,0.0,488344.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0
171,175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,176,10726.0,110013.0,0.0,10553.0,0.0,0.0,0.0,8180.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
173,177,0.0,0.0,0.0,0.0,432861.0,0.0,1126229.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
174,178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,179,488092.0,0.0,0.0,0.0,0.0,84715.0,503424.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
176,180,45267.0,36568.0,175347.0,0.0,0.0,476119.0,62168.0,0.0,1.0,1.0,3.0,0.0,0.0,3.0,1.0,0.0
177,181,119070.0,36053.0,1514746.0,37424.0,0.0,0.0,155420.0,0.0,2.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0
178,182,1389486.0,0.0,0.0,0.0,1167409.0,0.0,0.0,32719.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
179,183,0.0,0.0,0.0,0.0,0.0,34851.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
180,184,0.0,60775.0,0.0,0.0,0.0,0.0,0.0,48748.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
181,185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,186,12694756.0,178462.0,55926.0,131695.0,769087.0,1340426.0,0.0,198297.0,8.0,3.0,1.0,1.0,4.0,1.0,0.0,1.0
183,187,0.0,0.0,0.0,0.0,0.0,107234.0,11938.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0
184,188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,189,180230.0,397819.0,8083666.0,5064100.0,5247121.0,90291.0,764484.0,99149.0,2.0,4.0,6.0,7.0,3.0,1.0,3.0,1.0
186,190,84629.0,400601.0,0.0,0.0,483429.0,1176358.0,57888.0,0.0,1.0,3.0,0.0,0.0,2.0,3.0,1.0,0.0
187,191,1975885.0,0.0,0.0,406171.0,83740.0,0.0,0.0,81798.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0
188,192,0.0,0.0,0.0,0.0,0.0,0.0,449365.0,53705.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
189,193,54812.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,194,0.0,0.0,0.0,0.0,0.0,0.0,11262.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
191,195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
