,°í°´¹øÈ£,°¡±¸·ù_ÃÑ±¸¸Å¾×1,°¡±¸·ù_ÃÑ±¸¸Å¾×2,°¡±¸·ù_ÃÑ±¸¸Å¾×3,°¡±¸·ù_ÃÑ±¸¸Å¾×4,°¡±¸·ù_ÃÑ±¸¸Å¾×5,°¡±¸·ù_ÃÑ±¸¸Å¾×6,°¡±¸·ù_ÃÑ±¸¸Å¾×7,°¡±¸·ù_ÃÑ±¸¸Å¾×8,°¡±¸·ù_ÃÑ±¸¸ÅÈ½¼ö1,°¡±¸·ù_ÃÑ±¸¸ÅÈ½¼ö2,°¡±¸·ù_ÃÑ±¸¸ÅÈ½¼ö3,°¡±¸·ù_ÃÑ±¸¸ÅÈ½¼ö4,°¡±¸·ù_ÃÑ±¸¸ÅÈ½¼ö5,°¡±¸·ù_ÃÑ±¸¸ÅÈ½¼ö6,°¡±¸·ù_ÃÑ±¸¸ÅÈ½¼ö7,°¡±¸·ù_ÃÑ±¸¸ÅÈ½¼ö8
783,789,0.0,373819.0,0.0,0.0,0.0,4096342.0,0.0,618522.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,3.0
784,790,49990.0,0.0,33894.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
785,791,0.0,0.0,0.0,8868.0,0.0,278807.0,0.0,57837.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,4.0
786,792,284195.0,297489.0,43159.0,620750.0,286892.0,157591.0,0.0,142072.0,1.0,3.0,2.0,3.0,1.0,2.0,0.0,3.0
787,793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
788,794,320654.0,0.0,73438.0,0.0,112989.0,0.0,187664.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0
789,795,184383.0,0.0,0.0,403501.0,0.0,0.0,1296717.0,149607.0,2.0,0.0,0.0,4.0,0.0,0.0,6.0,2.0
790,796,2125145.0,105070.0,767988.0,37070.0,9102.0,641260.0,768257.0,0.0,4.0,4.0,4.0,2.0,1.0,3.0,6.0,0.0
791,797,92550.0,253648.0,32764.0,175594.0,3421977.0,1159843.0,38517.0,3536025.0,1.0,2.0,1.0,2.0,5.0,4.0,1.0,4.0
792,798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
793,799,0.0,0.0,0.0,0.0,182550.0,0.0,0.0,90886.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0
794,800,4625.0,0.0,0.0,66557.0,24981.0,247764.0,8672.0,13220.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0
795,801,0.0,161755.0,0.0,0.0,328589.0,60105.0,0.0,152590.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0
796,802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
797,803,0.0,0.0,0.0,34587.0,0.0,0.0,43923.0,239610.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0
798,804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
799,805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800,806,0.0,412035.0,0.0,0.0,0.0,298110.0,128390.0,8262.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0
801,807,0.0,0.0,0.0,0.0,0.0,0.0,39305.0,1734273.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
802,808,826606.0,0.0,0.0,171443.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
803,809,11809.0,65925.0,17964.0,0.0,10012.0,50614.0,187630.0,57010.0,1.0,2.0,1.0,0.0,1.0,1.0,5.0,2.0
804,810,0.0,117430.0,0.0,3538875.0,4643039.0,5966760.0,0.0,234693.0,0.0,1.0,0.0,12.0,8.0,12.0,0.0,1.0
805,811,1120248.0,0.0,150264.0,1309326.0,2793570.0,4634164.0,411693.0,107411.0,7.0,0.0,3.0,3.0,3.0,18.0,3.0,2.0
806,812,84333.0,0.0,126968.0,1168318.0,0.0,36460.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0
807,813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
808,814,626154.0,452105.0,0.0,427545.0,538851.0,1912465.0,7923695.0,7496950.0,1.0,2.0,0.0,5.0,1.0,9.0,14.0,10.0
809,815,0.0,380101.0,0.0,0.0,0.0,75064.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0
810,816,316177.0,580186.0,0.0,1052613.0,450610.0,0.0,154181.0,71056.0,2.0,4.0,0.0,3.0,2.0,0.0,2.0,1.0
811,817,0.0,1236928.0,0.0,0.0,534967.0,0.0,372331.0,1070639.0,0.0,2.0,0.0,0.0,4.0,0.0,1.0,2.0
812,818,0.0,0.0,308663.0,105888.0,11125.0,0.0,324354.0,281128.0,0.0,0.0,4.0,2.0,1.0,0.0,5.0,3.0
813,819,0.0,2162666.0,262963.0,6374525.0,0.0,60105.0,190446.0,170329.0,0.0,1.0,1.0,2.0,0.0,1.0,2.0,3.0
814,820,12793.0,0.0,6214.0,17648.0,29835.0,7506.0,0.0,55358.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
815,821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
816,822,0.0,0.0,343462.0,0.0,0.0,0.0,0.0,235478.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
817,823,0.0,501322.0,378633.0,6210442.0,1571852.0,2695381.0,1291099.0,657296.0,0.0,5.0,3.0,15.0,5.0,12.0,10.0,6.0
818,824,48219.0,0.0,51972.0,0.0,0.0,926502.0,73430.0,39246.0,1.0,0.0,3.0,0.0,0.0,1.0,3.0,3.0
819,825,0.0,407914.0,610775.0,51525.0,213902.0,1538701.0,86945.0,0.0,0.0,3.0,3.0,1.0,2.0,8.0,1.0,0.0
820,826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821,827,64505.0,65565.0,187322.0,0.0,0.0,257736.0,17907.0,0.0,1.0,2.0,3.0,0.0,0.0,7.0,1.0,0.0
822,828,0.0,132881.0,89255.0,0.0,0.0,968699.0,104740.0,122284.0,0.0,2.0,1.0,0.0,0.0,7.0,2.0,2.0
823,829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824,830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
825,831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826,832,53995.0,54306.0,0.0,345236.0,0.0,0.0,2508169.0,983776.0,1.0,3.0,0.0,6.0,0.0,0.0,3.0,6.0
827,833,0.0,0.0,54231.0,0.0,0.0,0.0,0.0,329670.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0
828,834,0.0,15451.0,78974.0,12327.0,22756.0,0.0,606474.0,12393.0,0.0,1.0,1.0,1.0,1.0,0.0,6.0,2.0
829,835,688839.0,50474.0,0.0,0.0,0.0,10820131.0,17457.0,16442.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0
830,836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831,837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89234.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
832,838,0.0,217452.0,0.0,372551.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0
833,839,106278.0,28636.0,216133.0,178769.0,0.0,240847.0,52257.0,16442.0,1.0,1.0,3.0,6.0,0.0,5.0,3.0,1.0
834,840,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835,841,160450.0,0.0,0.0,312166.0,29329.0,0.0,0.0,111542.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0
836,842,2480164.0,680063.0,2882818.0,303298.0,177555.0,373861.0,569422.0,152276.0,3.0,8.0,6.0,3.0,3.0,5.0,3.0,2.0
837,843,0.0,0.0,0.0,0.0,0.0,20267.0,17794.0,13633.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0
838,844,4231.0,121550.0,2476145.0,0.0,0.0,100425.0,1204952.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,4.0,0.0
839,845,14958.0,214309.0,842836.0,123270.0,0.0,0.0,321449.0,182491.0,1.0,1.0,3.0,1.0,0.0,0.0,2.0,1.0
840,846,0.0,1475145.0,123963.0,41282.0,1118055.0,0.0,246082.0,140559.0,0.0,3.0,1.0,1.0,2.0,0.0,2.0,2.0
841,847,0.0,74372.0,124505.0,513079.0,0.0,158384.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0
842,848,0.0,0.0,2077084.0,87797.0,0.0,0.0,11262.0,468064.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,5.0
843,849,33458.0,11228.0,0.0,0.0,34791.0,0.0,22299.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
844,850,0.0,76226.0,0.0,0.0,0.0,2144681.0,0.0,85102.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0
845,851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846,852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
847,853,0.0,0.0,90950.0,0.0,0.0,0.0,0.0,32223.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0
848,854,29522.0,0.0,0.0,51791.0,0.0,146375.0,16893.0,6610.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0
849,855,0.0,0.0,0.0,86467.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
850,856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
851,857,0.0,0.0,0.0,545936.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
852,858,101899.0,99918.0,83718.0,66557.0,89000.0,150771.0,201764.0,228083.0,2.0,1.0,2.0,1.0,3.0,1.0,4.0,3.0
853,859,143573.0,120521.0,256467.0,25718.0,0.0,1458115.0,1072733.0,345441.0,3.0,2.0,4.0,1.0,0.0,6.0,2.0,5.0
854,860,0.0,0.0,0.0,0.0,33152.0,0.0,11150.0,6527.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0
855,861,2653237.0,5482903.0,7749028.0,1402265.0,0.0,2035409.0,2010103.0,1619045.0,8.0,24.0,11.0,9.0,0.0,12.0,11.0,8.0
856,862,0.0,14318.0,6101.0,0.0,0.0,0.0,0.0,4536.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0
857,863,60422.0,0.0,0.0,0.0,113131.0,0.0,22525.0,163265.0,3.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0
858,864,31490.0,123508.0,73720.0,26250.0,156609.0,0.0,0.0,0.0,1.0,3.0,4.0,2.0,2.0,0.0,0.0,0.0
859,865,0.0,0.0,0.0,94945.0,0.0,112060.0,57134.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
860,866,0.0,40173.0,0.0,0.0,0.0,0.0,100347.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
861,867,17024.0,0.0,0.0,0.0,0.0,809724.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
862,868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
863,869,0.0,2851794.0,0.0,0.0,9507.0,0.0,0.0,53375.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
864,870,325328.0,572471.0,345608.0,436412.0,242878.0,221064.0,357071.0,718588.0,3.0,5.0,4.0,3.0,4.0,3.0,5.0,8.0
865,871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
866,872,0.0,0.0,0.0,0.0,0.0,38604.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
867,873,0.0,0.0,0.0,22082.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
868,874,0.0,0.0,1143842.0,34587.0,75902.0,514455.0,0.0,175824.0,0.0,0.0,7.0,1.0,1.0,2.0,0.0,3.0
869,875,149576.0,23074.0,149474.0,873533.0,767822.0,107985.0,0.0,136651.0,1.0,1.0,1.0,3.0,7.0,1.0,0.0,2.0
870,876,1264906.0,0.0,0.0,90546.0,0.0,0.0,53721.0,37181.0,5.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0
871,877,0.0,0.0,0.0,0.0,100731.0,0.0,12389.0,6775.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
872,878,44843.0,258572.0,123985.0,204540.0,108822.0,512602.0,198239.0,495239.0,1.0,5.0,1.0,1.0,2.0,5.0,3.0,5.0
873,879,1938589.0,1967465.0,224832.0,0.0,0.0,0.0,155780.0,66719.0,2.0,1.0,3.0,0.0,0.0,0.0,2.0,1.0
874,880,0.0,0.0,0.0,0.0,0.0,85573.0,85650.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
875,881,0.0,0.0,0.0,0.0,11125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
876,882,92550.0,233932.0,764880.0,722018.0,0.0,988827.0,0.0,275823.0,1.0,2.0,2.0,1.0,0.0,11.0,0.0,6.0
877,883,0.0,3096954.0,83606.0,442531.0,0.0,0.0,211945.0,1677013.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,5.0
878,884,7795735.0,0.0,31126.0,0.0,1113200.0,0.0,0.0,342542.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0
879,885,661581.0,367947.0,365380.0,237583.0,0.0,182352.0,299746.0,241955.0,7.0,3.0,2.0,2.0,0.0,2.0,2.0,3.0
880,886,16532.0,330050.0,0.0,10199.0,0.0,0.0,0.0,2393850.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,6.0
881,887,0.0,0.0,0.0,0.0,1011357.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
882,888,12301.0,80347.0,0.0,0.0,0.0,0.0,31309.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
883,889,0.0,0.0,0.0,0.0,0.0,9437.0,0.0,8180.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
884,890,0.0,1415905.0,129985.0,214747.0,0.0,111041.0,0.0,23961.0,0.0,4.0,2.0,2.0,0.0,2.0,0.0,1.0
885,891,33359.0,0.0,270476.0,0.0,0.0,28203.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0
886,892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
887,893,25241.0,329628.0,235001.0,0.0,0.0,0.0,0.0,89234.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0,2.0
888,894,803088.0,177174.0,747368.0,953233.0,807033.0,1032117.0,234796.0,645102.0,4.0,3.0,5.0,7.0,3.0,5.0,3.0,4.0
889,895,181951.0,0.0,784516.0,0.0,732324.0,37961.0,1398156.0,3783144.0,4.0,0.0,3.0,0.0,4.0,2.0,2.0,5.0
890,896,12793.0,0.0,0.0,0.0,0.0,8257.0,33674.0,27845.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0
891,897,0.0,263042.0,235904.0,259133.0,0.0,741224.0,513560.0,114723.0,0.0,3.0,2.0,4.0,0.0,4.0,4.0,2.0
892,898,0.0,0.0,49712.0,0.0,20227.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
893,899,0.0,222499.0,164500.0,2288037.0,0.0,406471.0,0.0,76138.0,0.0,1.0,2.0,1.0,0.0,2.0,0.0,2.0
894,900,0.0,7314.0,7909.0,0.0,10012.0,37532.0,95729.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
895,901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
896,902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
897,903,0.0,0.0,0.0,35473.0,84954.0,0.0,80976.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0
898,904,53139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
899,906,10470.0,0.0,0.0,0.0,0.0,105089.0,135148.0,68247.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0
900,907,0.0,345954.0,0.0,167612.0,100124.0,98730.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0
901,908,0.0,0.0,22596.0,17559.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
902,909,0.0,40585.0,37735.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0
903,910,0.0,0.0,0.0,0.0,9203.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
904,911,984537.0,0.0,292032.0,2500027.0,593494.0,0.0,5070678.0,3097713.0,4.0,0.0,6.0,5.0,10.0,0.0,7.0,13.0
905,912,116119.0,112279.0,1466211.0,1037688.0,729288.0,656270.0,0.0,1452856.0,2.0,2.0,11.0,8.0,10.0,11.0,0.0,4.0
906,913,0.0,642774.0,511238.0,0.0,0.0,97905.0,80120.0,1653054.0,0.0,1.0,3.0,0.0,0.0,1.0,1.0,1.0
907,914,367102.0,0.0,0.0,0.0,0.0,37532.0,470821.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,8.0,0.0
908,915,0.0,0.0,0.0,0.0,8010.0,0.0,0.0,1700810.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
909,916,74788.0,56965.0,0.0,0.0,0.0,259505.0,307461.0,80971.0,1.0,4.0,0.0,0.0,0.0,9.0,3.0,1.0
910,917,0.0,0.0,0.0,0.0,0.0,95438.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
911,918,0.0,0.0,275165.0,0.0,0.0,336179.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0
912,919,0.0,0.0,0.0,560782.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
913,920,949811.0,108623.0,0.0,222143.0,0.0,0.0,0.0,120565.0,3.0,2.0,0.0,4.0,0.0,0.0,0.0,1.0
914,921,38871.0,0.0,779568.0,133026.0,0.0,0.0,11037.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0
915,922,0.0,0.0,8925.0,0.0,0.0,0.0,17457.0,20656.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
916,923,0.0,0.0,0.0,8868.0,190236.0,331353.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
917,924,168392.0,4074929.0,1340134.0,5836392.0,8241617.0,3051186.0,446257.0,7365372.0,1.0,7.0,7.0,6.0,9.0,11.0,2.0,3.0
918,925,0.0,0.0,0.0,0.0,0.0,0.0,32661.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
919,926,0.0,0.0,0.0,12327.0,222397.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0
920,927,0.0,113103.0,39656.0,0.0,134713.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
921,928,0.0,14524.0,73777.0,53121.0,90921.0,90077.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0
922,929,2014362.0,261642.0,89255.0,3289274.0,0.0,476119.0,133796.0,0.0,2.0,3.0,1.0,5.0,0.0,2.0,3.0,0.0
923,930,70853.0,43263.0,22596.0,26871.0,20227.0,27881.0,35950.0,16525.0,3.0,2.0,1.0,3.0,1.0,1.0,3.0,1.0
924,931,0.0,0.0,0.0,0.0,30240.0,190877.0,2432204.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0
925,932,0.0,0.0,106202.0,6119.0,0.0,5887.0,0.0,17599.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
926,933,0.0,0.0,0.0,0.0,0.0,0.0,39418.0,7420.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
927,934,481724.0,1110001.0,830748.0,2182141.0,807568.0,1143404.0,257343.0,3974931.0,4.0,4.0,2.0,9.0,4.0,7.0,2.0,6.0
928,935,0.0,0.0,879387.0,0.0,50568.0,148841.0,191009.0,127405.0,0.0,0.0,4.0,0.0,1.0,2.0,2.0,4.0
929,936,420684.0,8230019.0,1342495.0,891759.0,1413876.0,764578.0,1322417.0,0.0,1.0,7.0,1.0,6.0,2.0,4.0,5.0,0.0
930,937,515253.0,995990.0,0.0,2315840.0,177745.0,103588.0,0.0,1698042.0,7.0,5.0,0.0,10.0,3.0,2.0,0.0,6.0
931,938,0.0,0.0,0.0,78042.0,30240.0,0.0,0.0,28836.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0
932,939,384372.0,133911.0,0.0,464702.0,570921.0,1873465.0,276714.0,161364.0,1.0,4.0,0.0,2.0,2.0,10.0,2.0,2.0
933,940,0.0,0.0,45079.0,94448.0,12642.0,0.0,13402.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0
934,941,0.0,0.0,0.0,331943.0,0.0,321916.0,855969.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,9.0,0.0
935,942,0.0,0.0,0.0,0.0,158277.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
936,943,441841.0,1352914.0,793588.0,153689.0,502595.0,609304.0,186954.0,2072288.0,2.0,12.0,7.0,3.0,6.0,4.0,2.0,10.0
937,944,3446161.0,268853.0,0.0,52323.0,193695.0,187445.0,2506818.0,0.0,4.0,3.0,0.0,1.0,1.0,2.0,3.0,0.0
938,945,0.0,0.0,7796.0,76046.0,8071.0,0.0,0.0,33066.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0
939,946,4424116.0,0.0,0.0,288976.0,0.0,4396597.0,0.0,2565014.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,6.0
940,947,165469.0,1850570.0,675738.0,530994.0,1326102.0,0.0,861283.0,7199406.0,1.0,5.0,2.0,5.0,5.0,0.0,3.0,4.0
941,948,0.0,185416.0,20337.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
942,949,0.0,262723.0,44063.0,101986.0,350830.0,1601830.0,64195.0,423389.0,0.0,2.0,1.0,1.0,2.0,5.0,1.0,3.0
943,950,0.0,0.0,67563.0,181784.0,10012.0,40534.0,0.0,3470.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0
944,951,0.0,20601.0,2260.0,0.0,0.0,11710.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0
945,952,0.0,0.0,84792.0,126587.0,0.0,0.0,63125.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0
946,953,804220.0,101979.0,0.0,111209.0,0.0,8058104.0,0.0,250830.0,2.0,2.0,0.0,2.0,0.0,7.0,0.0,2.0
947,954,0.0,537396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
948,955,0.0,0.0,45079.0,107839.0,0.0,1220324.0,34237.0,84069.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,2.0
949,956,0.0,0.0,0.0,0.0,29329.0,0.0,5519.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
950,957,0.0,0.0,492653.0,0.0,0.0,243475.0,2405817.0,23961.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,1.0
951,958,165469.0,0.0,176928.0,183397.0,0.0,0.0,84523.0,124018.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,2.0
952,959,1518889.0,0.0,0.0,2792647.0,538042.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0
953,960,117103.0,51504.0,22596.0,267958.0,10114.0,0.0,0.0,0.0,3.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0
954,961,93780.0,204369.0,0.0,0.0,11024.0,0.0,87846.0,117904.0,1.0,4.0,0.0,0.0,1.0,0.0,1.0,3.0
955,962,95453.0,677467.0,93379.0,820350.0,214964.0,305188.0,630125.0,1056510.0,2.0,3.0,1.0,5.0,2.0,6.0,7.0,2.0
956,963,0.0,107644.0,115918.0,0.0,0.0,7660962.0,138020.0,136246.0,0.0,1.0,1.0,0.0,0.0,5.0,2.0,3.0
957,964,12793.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
958,965,206603.0,305318.0,772789.0,0.0,7177094.0,216784.0,33787.0,0.0,2.0,2.0,1.0,0.0,3.0,1.0,1.0,0.0
959,966,0.0,210138.0,449438.0,1353222.0,0.0,455960.0,0.0,41312.0,0.0,1.0,2.0,5.0,0.0,3.0,0.0,1.0
960,967,0.0,0.0,0.0,22082.0,0.0,0.0,0.0,32967.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
961,968,24601.0,29873.0,62478.0,54895.0,79493.0,126536.0,0.0,144881.0,1.0,2.0,1.0,2.0,3.0,1.0,0.0,2.0
962,969,0.0,0.0,0.0,0.0,10012.0,0.0,0.0,23961.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
963,970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
964,971,14761.0,0.0,126539.0,393623.0,0.0,443467.0,42797.0,454017.0,1.0,0.0,1.0,3.0,0.0,3.0,2.0,4.0
965,972,19681.0,39144.0,0.0,0.0,0.0,185622.0,780927.0,462710.0,1.0,2.0,0.0,0.0,0.0,3.0,3.0,1.0
966,973,650973.0,145809.0,68862.0,178609.0,0.0,138332.0,1596802.0,82624.0,6.0,1.0,3.0,1.0,0.0,1.0,4.0,2.0
967,974,689921.0,35538.0,0.0,373216.0,0.0,0.0,68475.0,0.0,5.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0
968,975,12694.0,0.0,5649.0,44253.0,6473.0,0.0,27593.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0
