,±¸¸ÅÆò±Õ,±¸¸ÅÆò±Õ,±¸¸ÅÆò±Õ,±¸¸ÅÆò±Õ
52,23931.0,46924.0,23351.0,28518.0
53,77164.0,123245.0,27574.0,53318.0
54,15222.0,18143.0,10347.0,14028.0
55,10382.0,7142.0,7803.0,7162.0
56,65799.0,147468.0,75349.0,179144.0
57,4520.0,4856.0,3976.0,8742.0
58,47614.0,42396.0,48440.0,31830.0
59,24561.0,47337.0,34719.0,27781.0
60,16622.0,20935.0,25769.0,18513.0
61,15498.0,19556.0,14530.0,12302.0
62,26650.0,23885.0,19579.0,18351.0
63,10645.0,8480.0,10180.0,11537.0
64,5208.0,4111.0,6419.0,4429.0
65,27690.0,20066.0,17915.0,23724.0
66,7653.0,9810.0,8324.0,8677.0
67,6439.0,6219.0,4764.0,5088.0
68,130464.0,307248.0,120723.0,206503.0
69,4103.0,4372.0,3915.0,4159.0
70,56636.0,23154.0,215923.0,59754.0
71,4071.0,4296.0,4299.0,4824.0
72,10825.0,11770.0,8869.0,8141.0
73,376673.0,308758.0,348604.0,483414.0
74,54024.0,64583.0,22088.0,24712.0
75,5566.0,6281.0,4742.0,6067.0
76,15497.0,10615.0,12807.0,14848.0
77,24621.0,45041.0,34923.0,31780.0
78,76885.0,89385.0,84199.0,108622.0
79,8392.0,8387.0,7865.0,7249.0
80,5618.0,4919.0,7319.0,7833.0
81,95934.0,79792.0,126029.0,83072.0
82,134046.0,102454.0,221672.0,91719.0
83,123596.0,87164.0,158130.0,106122.0
84,58124.0,83513.0,67459.0,243740.0
85,12235.0,15541.0,17002.0,18885.0
86,20982.0,16136.0,23423.0,12793.0
87,48979.0,150969.0,78037.0,56761.0
88,35872.0,35985.0,58330.0,33238.0
89,8827.0,10420.0,5642.0,7711.0
90,146096.0,58091.0,108307.0,69101.0
91,19857.0,23965.0,18503.0,22026.0
92,31372.0,22343.0,41215.0,31813.0
93,280001.0,102829.0,101977.0,199529.0
94,42284.0,11428.0,112816.0,26038.0
95,7506.0,5678.0,6152.0,5550.0
96,38310.0,66537.0,30179.0,34547.0
97,682459.0,609124.0,503976.0,638725.0
98,29967.0,18452.0,26107.0,43875.0
99,255619.0,124749.0,209592.0,193701.0
100,51592.0,46706.0,22656.0,21123.0
101,7375.0,10104.0,7563.0,7960.0
102,37551.0,73660.0,27806.0,25751.0
103,6041.0,4803.0,5199.0,5636.0
104,8997.0,5933.0,5677.0,5385.0
105,10398.0,7727.0,11244.0,9779.0
106,62928.0,101666.0,105102.0,78466.0
107,171625.0,94783.0,179646.0,180339.0
108,12541.0,19199.0,14648.0,14357.0
109,6813.0,7884.0,4871.0,4435.0
110,23198.0,14924.0,18914.0,19836.0
111,4145.0,2841.0,2903.0,3654.0
112,61028.0,145217.0,152725.0,76253.0
113,61657.0,55654.0,43898.0,63105.0
114,54972.0,24884.0,16529.0,30779.0
115,125133.0,64601.0,143871.0,140206.0
116,4262.0,5193.0,4193.0,5076.0
117,60101.0,28654.0,31421.0,20115.0
118,148511.0,123425.0,149673.0,155280.0
119,60520.0,69907.0,71942.0,76124.0
120,163830.0,267549.0,218324.0,197192.0
121,14204.0,27489.0,20807.0,25827.0
122,22287.0,37059.0,31045.0,45945.0
123,7009.0,5916.0,5816.0,6833.0
124,45588.0,71911.0,47988.0,64434.0
125,16312.0,19435.0,14420.0,22423.0
126,31824.0,16136.0,21356.0,29407.0
127,14423.0,13290.0,8946.0,8632.0
128,19510.0,11283.0,10197.0,6666.0
129,7264.0,7545.0,6746.0,7660.0
130,35865.0,61080.0,30002.0,42059.0
131,14226.0,15193.0,13991.0,17841.0
132,5342.0,5480.0,9524.0,8497.0
133,19197.0,12585.0,26965.0,22950.0
134,74839.0,211254.0,144940.0,141155.0
135,20605.0,24874.0,18294.0,12454.0
136,56369.0,24265.0,88448.0,45439.0
137,66388.0,80298.0,173861.0,69802.0
138,90970.0,56093.0,30611.0,41121.0
139,60853.0,41964.0,23545.0,20794.0
140,268408.0,266313.0,328790.0,211871.0
141,4337.0,4186.0,4763.0,3974.0
142,58044.0,40192.0,61584.0,54177.0
143,4342.0,4505.0,4428.0,5162.0
144,11477.0,11305.0,27940.0,10207.0
145,249429.0,60487.0,196276.0,105440.0
146,184790.0,193086.0,189211.0,240464.0
147,56799.0,57677.0,33091.0,69022.0
148,3845.0,3564.0,3649.0,4750.0
149,45956.0,31508.0,25751.0,29166.0
150,10418.0,23356.0,9875.0,12870.0
151,49348.0,82334.0,70195.0,34606.0
152,23744.0,24972.0,51233.0,68779.0
153,18772.0,6874.0,6346.0,8744.0
154,23695.0,174019.0,109572.0,21652.0
155,72808.0,52551.0,62259.0,48586.0
156,83328.0,72213.0,111825.0,200846.0
157,15693.0,10643.0,19718.0,11633.0
158,8988.0,9788.0,8655.0,13660.0
159,171786.0,175411.0,210847.0,294542.0
160,15648.0,15782.0,14874.0,15194.0
161,283921.0,247316.0,173463.0,186043.0
162,61518.0,57161.0,58927.0,88049.0
163,5946.0,8329.0,8734.0,7643.0
164,97495.0,371986.0,70806.0,99405.0
165,94510.0,60553.0,86842.0,66404.0
166,29605.0,42096.0,40473.0,24970.0
167,82279.0,37304.0,36200.0,35706.0
168,64179.0,67508.0,71161.0,93782.0
169,5375.0,12014.0,8823.0,7361.0
170,7637.0,7663.0,7366.0,7828.0
171,69886.0,24631.0,34171.0,22704.0
172,14694.0,17365.0,16076.0,15526.0
173,6633.0,5573.0,4375.0,7183.0
174,,19017.0,,41500.0
175,6340.0,6458.0,8354.0,8054.0
176,6995.0,6636.0,4950.0,6098.0
177,133258.0,139187.0,163562.0,134233.0
178,14059.0,13324.0,8236.0,7964.0
179,34349.0,33465.0,33842.0,35328.0
180,61503.0,48087.0,69430.0,121183.0
181,81326.0,54313.0,81472.0,66085.0
182,50567.0,56944.0,48922.0,63187.0
183,6302.0,6471.0,5039.0,5483.0
184,47337.0,106388.0,32540.0,40436.0
185,7297.0,7039.0,8699.0,8452.0
186,51027.0,89071.0,29704.0,45781.0
187,26572.0,49608.0,26255.0,24604.0
188,5466.0,5149.0,4751.0,4309.0
189,142898.0,54730.0,42097.0,54881.0
190,28423.0,53750.0,33617.0,47107.0
191,153377.0,191113.0,213123.0,125355.0
192,40683.0,39597.0,39596.0,21206.0
193,7698.0,6780.0,7329.0,7179.0
194,6697.0,8750.0,7410.0,7031.0
195,8373.0,9412.0,9219.0,7870.0
196,21192.0,26806.0,16427.0,21167.0
197,59937.0,26052.0,119195.0,98846.0
198,9731.0,10747.0,11966.0,9726.0
199,20819.0,25423.0,15064.0,16722.0
200,11952.0,8420.0,13452.0,14588.0
201,150497.0,114795.0,170953.0,86714.0
202,45429.0,51740.0,80675.0,44095.0
203,5676.0,6198.0,5874.0,6928.0
204,18723.0,13412.0,12143.0,11102.0
205,18030.0,19476.0,10721.0,14987.0
206,8661.0,6069.0,9096.0,8152.0
207,6321.0,6750.0,6317.0,6975.0
208,191124.0,213912.0,19594.0,101004.0
209,29332.0,36256.0,16779.0,26640.0
210,6329.0,6748.0,5238.0,4686.0
211,27868.0,17139.0,51872.0,35542.0
212,11810.0,11759.0,8405.0,13379.0
213,9386.0,9656.0,13175.0,11427.0
214,9834.0,16146.0,20157.0,26978.0
215,7183.0,7273.0,7253.0,8894.0
216,7901.0,8508.0,8385.0,8903.0
217,18001.0,18510.0,27961.0,23480.0
218,253891.0,219673.0,265612.0,172261.0
219,32891.0,87503.0,46137.0,27280.0
220,7699.0,6820.0,9494.0,9111.0
221,9179.0,8639.0,6683.0,8523.0
222,43714.0,100301.0,101637.0,51926.0
223,170243.0,72020.0,203441.0,369276.0
224,390050.0,287872.0,306192.0,318723.0
225,194653.0,134139.0,200629.0,263729.0
226,9928.0,11273.0,12006.0,15203.0
227,4093.0,3847.0,3202.0,3477.0
228,8092.0,7359.0,7249.0,7113.0
229,50916.0,73102.0,97893.0,78182.0
230,13043.0,22186.0,14569.0,17309.0
231,9156.0,6823.0,4252.0,4785.0
232,4240.0,4688.0,4380.0,5143.0
233,19871.0,7844.0,12185.0,18662.0
234,21122.0,22680.0,67111.0,23174.0
235,43444.0,27623.0,28356.0,48725.0
236,4884.0,4304.0,6125.0,4574.0
237,37431.0,48658.0,64629.0,43527.0
238,30710.0,18569.0,13091.0,16642.0
239,172641.0,233067.0,201904.0,151537.0
240,18207.0,46306.0,22857.0,16701.0
241,89432.0,54484.0,71432.0,92071.0
242,7453.0,7379.0,8544.0,7676.0
243,6405.0,6097.0,9010.0,6946.0
244,27494.0,31541.0,45734.0,44761.0
245,13014.0,10752.0,8693.0,8694.0
246,155889.0,77452.0,104862.0,73230.0
247,11888.0,10091.0,9434.0,11999.0
248,11600.0,25108.0,23361.0,17535.0
249,116437.0,409341.0,201315.0,135954.0
250,155354.0,135591.0,133286.0,111617.0
251,79530.0,65923.0,54058.0,72625.0
252,14549.0,13225.0,19701.0,21530.0
253,103439.0,195347.0,160709.0,81824.0
254,121806.0,90642.0,103817.0,260628.0
255,119190.0,175352.0,81938.0,114114.0
256,270737.0,216255.0,144020.0,87176.0
257,5956.0,5472.0,5159.0,6076.0
258,246115.0,337815.0,659017.0,435645.0
259,9804.0,19284.0,6466.0,9114.0
260,8884.0,9555.0,9571.0,7278.0
261,37684.0,69348.0,28995.0,48260.0
262,18317.0,24699.0,20214.0,25686.0
263,6039.0,4959.0,6508.0,5902.0
264,7319.0,3745.0,4768.0,5162.0
265,224320.0,344804.0,364836.0,278129.0
266,95510.0,70581.0,38244.0,49726.0
267,115904.0,86599.0,86947.0,72378.0
268,32459.0,41484.0,21721.0,32441.0
269,16608.0,18493.0,12317.0,14500.0
270,6004.0,6049.0,6511.0,6106.0
271,114986.0,60818.0,203035.0,79380.0
272,16104.0,17725.0,22776.0,13986.0
273,55622.0,110671.0,60415.0,50852.0
274,4447.0,4135.0,4634.0,4619.0
275,24904.0,23982.0,20107.0,16547.0
276,3368.0,3142.0,2296.0,5775.0
277,13102.0,13163.0,10966.0,17159.0
278,2678.0,3480.0,2256.0,2803.0
279,59752.0,57524.0,63193.0,113169.0
280,112768.0,58861.0,71064.0,76309.0
281,52203.0,49404.0,104338.0,51736.0
282,76268.0,47442.0,62302.0,54922.0
283,156586.0,322979.0,195303.0,144182.0
284,4560.0,6156.0,5698.0,4713.0
285,6446.0,5233.0,7842.0,8178.0
286,34234.0,31516.0,21631.0,38027.0
287,8862.0,10587.0,10910.0,8193.0
288,13571.0,21089.0,13924.0,15760.0
289,15747.0,27808.0,18257.0,20558.0
290,7232.0,7043.0,7244.0,6550.0
291,6014.0,5608.0,6223.0,6023.0
292,63492.0,42175.0,59649.0,65056.0
293,19772.0,11807.0,26791.0,20867.0
294,120346.0,122489.0,149610.0,112394.0
295,66052.0,56756.0,45353.0,92142.0
296,24140.0,56717.0,32227.0,43494.0
297,88310.0,53462.0,98966.0,35993.0
298,106295.0,42719.0,135244.0,188245.0
299,31726.0,46071.0,17359.0,16429.0
300,11427.0,11754.0,11513.0,11942.0
301,41925.0,46879.0,96510.0,72537.0
302,35649.0,33974.0,30168.0,28353.0
303,6999.0,18674.0,5700.0,19571.0
304,256436.0,130135.0,189319.0,729348.0
305,83058.0,43443.0,75010.0,102872.0
306,73613.0,38584.0,87113.0,82048.0
307,63886.0,82263.0,33102.0,56548.0
308,41086.0,30243.0,17953.0,17093.0
309,130914.0,127261.0,113533.0,93219.0
310,10916.0,23093.0,13772.0,10311.0
311,34602.0,36778.0,44797.0,39562.0
312,15082.0,9127.0,6509.0,12006.0
313,25528.0,51059.0,62153.0,43893.0
314,83759.0,132204.0,183448.0,46232.0
315,164914.0,79904.0,171730.0,128528.0
316,41452.0,45530.0,309973.0,23975.0
317,22361.0,21400.0,37975.0,11360.0
318,57684.0,32612.0,24219.0,30969.0
319,76455.0,103494.0,110051.0,110374.0
320,16776.0,23558.0,16956.0,23385.0
321,39974.0,76164.0,35251.0,35312.0
322,14706.0,12364.0,20419.0,13675.0
323,62154.0,60892.0,44325.0,71908.0
324,76129.0,36889.0,79463.0,48118.0
325,59959.0,78709.0,30896.0,41219.0
326,29960.0,46154.0,23006.0,41564.0
327,89043.0,153461.0,95278.0,206670.0
328,127422.0,64656.0,104169.0,113858.0
329,47307.0,54912.0,42937.0,22435.0
330,7597.0,4565.0,4935.0,5931.0
331,7011.0,9329.0,9148.0,7918.0
332,21527.0,33111.0,21512.0,30058.0
333,11262.0,10185.0,10927.0,13980.0
334,51443.0,41227.0,70191.0,73789.0
335,129245.0,91511.0,83365.0,115016.0
336,9650.0,15658.0,15347.0,13019.0
337,211886.0,133207.0,141474.0,101587.0
338,11081.0,12577.0,9748.0,12875.0
339,12522.0,10930.0,10251.0,10631.0
340,102845.0,82355.0,51177.0,76780.0
341,208206.0,114113.0,173399.0,208898.0
342,6694.0,6658.0,6796.0,6318.0
343,53562.0,57116.0,40883.0,59480.0
344,27845.0,31306.0,31842.0,35261.0
345,239642.0,110689.0,89834.0,87322.0
346,14523.0,13402.0,21200.0,13678.0
347,10431.0,14477.0,10948.0,14004.0
348,5697.0,6244.0,6214.0,5710.0
349,56613.0,39876.0,50623.0,40307.0
350,8433.0,11094.0,15161.0,7966.0
351,31530.0,46228.0,29155.0,48631.0
352,127271.0,223041.0,330112.0,416595.0
353,10137.0,10632.0,10861.0,8766.0
354,8056.0,7886.0,8554.0,11564.0
355,170694.0,33577.0,16888.0,60429.0
356,99327.0,52314.0,102613.0,61934.0
357,8583.0,6591.0,6296.0,10169.0
358,138840.0,93559.0,121284.0,95900.0
359,21809.0,16330.0,14259.0,20112.0
360,9732.0,10998.0,12729.0,11766.0
361,51390.0,86021.0,114515.0,47720.0
362,7934.0,9293.0,13744.0,12365.0
363,295240.0,231984.0,78717.0,183588.0
364,13261.0,18879.0,10404.0,12512.0
365,44845.0,112140.0,24472.0,29775.0
366,9591.0,10548.0,12321.0,12111.0
367,70028.0,35691.0,48409.0,56969.0
368,34882.0,35450.0,50336.0,21482.0
369,85258.0,101493.0,82976.0,109184.0
370,7148.0,8757.0,6608.0,6656.0
371,10460.0,13751.0,9981.0,9961.0
372,6825.0,7111.0,6936.0,6062.0
373,59596.0,29061.0,129341.0,96092.0
374,66442.0,99561.0,64108.0,64655.0
375,153429.0,297624.0,148478.0,241532.0
376,4054.0,3668.0,3101.0,3757.0
377,84008.0,92426.0,67511.0,66526.0
378,46771.0,94150.0,119596.0,47673.0
379,35759.0,38116.0,41657.0,53165.0
380,5280.0,6462.0,3694.0,3916.0
381,66172.0,26485.0,29904.0,57967.0
382,101959.0,147474.0,47555.0,104208.0
383,163716.0,102781.0,119124.0,121239.0
384,5481.0,5998.0,6075.0,5457.0
385,8018.0,7551.0,6321.0,5010.0
386,39351.0,28379.0,59304.0,40425.0
387,69138.0,53678.0,68276.0,54399.0
388,199431.0,219404.0,306252.0,187586.0
389,5064.0,5672.0,4994.0,5224.0
390,8963.0,8768.0,6951.0,8673.0
391,91923.0,79307.0,84894.0,65417.0
392,13135.0,6060.0,17931.0,9791.0
393,124690.0,173309.0,64680.0,276283.0
394,8096.0,10328.0,8023.0,9308.0
395,6416.0,5853.0,9279.0,10138.0
396,8109.0,9778.0,12404.0,10337.0
397,18575.0,11982.0,12288.0,7966.0
398,103886.0,42281.0,159211.0,130480.0
399,256383.0,308412.0,264907.0,360843.0
400,100828.0,112472.0,103312.0,81076.0
401,177458.0,323010.0,105157.0,269841.0
402,34772.0,38305.0,52153.0,53957.0
403,5641.0,5955.0,9014.0,7095.0
404,30441.0,51051.0,75336.0,40507.0
405,28190.0,28700.0,20634.0,34456.0
406,6491.0,5922.0,6019.0,5531.0
407,270204.0,161714.0,234380.0,199764.0
408,1519900.0,989362.0,1331907.0,1220121.0
409,100907.0,115929.0,97781.0,96369.0
410,11891.0,6690.0,10182.0,11266.0
411,56013.0,59583.0,34362.0,48207.0
412,32807.0,55484.0,17456.0,23059.0
413,75325.0,31303.0,93071.0,49817.0
414,135624.0,66540.0,103589.0,91164.0
415,3936.0,4253.0,4489.0,3952.0
416,208191.0,334765.0,151534.0,92945.0
417,49812.0,64363.0,74692.0,73574.0
418,12814.0,12917.0,8199.0,10677.0
419,91449.0,62357.0,79148.0,65185.0
420,25625.0,23001.0,18639.0,36119.0
421,23847.0,25637.0,18493.0,21713.0
422,21630.0,24180.0,24491.0,33429.0
423,68916.0,54254.0,41615.0,32302.0
424,1757.0,2153.0,2324.0,2122.0
425,11747.0,22537.0,13455.0,13706.0
426,49753.0,47735.0,62315.0,63696.0
427,33563.0,24073.0,23845.0,55116.0
428,63051.0,119843.0,119190.0,80105.0
429,33657.0,68912.0,34539.0,38125.0
430,124048.0,75595.0,209260.0,60667.0
431,26176.0,24650.0,28129.0,22578.0
432,35786.0,82965.0,44391.0,36926.0
433,67187.0,80715.0,54599.0,188341.0
434,23016.0,21758.0,21767.0,19289.0
435,25041.0,48975.0,26031.0,33159.0
436,138670.0,148931.0,61544.0,57320.0
437,2593.0,4059.0,2652.0,4884.0
438,167710.0,91798.0,82033.0,75380.0
439,4824.0,4971.0,4342.0,4723.0
440,76161.0,123177.0,126336.0,65411.0
441,29249.0,46991.0,150231.0,36036.0
442,7229.0,7883.0,7960.0,8399.0
443,227632.0,106298.0,157487.0,220870.0
444,158975.0,50308.0,160384.0,75918.0
445,13645.0,10776.0,12263.0,11721.0
446,6095.0,7015.0,9067.0,8696.0
447,20382.0,15655.0,83891.0,44996.0
448,136811.0,121279.0,95090.0,98272.0
449,45830.0,17132.0,65323.0,28224.0
450,107322.0,75133.0,216459.0,78570.0
451,15937.0,20450.0,12937.0,14582.0
452,7255.0,5091.0,4689.0,5471.0
453,40766.0,116442.0,45422.0,33378.0
454,11940.0,9910.0,15061.0,11930.0
455,80301.0,180826.0,80183.0,145548.0
456,9181.0,7821.0,45647.0,9751.0
457,37148.0,29991.0,17216.0,32037.0
458,8191.0,6377.0,8769.0,7174.0
459,21053.0,15730.0,17056.0,17386.0
460,52709.0,70689.0,,60733.0
461,11630.0,17333.0,10311.0,10659.0
462,112736.0,80796.0,50150.0,55373.0
463,66701.0,50934.0,77018.0,58179.0
464,9267.0,10687.0,9892.0,12723.0
465,10735.0,13209.0,8528.0,13690.0
466,232945.0,129812.0,167726.0,221152.0
467,10255.0,19208.0,13460.0,8808.0
468,32189.0,48164.0,27261.0,29325.0
469,35845.0,52846.0,14545.0,21347.0
470,6162.0,5505.0,5230.0,4464.0
471,110616.0,182797.0,288957.0,196106.0
472,5165.0,6189.0,6248.0,5501.0
473,8186.0,9000.0,9254.0,8576.0
474,37597.0,40765.0,59518.0,36575.0
475,16477.0,34045.0,17574.0,17960.0
476,5474.0,4832.0,4749.0,5701.0
477,489660.0,135890.0,163088.0,262384.0
478,279846.0,202939.0,150582.0,281327.0
479,6249.0,9642.0,6430.0,6362.0
480,106148.0,78146.0,136812.0,94990.0
481,88897.0,63761.0,66544.0,67442.0
482,8217.0,5932.0,10872.0,8561.0
483,10423.0,16363.0,12839.0,15198.0
484,51566.0,52479.0,89561.0,54286.0
485,206192.0,186453.0,135616.0,173976.0
486,127154.0,129207.0,140732.0,149140.0
487,6288.0,6370.0,6302.0,6833.0
488,4937.0,4598.0,4777.0,5147.0
489,43976.0,69506.0,39168.0,40010.0
490,28245.0,24509.0,31153.0,25835.0
491,8602.0,8519.0,11735.0,7166.0
492,78162.0,53741.0,106799.0,65694.0
493,7149.0,5725.0,6084.0,7238.0
494,27242.0,53139.0,81654.0,38594.0
495,4133.0,6484.0,4790.0,5379.0
496,12917.0,11183.0,13061.0,16648.0
497,5313.0,6327.0,5576.0,6437.0
498,13007.0,11606.0,6814.0,9531.0
499,6104.0,11881.0,8168.0,7546.0
500,9521.0,7419.0,7999.0,10808.0
501,417637.0,253875.0,198249.0,204364.0
502,24346.0,33721.0,17543.0,29898.0
503,20030.0,16539.0,20665.0,32639.0
504,126342.0,147672.0,110268.0,90919.0
505,129963.0,192399.0,114461.0,69518.0
506,25254.0,39363.0,19706.0,39642.0
507,29212.0,29591.0,38713.0,27379.0
508,246151.0,134021.0,165890.0,152920.0
509,62937.0,48406.0,40503.0,50439.0
510,59197.0,104036.0,61082.0,53010.0
511,5988.0,6418.0,5841.0,6432.0
512,6929.0,7584.0,4480.0,6331.0
513,144709.0,87586.0,213751.0,55500.0
514,11548.0,7796.0,19483.0,9817.0
515,61104.0,95929.0,43576.0,97460.0
516,4207.0,5192.0,4630.0,5042.0
517,66605.0,42790.0,45943.0,56756.0
518,93395.0,144986.0,76369.0,53285.0
519,56337.0,51419.0,54425.0,40640.0
520,59031.0,166100.0,57892.0,49130.0
521,49346.0,110602.0,81761.0,64712.0
522,15632.0,15278.0,11955.0,33154.0
523,7735.0,6740.0,5910.0,6724.0
524,7356.0,8090.0,5155.0,8528.0
525,36847.0,47776.0,42571.0,22323.0
526,33433.0,58686.0,25660.0,14218.0
527,3910.0,30331.0,2730.0,3433.0
528,8028.0,8067.0,7607.0,7139.0
529,161008.0,301908.0,33881.0,113382.0
530,33204.0,29210.0,22633.0,19138.0
531,64633.0,35019.0,32202.0,72077.0
532,131393.0,130817.0,118478.0,165054.0
533,7276.0,8014.0,6179.0,6479.0
534,33193.0,35848.0,27292.0,26890.0
535,220917.0,183521.0,253561.0,198092.0
536,9957.0,12939.0,6858.0,5884.0
537,4764.0,5059.0,4348.0,5257.0
538,101213.0,41217.0,64288.0,44618.0
539,32480.0,61404.0,32179.0,21497.0
540,10915.0,11181.0,9309.0,8217.0
541,8480.0,6267.0,8238.0,7250.0
542,28567.0,17206.0,11565.0,17340.0
543,20957.0,24000.0,25277.0,16251.0
544,87322.0,113027.0,55846.0,76359.0
545,86338.0,44574.0,177128.0,50298.0
546,108537.0,334354.0,316345.0,329589.0
547,70397.0,141104.0,73809.0,60642.0
548,29802.0,30826.0,44664.0,39371.0
549,41203.0,59400.0,59873.0,52359.0
550,25323.0,13696.0,47371.0,58635.0
551,7497.0,6294.0,7927.0,7722.0
552,26744.0,21170.0,25150.0,19920.0
553,74263.0,39953.0,42612.0,51797.0
554,152643.0,154978.0,115821.0,169081.0
555,14180.0,17830.0,13628.0,30371.0
556,8072.0,9465.0,7441.0,7845.0
557,8324.0,8316.0,6164.0,6351.0
558,17921.0,25855.0,15635.0,17945.0
559,135341.0,78966.0,63538.0,59650.0
560,162856.0,128408.0,256189.0,235649.0
561,33926.0,42146.0,63024.0,58205.0
562,1256423.0,556846.0,459877.0,585551.0
563,8666.0,7714.0,7727.0,8934.0
564,75242.0,44824.0,83607.0,85836.0
565,147756.0,160640.0,137866.0,118194.0
566,33674.0,118735.0,132021.0,127856.0
567,42056.0,107748.0,15495.0,58658.0
568,7448.0,5122.0,6959.0,6697.0
569,27566.0,28382.0,19346.0,30980.0
570,6928.0,5715.0,6288.0,7476.0
571,83051.0,69956.0,48089.0,122208.0
572,48509.0,35397.0,56991.0,213325.0
573,13972.0,59434.0,20358.0,16592.0
574,21524.0,38071.0,21181.0,24493.0
575,27545.0,14771.0,30530.0,43186.0
576,68687.0,36314.0,104240.0,60262.0
577,51961.0,53627.0,50074.0,45027.0
578,47765.0,70401.0,40389.0,37517.0
579,4231.0,5528.0,3342.0,4042.0
580,18372.0,12490.0,11445.0,14292.0
581,7625.0,8548.0,6374.0,7563.0
582,17009.0,23999.0,12194.0,17635.0
583,4675.0,4976.0,4785.0,4987.0
584,27202.0,53116.0,18939.0,31151.0
585,311035.0,212352.0,144497.0,219744.0
586,108640.0,123497.0,86446.0,66734.0
587,115925.0,87487.0,142545.0,85018.0
588,45871.0,43859.0,13689.0,39167.0
589,44664.0,32239.0,35511.0,29466.0
590,6686.0,5420.0,10126.0,7211.0
591,3777.0,3268.0,3712.0,3970.0
592,17266.0,12827.0,18724.0,14113.0
593,55375.0,64098.0,158783.0,71711.0
594,268280.0,224712.0,435710.0,417762.0
595,48597.0,76017.0,52488.0,32204.0
596,38596.0,52813.0,63695.0,72398.0
597,46757.0,49215.0,42131.0,40230.0
598,8636.0,12240.0,8432.0,6992.0
599,36500.0,40758.0,60656.0,24534.0
600,17807.0,10101.0,10032.0,11861.0
601,32656.0,38871.0,29395.0,43849.0
602,205673.0,141921.0,123023.0,79403.0
603,106465.0,56239.0,21204.0,101034.0
604,23901.0,33359.0,37504.0,37469.0
605,4853.0,4566.0,4710.0,4922.0
606,125279.0,144932.0,49224.0,52686.0
607,20690.0,13357.0,15720.0,11816.0
608,53312.0,110266.0,60983.0,44330.0
609,7270.0,7176.0,8465.0,7778.0
610,817348.0,72654.0,101460.0,47403.0
611,58360.0,81631.0,72561.0,72586.0
612,66529.0,60427.0,96458.0,38114.0
613,41474.0,33553.0,28346.0,45917.0
614,80754.0,96979.0,76650.0,112104.0
615,28959.0,54302.0,25465.0,35441.0
616,6802.0,5497.0,5601.0,6893.0
617,97789.0,93054.0,77035.0,82201.0
618,34952.0,45881.0,110957.0,20900.0
619,6203.0,5591.0,4885.0,8047.0
620,166368.0,153151.0,134691.0,184204.0
621,7433.0,7114.0,7085.0,6477.0
622,40731.0,119763.0,32602.0,38099.0
623,7268.0,7186.0,6014.0,9692.0
624,6794.0,7575.0,6130.0,6318.0
625,11408.0,12776.0,9107.0,8336.0
626,5950.0,6834.0,5576.0,5908.0
627,45642.0,25357.0,46755.0,60720.0
628,9104.0,9353.0,6223.0,9972.0
629,14495.0,9618.0,9002.0,11121.0
