고객번호,분기증감율,분기변동율,분기변동계수
260,3,7,3.5
261,2,12,2.45398773
262,0,6,4.144927536
263,1,5,12.22368421
264,-1,11,4.05
265,0,0,0
266,-2,8,2.274336283
267,1,7,2.62244898
268,2,4,2.852631579
269,1,3,2.698113208
270,-1,3,15.90566038
271,-1,5,3.013157895
272,-1,7,3.642857143
273,0,4,3.489795918
274,-1,1,18.05660377
275,0,4,3.448275862
276,1,11,4.079365079
277,-1,11,3.807407407
278,2,2,12.77631579
279,1,13,1.821656051
280,0,4,2.695652174
281,0,2,2.962264151
282,0,4,4.58490566
283,0,0,0
284,0,0,0
285,-1,3,19.81632653
286,1,9,3.642857143
287,-3,11,5.18125
288,0,0,0
289,-2,12,3.833333333
290,-3,7,3.664921466
291,-2,8,5.850393701
292,0,2,2.698113208
293,-3,13,3.095541401
294,-2,6,2
295,-6,14,1.483870968
296,3,7,1.739130435
297,-2,6,2.410526316
298,-3,3,1.265486726
299,6,18,2.112840467
300,0,2,10.89473684
301,3,9,2.632
302,1,7,3.463157895
303,3,15,2.378787879
304,-4,6,1.273809524
305,0,2,3
306,-2,10,2
307,1,3,3.448275862
308,2,8,2.892857143
309,-1,3,2.962264151
310,0,14,2.612903226
311,0,6,4.144927536
312,0,10,2.678571429
313,1,1,4.894736842
314,2,10,2.063063063
315,0,0,0
316,0,12,1.735714286
317,-2,10,2.061111111
318,1,11,2.338983051
319,1,5,3.101449275
320,2,10,3.598425197
321,1,7,2.25
322,-2,10,3.342342342
323,1,5,2.695652174
324,-1,5,2.962264151
325,1,7,2.193333333
326,1,9,2.118518519
327,1,3,3.489795918
328,0,4,3.075949367
329,1,3,2
330,-5,5,3.478632479
331,2,2,9.582278481
332,1,3,4.849056604
333,-1,3,5.172413793
334,-4,6,2.968
335,0,2,2.632653061
336,2,6,4.350993377
337,-1,1,3
338,2,10,3.921568627
339,-1,5,4.881578947
340,1,5,3.658536585
341,-2,2,1.810126582
342,1,3,15.73469388
343,1,7,2.852631579
344,2,10,2.45398773
345,2,4,1.739130435
346,-3,11,6.02962963
347,2,4,5.4
348,1,7,6.704081633
349,0,10,1.8
350,-5,13,3.240740741
351,5,9,1.570680628
352,0,0,0
353,-1,13,4.86
354,-1,7,6.699115044
355,-1,17,1.128065395
356,-1,7,1.913385827
357,1,7,7.724489796
358,-2,8,2.150442478
359,1,5,4.328947368
360,-1,13,2.297619048
361,0,2,2.962264151
362,-3,7,3.005128205
363,1,7,1.389380531
364,-4,12,2.884615385
365,3,5,1.739130435
366,-2,4,12.84057971
367,0,2,3
368,-2,8,2.377777778
369,1,5,3.101449275
370,1,11,5.850393701
371,0,4,7.513157895
372,-1,9,7.673684211
373,-7,13,1.038062284
374,0,4,3.448275862
375,0,0,0
376,0,0,0
377,-1,5,2.962264151
378,0,2,4.894736842
379,-1,5,4.243243243
380,0,6,8.369369369
381,-4,6,2.18579235
382,3,9,1.585185185
383,-1,3,3.448275862
384,-3,5,5.184713376
385,0,8,4.624277457
386,1,15,1.800970874
387,-1,1,3
388,0,0,0
389,0,6,4.805309735
390,0,6,9.592105263
391,0,16,0.934579439
392,-3,9,5.806666667
393,1,17,0.945525292
394,2,8,4.205479452
395,-2,14,3.278688525
396,2,14,4.473333333
397,-1,5,6.097560976
398,0,8,1.540540541
399,0,0,0
400,0,2,3
401,1,3,2.698113208
402,2,6,3.905263158
403,0,4,13.24637681
404,0,2,4.849056604
405,4,4,2.933774834
406,-2,2,11.46052632
407,1,3,2.632653061
408,0,0,0
409,2,6,1.987341772
410,-2,2,13.24637681
411,1,5,3.101449275
412,3,7,2.479591837
413,-1,7,2.43902439
414,1,7,2.25
415,-3,11,4.90797546
416,0,2,3
417,3,9,2.632
418,-2,8,4.247933884
419,1,7,1.95890411
420,-1,9,2.68125
421,0,2,3
422,0,18,3.231155779
423,0,8,2.363636364
424,0,0,0
425,-2,10,3.732484076
426,-6,8,1.339285714
427,0,16,2.393665158
428,1,3,2.632653061
429,4,16,1.341880342
430,0,6,2.066666667
431,-2,10,4.340740741
432,2,8,2.595041322
433,2,8,2
434,0,4,4.849056604
435,4,16,1.966542751
436,0,4,3.489795918
437,-1,3,12.11392405
438,1,1,2.962264151
439,-4,10,5.526666667
440,2,4,2.066666667
441,-4,8,2.384057971
442,0,4,6.714285714
443,-2,4,1.810126582
444,-1,3,2.962264151
445,-1,5,12.84057971
446,0,6,4.765765766
447,-4,10,2.26984127
448,-1,11,1.465753425
449,-2,10,1.963768116
450,0,2,2.632653061
451,0,8,3.607476636
452,-6,8,2.561752988
453,-3,9,2.325925926
454,-1,7,6.621052632
455,0,2,3
456,-4,6,2.473333333
457,0,0,0
458,-1,5,9.592105263
459,1,7,4.341772152
461,-2,10,6.637795276
462,0,6,2.25
463,0,4,3.101449275
464,1,9,3.413043478
465,1,11,3.520547945
466,0,0,0
467,1,11,3.267973856
468,0,2,5.631578947
469,2,20,1.741935484
470,-1,7,8.280373832
471,-3,3,1.265486726
472,-1,3,13.24637681
473,0,8,7
474,0,4,2.632653061
475,2,4,3.869158879
476,-1,5,8.139240506
477,-1,1,3
478,0,0,0
479,-2,14,4.845238095
480,0,2,3
481,0,2,4.894736842
482,-4,8,6.007246377
483,1,9,7.553719008
484,0,6,3
485,0,0,0
486,1,1,3
487,-3,5,6.567567568
488,0,4,9.942028986
489,1,5,2.695652174
490,-1,5,6
491,0,8,3.93125
492,0,8,1.585185185
493,0,6,6.704081633
494,0,8,3.463157895
495,2,4,12.11392405
496,2,20,2.635897436
497,0,4,9.942028986
498,0,18,3.825136612
499,1,5,10.15555556
500,0,6,5.711111111
501,-1,3,2.632653061
502,2,4,2.695652174
503,-1,1,2.698113208
504,1,3,2.632653061
505,0,0,0
506,1,19,1.669354839
507,0,4,4.550724638
508,0,2,3
509,0,4,3.565789474
510,1,3,2.695652174
511,0,4,15.90566038
512,0,6,13.24637681
513,-2,12,2.023622047
514,-4,8,3.278688525
515,0,8,2.25
516,1,7,9.044444444
517,-2,10,1.702380952
518,0,2,2.698113208
519,-8,18,1.351351351
520,2,2,2.377777778
521,0,0,0
522,-2,10,2.082524272
523,0,8,3.688741722
524,2,8,4.765765766
525,2,4,4.550724638
526,0,10,1.342541436
527,-1,15,4.072463768
528,0,0,0
529,0,2,3
530,0,14,4.255319149
531,-5,15,1.632653061
532,0,4,3.489795918
533,1,5,11.39130435
534,-3,9,3.520547945
535,0,2,3
536,0,4,18.05660377
537,-1,3,17.7755102
538,-2,6,2.063063063
539,0,6,4.328947368
540,-2,14,4.25
541,-3,5,5.144144144
542,-2,16,2.795652174
543,2,8,4.957894737
544,2,4,2.25
545,-1,7,2.441441441
546,0,4,1.810126582
547,0,0,0
548,1,13,2.118518519
549,1,5,3.253164557
550,-8,12,1.318452381
551,-3,9,5.666666667
552,-1,9,3.807407407
553,1,7,1.963768116
554,0,2,2.632653061
555,-1,5,4.243243243
556,3,9,4.255319149
557,2,8,5.814159292
558,1,23,2.883408072
559,2,2,1.987341772
560,0,2,3
561,-1,3,2.695652174
562,0,0,0
563,0,8,5
564,0,6,2.25
565,1,3,2.698113208
566,0,6,1.465753425
567,3,9,1.913385827
568,-1,1,18.05660377
569,-2,8,2.811023622
570,1,3,15.51724138
571,1,11,1.739130435
572,-2,8,1.615819209
573,-7,11,1.389105058
574,1,15,1.61025641
575,-1,5,3.642857143
576,-2,4,2.25
577,-1,7,3.013157895
578,0,2,3
579,0,0,0
580,1,7,5.738317757
581,0,4,10.67088608
582,1,17,3.331838565
583,1,3,18.05660377
584,3,7,3.159292035
585,0,0,0
586,0,4,1.987341772
587,-2,6,1.8
588,2,2,1.810126582
589,2,8,2.859259259
590,-2,4,7.826086957
591,0,2,19.81632653
592,-2,4,5.568421053
593,-3,13,1.962962963
594,-1,1,3
595,-1,9,3.27388535
596,1,3,2.698113208
597,0,4,3.253164557
598,-2,10,6.021428571
599,0,10,2.595041322
600,-3,7,2.688405797
601,0,4,4.881578947
602,-2,4,2.43902439
603,4,8,1.222222222
604,3,19,2.519607843
605,0,2,25.94736842
606,3,11,1.433862434
607,-2,10,3.833333333
608,0,6,1.389380531
609,-1,3,18.05660377
610,-3,13,1.147157191
611,1,5,3.013157895
612,1,15,1.176029963
613,1,9,2.066666667
614,0,6,2.43902439
615,1,5,4.881578947
616,0,6,10.67088608
617,0,4,2.632653061
618,-3,9,1.878947368
619,3,7,3.732484076
620,-1,3,1.810126582
621,0,4,17.79245283
622,1,5,2.672897196
623,-2,6,4.575163399
624,3,5,7.724489796
625,1,7,7.460176991
626,-1,7,9.844444444
627,-2,6,3.190082645
628,3,9,2.859259259
629,-2,8,4.016528926
630,3,5,2.384057971
631,0,2,3.489795918
632,-3,15,2.35021097
633,0,0,0
634,1,5,4.328947368
635,0,4,1.810126582
636,6,18,2.056140351
637,0,8,1.832
638,0,4,3.101449275
639,1,7,3.253164557
640,0,2,2.632653061
641,-1,1,3
642,-1,1,5.631578947
643,1,5,2.963963964
644,0,8,3
645,0,0,0
646,1,9,4.542056075
647,0,8,7.673684211
648,1,5,4.144927536
649,0,14,3.362745098
650,1,11,5.882352941
651,0,6,4.518987342
652,-1,5,2.063063063
653,-1,7,6.945945946
654,-2,4,2.150442478
655,1,3,10.67088608
656,0,6,1.987341772
657,1,1,3.489795918
658,2,2,6.896551724
659,0,2,24.05263158
660,0,2,18.78947368
661,1,9,2.672897196
662,1,9,7.581632653
663,-2,6,8.744897959
664,0,2,3
665,-2,4,4.881578947
666,-2,8,5.675496689
667,2,16,1.615819209
668,1,13,3.145374449
669,1,11,1.873737374
670,0,0,0
671,3,7,5.081481481
672,1,9,2.811023622
673,0,2,3.489795918
674,5,9,1.150537634
675,-4,8,3.026490066
676,0,0,0
677,0,10,2.89017341
678,0,6,8.733333333
679,2,6,6.621052632
680,-2,4,6.197368421
681,1,15,2.225806452
682,2,8,4.86
683,4,12,3.947058824
684,-1,11,3.367924528
685,-1,7,7.317073171
686,2,10,1.820754717
687,2,24,1.934027778
688,-1,3,13.24637681
689,1,9,2.384057971
690,0,4,2.43902439
691,0,8,2.479591837
692,-5,13,2.164502165
693,0,0,0
694,0,6,2.25
695,-1,3,4.849056604
696,0,14,2.154385965
697,-1,9,2.963963964
698,-4,4,1.418439716
699,5,5,4.440677966
700,0,10,5.850393701
701,0,2,3
702,-1,5,9.844444444
703,-1,3,6.714285714
704,-2,8,2.62244898
705,0,6,6.086956522
706,-2,10,5.832
707,-1,9,2.852631579
708,0,4,1.987341772
709,2,12,2.632
710,2,10,4.765765766
711,1,3,3.448275862
712,-1,5,3.013157895
713,0,2,2.632653061
714,0,14,4.535294118
715,0,0,0
716,-1,11,2.118518519
717,0,6,2.377777778
718,-1,9,2.325581395
719,0,8,7.622222222
720,1,3,8.622641509
721,-1,5,10.90789474
722,-2,8,4.340740741
723,3,3,4.255319149
724,-1,5,11.93670886
725,0,4,8.536585366
726,-2,20,2.547717842
727,1,5,2.695652174
728,1,5,2.25
729,1,5,3.565789474
730,2,4,2.25
731,3,15,3.27388535
732,0,4,3.489795918
733,0,6,2.43902439
734,-3,11,5.184713376
735,-1,7,1.987341772
736,-1,9,2.479591837
737,-5,13,2.700787402
738,-6,8,2.856140351
739,-3,3,8.115789474
740,-1,3,8.828947368
741,0,4,8.139240506
742,0,14,1.266129032
743,1,19,3.141361257
744,0,14,4.137681159
745,-3,9,2.836879433
746,-1,5,4.144927536
747,-1,1,3
748,-1,3,2.632653061
749,4,10,2.678571429
750,3,7,4.698630137
751,1,1,19.81632653
752,0,4,4.144927536
753,-2,4,9.582278481
754,4,10,1.840490798
755,-2,4,2.43902439
756,4,22,2.100358423
757,-1,7,2.25
758,-2,6,1.8
759,2,10,2.859259259
760,-1,13,4.547770701
761,-4,18,2.166064982
762,-1,9,4.294478528
763,-1,15,2.892857143
764,0,4,7.571428571
765,-3,5,2.023622047
766,-3,7,2.458598726
767,3,7,3.413043478
768,-2,8,6.201550388
769,3,11,2.595041322
770,0,6,1.987341772
771,0,4,4.550724638
772,1,7,2
773,2,14,2.056818182
774,2,12,3.328767123
775,-2,4,4.341772152
776,-1,7,3.642857143
777,5,11,2.745762712
778,0,4,8.755102041
779,0,2,2.698113208
780,-1,7,2.066666667
781,3,7,1.540540541
782,5,7,4.81875
783,0,2,4.894736842
784,1,7,1.585185185
785,-1,3,4.58490566
786,-1,17,1.570680628
787,-1,7,4.520408163
788,0,8,3.421487603
789,1,9,1.701986755
790,1,3,10.84810127
791,5,13,1.800970874
792,-1,3,1.810126582
793,4,6,4.586419753
794,0,6,1.987341772
795,0,10,2
796,0,2,4.58490566
797,1,3,2.962264151
798,0,0,0
799,-6,18,2.264317181
800,-1,1,5.631578947
801,0,4,3.448275862
802,0,6,5.784810127
803,3,23,2.713080169
804,2,2,10.90789474
805,0,6,8.345132743
806,-2,4,3
807,0,2,7.526315789
808,0,4,4.673469388
809,-2,8,3.190082645
810,1,1,3
811,2,8,1.832
812,-1,7,2.479591837
813,0,6,7.673684211
814,-1,3,1.987341772
815,6,10,2.176954733
816,1,3,2.698113208
817,-1,3,2.632653061
818,-1,3,3
819,-1,5,1.987341772
820,-1,5,8.115789474
821,0,4,12.06896552
822,0,4,10.34782609
823,0,2,3
824,0,2,6.471698113
825,-3,5,2.608695652
826,0,4,12.84057971
827,1,9,1.768595041
828,6,8,1.570680628
829,-5,13,4.225806452
830,-1,11,4.137681159
831,-1,3,18.05660377
832,-1,3,2.632653061
833,4,14,3.351851852
834,-4,8,3.878571429
835,1,7,3.013157895
836,0,2,25.94736842
837,0,10,5.203703704
838,-1,3,3.448275862
839,0,8,3.463157895
840,0,0,0
841,0,0,0
842,0,0,0
843,0,8,5.14
844,-2,4,3.075949367
845,-1,5,2.695652174
846,1,7,2.43902439
847,1,5,3.101449275
848,1,7,2.25
849,-1,11,4.473333333
850,-1,9,2.608695652
851,0,2,25.94736842
852,1,7,2.672897196
853,-1,9,7.933333333
854,1,11,4.347826087
855,0,16,1.688172043
856,-2,8,1.594117647
857,-1,5,1.987341772
858,-2,4,1.810126582
859,-1,5,2.43902439
860,0,2,16.15789474
861,0,0,0
862,1,5,9.044444444
863,2,4,1.389380531
864,1,5,6.197368421
865,0,6,2.962264151
866,-1,9,2.274336283
867,-1,7,3.642857143
868,2,4,6.197368421
869,-2,16,2.704845815
870,3,7,2.672897196
871,1,7,6.704081633
872,2,4,6.976744186
873,-1,1,2.962264151
874,0,4,3.448275862
875,2,4,2.377777778
876,3,9,3.921568627
877,0,8,6.672897196
878,-1,3,2.632653061
879,0,2,4.894736842
880,1,11,5.832
881,2,10,4.547770701
882,-4,6,1.14
883,1,7,2.43902439
884,0,2,3
885,-1,9,2.836879433
886,0,4,1.602040816
887,0,12,2.150442478
888,0,2,4.58490566
889,1,11,2.547717842
890,1,5,2.25
891,-2,4,3.013157895
892,0,0,0
893,-1,7,3.905263158
894,1,5,2.695652174
895,0,20,2.378787879
896,0,2,25.94736842
897,0,0,0
898,-5,19,2.488636364
899,0,4,2.698113208
900,-1,5,7.581632653
901,-1,11,3.118773946
902,0,12,6.956521739
903,0,6,3.013157895
904,0,10,2.836879433
906,-1,9,6.086956522
907,1,9,3.5
908,2,4,11.93670886
909,2,4,8.276315789
910,0,2,18.95918367
911,0,0,0
912,2,6,3.905263158
913,1,3,3.565789474
914,-3,5,2.274336283
915,-4,6,1.538116592
916,-2,2,2.25
917,0,8,4.876470588
918,-1,3,2.962264151
919,0,8,2.066666667
920,0,6,3.159292035
921,5,9,3.589371981
922,2,6,5.540816327
923,-2,14,1.878947368
924,1,3,1.810126582
925,0,18,0.973484848
926,-2,12,4.548148148
927,-1,1,2.632653061
928,0,0,0
929,1,5,2.695652174
930,3,5,3.910828025
931,-1,5,2.410526316
932,0,6,9.168421053
933,-3,9,4.862318841
934,0,0,0
935,3,15,2.636942675
936,0,2,3
937,0,4,2.962264151
938,-1,9,6.637795276
939,-1,1,3
940,-2,10,2.941176471
941,-2,4,1.738317757
942,1,9,5.476635514
943,-1,3,2.962264151
944,0,8,2
945,2,14,3.238372093
946,0,2,2.632653061
947,0,0,0
948,-8,16,2.742753623
949,1,11,1.505555556
950,-3,9,5.673758865
951,-6,10,2.196581197
952,1,5,3.101449275
953,-1,9,1.739130435
954,1,3,4.673469388
955,0,0,0
956,0,10,6.007246377
957,-1,5,1.987341772
958,0,10,2.023622047
959,0,4,2.479591837
960,5,13,2.588477366
961,3,5,4.575163399
962,0,4,2.962264151
963,0,10,2.168
964,0,6,6.822222222
965,0,2,2.698113208
966,2,8,1.5
967,1,9,5.882352941
968,-1,7,7.513157895
969,1,11,4.557971014
970,0,0,0
971,0,2,5.631578947
972,0,12,1.735714286
973,-1,3,3.565789474
974,0,6,2.695652174
975,4,8,2.458598726
976,1,3,16.16981132
977,0,2,3
978,0,6,2.695652174
979,1,7,9.756097561
980,-1,1,4.849056604
981,-4,12,4.193333333
982,-1,5,2.25
983,-1,7,5.644736842
984,6,6,2.383333333
986,0,4,2.632653061
987,0,0,0
988,5,7,3.825136612
989,1,1,3
990,2,10,2
991,0,4,3.448275862
992,-1,3,2.632653061
993,-1,3,2.632653061
994,2,8,2.479591837
995,1,5,5.594202899
996,-1,5,2.25
997,2,2,1.697368421
998,-3,5,1.913385827
999,-1,3,2.698113208
1000,2,8,5.666666667
1001,0,10,3.5
1002,0,0,0
1003,0,8,9
1004,3,7,2.127659574
1005,0,4,2.066666667
1006,0,6,1.738317757
1007,0,2,25.94736842
1008,0,2,2.632653061
1009,-1,5,12.22368421
1010,-1,9,6.045045045
1011,0,8,1.389380531
1012,1,11,5.383561644
1013,1,5,1.987341772
1014,0,12,1.738317757
1015,1,11,3.156976744
1016,1,3,4.518987342
1017,5,15,1.700440529
1018,0,0,0
1019,3,7,3.833333333
1020,3,21,1.700680272
1021,-4,8,4.838888889
1022,4,18,2.116
1023,4,20,2.112840467
1024,-4,10,3.358823529
1025,-1,5,3.101449275
1026,0,6,3.101449275
1027,0,4,4.849056604
1028,0,6,3.101449275
1029,0,4,2.695652174
1030,3,7,8.280373832
1031,1,3,11.93670886
1032,0,6,3.5
1033,-1,5,2.962264151
1034,2,14,3.947058824
1035,0,12,4.73480663
1036,-1,7,5.540816327
1037,1,11,3.413043478
1038,2,6,3.463157895
1039,2,6,2.43902439
1040,0,4,2.632653061
1041,0,8,10.97560976
1042,1,5,2.695652174
1043,2,8,3.905263158
1044,0,4,1.810126582
1045,1,1,3
1046,0,6,4.144927536
1047,1,3,2.962264151
1048,2,6,4.347826087
1049,4,8,2.150684932
1050,3,5,6.193333333
1051,2,12,5.586956522
1052,0,10,3.768
1053,-1,7,2
1054,1,5,6.748031496
1055,-4,12,2.588477366
1056,-3,9,2.608695652
1057,0,2,3
1058,0,2,5.530612245
1059,-2,14,2.856521739
1060,-2,6,3.177777778
1061,0,14,2.525581395
1062,-1,13,1.963768116
1063,-2,2,10.67088608
1064,3,11,3.27388535
1065,2,6,3.642857143
1066,-2,6,2.410526316
1068,-1,9,8.280373832
1069,2,8,1.368
1070,1,5,7.050632911
1071,0,8,2.363636364
1072,1,9,2.441441441
1073,0,2,3.489795918
1074,0,0,0
1075,1,1,24.05263158
1076,-1,9,2.835616438
1077,1,3,6.896551724
1078,2,4,12.22368421
1079,5,13,2.291139241
1080,0,6,3.565789474
1081,0,6,8.733333333
1082,2,12,4.306532663
1083,-1,13,4.98255814
1084,0,4,2.698113208
1085,0,4,4.673469388
1086,-1,9,4.542056075
1087,-1,13,2.117283951
1088,0,0,0
1089,1,5,8.115789474
1090,3,3,2
1091,-1,5,1.735714286
1092,0,0,0
1094,-2,16,3.132420091
1095,1,5,3.075949367
1096,2,12,3.468926554
1097,-5,13,2.668224299
1098,0,0,0
1099,2,8,6.956521739
1100,0,6,4.881578947
1101,2,10,1.890410959
1102,1,1,18.95918367
1103,3,9,2.364238411
1104,-1,5,2.698113208
1105,1,3,4
1106,-2,12,4.016528926
1107,-5,7,1.209039548
1108,0,0,0
1109,2,8,6.748031496
1110,0,6,3.101449275
1111,-1,17,0.89453125
1112,3,5,7.460176991
1113,-1,9,7.345794393
1114,-2,2,4.518987342
1115,0,8,3.177777778
1116,-2,2,12.11392405
1117,2,6,1.987341772
1118,-2,12,1.734104046
1119,0,6,3.253164557
1120,-2,8,5.960629921
1122,2,8,4.232
1123,6,8,1.785714286
1124,-1,3,3.489795918
1125,-6,12,2.349794239
1126,1,7,2.62244898
1127,0,0,0
1128,2,10,2.55
1129,0,8,1.8
1130,-2,2,1.697368421
1131,1,5,2.62244898
1132,0,24,2.631399317
1133,0,2,3
1134,3,11,4.340740741
1135,-4,8,3.066666667
1136,-4,14,2.164502165
1137,1,3,4.849056604
1138,0,0,0
1139,0,4,6.471698113
1140,3,9,5.960629921
1141,2,6,3.565789474
1142,1,3,2.410526316
1143,0,8,5.643312102
1144,4,6,1.209039548
1145,0,2,25.94736842
1146,-2,10,4.016528926
1147,1,1,3
1148,0,12,4.913978495
1149,-1,5,7.468468468
1150,0,2,5.631578947
1151,-1,13,2.18579235
1152,1,3,2.962264151
1153,5,7,2.424528302
1154,-2,4,3.658536585
1155,1,1,3
1156,2,4,5.407142857
1157,0,2,3
1158,1,9,3.132420091
1159,-4,8,4.19375
1160,-3,11,3.664921466
1161,-2,8,1.735714286
1162,0,6,2.066666667
1163,0,0,0
1164,1,3,3.463157895
1165,1,5,3.565789474
1166,1,9,1.585185185
1167,1,11,4.547770701
1168,-2,8,5.144144144
1169,-2,4,5.607594937
1170,-1,9,6.511111111
1172,-1,7,1.540540541
1173,1,1,3
1174,-1,9,4.842975207
1175,-1,9,4.678571429
1176,1,3,2.962264151
1177,3,7,5.18125
1178,-1,3,2.632653061
1179,-1,1,2.962264151
1180,0,4,8.536585366
1181,0,6,5.784810127
