,±¸¸ÅÆò±Õ,±¸¸ÅÆò±Õ
140,267392.0,268145.0
141,4255.0,4383.0
142,46143.0,59467.0
143,4416.0,4771.0
144,11397.0,14397.0
145,159224.0,153972.0
146,189388.0,219241.0
147,57228.0,49780.0
148,3727.0,4164.0
149,40033.0,27591.0
150,16268.0,11978.0
151,67976.0,52829.0
152,24382.0,59922.0
153,12319.0,7613.0
154,109224.0,80675.0
155,63325.0,55369.0
156,77498.0,164199.0
157,13005.0,15577.0
158,9241.0,10854.0
159,173510.0,253404.0
160,15722.0,15061.0
161,263930.0,180240.0
162,59598.0,74883.0
163,7023.0,8216.0
164,204947.0,80709.0
165,78740.0,75340.0
166,34448.0,31939.0
167,58450.0,35986.0
168,65786.0,82079.0
169,9380.0,8220.0
170,7649.0,7569.0
171,47846.0,28615.0
172,15999.0,15805.0
173,6124.0,5725.0
174,19017.0,41500.0
175,6397.0,8195.0
176,6840.0,5580.0
177,136782.0,146705.0
178,13701.0,8103.0
179,33899.0,34690.0
180,53763.0,95009.0
181,68630.0,74177.0
182,52966.0,55358.0
183,6380.0,5300.0
184,76783.0,36162.0
185,7244.0,8530.0
186,73138.0,38794.0
187,40095.0,25508.0
188,5317.0,4535.0
189,105949.0,48608.0
190,39148.0,41200.0
191,171568.0,175898.0
192,40344.0,31290.0
193,7214.0,7256.0
194,7588.0,7209.0
195,8835.0,8556.0
196,23885.0,18507.0
197,41093.0,108651.0
198,10244.0,10830.0
199,22440.0,15961.0
200,10032.0,14206.0
201,133508.0,125952.0
202,47881.0,61132.0
203,5922.0,6430.0
204,15650.0,11692.0
205,18776.0,12711.0
206,7345.0,8637.0
207,6487.0,6645.0
208,200890.0,77667.0
209,32372.0,21867.0
210,6490.0,4952.0
211,22631.0,43265.0
212,11786.0,10975.0
213,9517.0,12305.0
214,12836.0,23261.0
215,7225.0,7980.0
216,8188.0,8670.0
217,18265.0,25861.0
218,240796.0,227232.0
219,46813.0,33566.0
220,7239.0,9306.0
221,8951.0,7542.0
222,60515.0,69819.0
223,126075.0,287533.0
224,335684.0,312412.0
225,160171.0,235217.0
226,10645.0,13661.0
227,3996.0,3337.0
228,7702.0,7194.0
229,61804.0,87070.0
230,17476.0,16094.0
231,8000.0,4524.0
232,4442.0,4728.0
233,14003.0,15372.0
234,21776.0,41350.0
235,34763.0,39785.0
236,4490.0,5509.0
237,42022.0,53887.0
238,25624.0,15053.0
239,206352.0,171597.0
240,32944.0,20975.0
241,73497.0,83049.0
242,7423.0,8084.0
243,6254.0,8084.0
244,28581.0,45323.0
245,12079.0,8693.0
246,126646.0,86951.0
247,11046.0,10782.0
248,17658.0,20128.0
249,239556.0,169337.0
250,145164.0,122027.0
251,70780.0,62033.0
252,13972.0,20758.0
253,148609.0,123553.0
254,108425.0,186765.0
255,150463.0,98569.0
256,247842.0,120953.0
257,5706.0,5592.0
258,293267.0,550609.0
259,14045.0,8060.0
260,9212.0,8558.0
261,55046.0,37728.0
262,21600.0,23345.0
263,5449.0,6205.0
264,5532.0,4971.0
265,285641.0,315376.0
266,83859.0,43512.0
267,101790.0,78100.0
268,37071.0,26317.0
269,17597.0,13499.0
270,6026.0,6281.0
271,76638.0,152705.0
272,16962.0,18270.0
273,76705.0,55067.0
274,4292.0,4626.0
275,24488.0,18256.0
276,3262.0,4162.0
277,13131.0,14092.0
278,3019.0,2566.0
279,58820.0,87232.0
280,83591.0,73737.0
281,50748.0,75530.0
282,59512.0,58880.0
283,233859.0,167018.0
284,5209.0,5157.0
285,5895.0,8008.0
286,32848.0,29464.0
287,9888.0,9664.0
288,16283.0,14849.0
289,19607.0,19446.0
290,7182.0,6849.0
291,5824.0,6145.0
292,53699.0,62403.0
293,15948.0,23931.0
294,120936.0,132758.0
295,62676.0,74670.0
296,40587.0,39860.0
297,70764.0,61986.0
298,75178.0,163193.0
299,39581.0,16782.0
300,11595.0,11744.0
301,44560.0,81041.0
302,34903.0,29272.0
303,12427.0,11823.0
304,224861.0,355347.0
305,60825.0,88978.0
306,55035.0,84827.0
307,71580.0,46869.0
308,35325.0,17468.0
309,128986.0,103082.0
310,17436.0,11835.0
311,35815.0,41372.0
312,12766.0,9981.0
313,37660.0,50824.0
314,113047.0,117613.0
315,123895.0,154479.0
316,43517.0,161605.0
317,21863.0,24079.0
318,44074.0,26969.0
319,91101.0,110217.0
320,19942.0,20491.0
321,55143.0,35283.0
322,13467.0,16797.0
323,61468.0,55095.0
324,54180.0,62087.0
325,70005.0,35094.0
326,39004.0,32352.0
327,116591.0,150211.0
328,98148.0,109256.0
329,51311.0,31799.0
330,5533.0,5420.0
331,8147.0,8490.0
332,26184.0,25841.0
333,10777.0,12417.0
334,45616.0,71576.0
335,112248.0,99294.0
336,12838.0,14062.0
337,179103.0,116458.0
338,11887.0,11336.0
339,11674.0,10441.0
340,92320.0,65379.0
341,174088.0,191378.0
342,6676.0,6525.0
343,55564.0,50011.0
344,29731.0,33214.0
345,171136.0,88491.0
346,14023.0,18236.0
347,12285.0,12474.0
348,5920.0,5892.0
349,47284.0,44943.0
350,9558.0,12111.0
351,39558.0,44770.0
352,170146.0,369704.0
353,10355.0,9518.0
354,7970.0,9906.0
355,112440.0,39042.0
356,82677.0,75755.0
357,7424.0,8191.0
358,116093.0,109153.0
359,18895.0,17411.0
360,10300.0,12340.0
361,67965.0,85129.0
362,8685.0,13020.0
363,250757.0,142763.0
364,15163.0,11510.0
365,76970.0,27174.0
366,10009.0,12225.0
367,47657.0,52351.0
368,35162.0,34960.0
369,94705.0,98229.0
370,7949.0,6631.0
371,11855.0,9970.0
372,6966.0,6451.0
373,44112.0,108992.0
374,82567.0,64423.0
375,226150.0,193962.0
376,3880.0,3409.0
377,87880.0,67009.0
378,64986.0,76168.0
379,36917.0,46954.0
380,5820.0,3807.0
381,44880.0,44537.0
382,124045.0,81822.0
383,131718.0,120280.0
384,5733.0,5724.0
385,7797.0,5656.0
386,33491.0,52231.0
387,62392.0,61412.0
388,209793.0,228388.0
389,5402.0,5111.0
390,8876.0,7733.0
391,83161.0,81282.0
392,8739.0,14753.0
393,148822.0,161851.0
394,9364.0,8747.0
395,6113.0,9729.0
396,8851.0,11306.0
397,15098.0,10125.0
398,60886.0,144206.0
399,282998.0,311724.0
400,106399.0,91344.0
401,253601.0,188510.0
402,36669.0,53119.0
403,5793.0,7870.0
404,39500.0,57922.0
405,28483.0,26939.0
406,6208.0,5794.0
407,209232.0,218559.0
408,1252022.0,1262407.0
409,109067.0,96889.0
410,9416.0,10688.0
411,57992.0,40454.0
412,42799.0,20412.0
413,54736.0,73490.0
414,93452.0,96254.0
415,4068.0,4142.0
416,272539.0,124412.0
417,57007.0,74135.0
418,12852.0,9248.0
419,74292.0,72446.0
420,24477.0,27346.0
421,24779.0,20043.0
422,22951.0,29958.0
423,60749.0,37930.0
424,1954.0,2224.0
425,16676.0,13571.0
426,48859.0,62948.0
427,29679.0,35840.0
428,91558.0,102995.0
429,52434.0,36382.0
430,95739.0,137775.0
431,25537.0,25640.0
432,60192.0,39390.0
433,73444.0,129277.0
434,22443.0,20706.0
435,40033.0,29523.0
436,143157.0,59507.0
437,2683.0,3496.0
438,121467.0,78228.0
439,4898.0,4526.0
440,94861.0,86254.0
441,37679.0,94123.0
442,7537.0,8180.0
443,163606.0,185340.0
444,113950.0,121428.0
445,11975.0,12024.0
446,6540.0,8889.0
447,17626.0,66738.0
448,128693.0,96596.0
449,31390.0,47591.0
450,88115.0,138881.0
451,17778.0,13747.0
452,6757.0,5032.0
453,77908.0,40793.0
454,10985.0,13467.0
455,123545.0,106544.0
456,8564.0,30441.0
457,33015.0,23991.0
458,7208.0,7935.0
459,18458.0,17227.0
460,59747.0,60733.0
461,13469.0,10475.0
462,98950.0,52998.0
463,59335.0,69058.0
464,10014.0,11363.0
465,12103.0,10535.0
466,184852.0,189788.0
467,14767.0,10899.0
468,39194.0,28389.0
469,43468.0,17716.0
470,5780.0,4890.0
471,133301.0,234185.0
472,5642.0,5911.0
473,8576.0,8931.0
474,39074.0,47167.0
475,24784.0,17750.0
476,5166.0,5241.0
477,347196.0,217915.0
478,239985.0,222972.0
479,8043.0,6395.0
480,89904.0,113541.0
481,76650.0,67025.0
482,7101.0,9897.0
483,13471.0,13974.0
484,52034.0,72165.0
485,197093.0,154440.0
486,128108.0,145337.0
487,6324.0,6554.0
488,4786.0,4962.0
489,53489.0,39599.0
490,26231.0,28325.0
491,8562.0,9499.0
492,66077.0,90773.0
493,6475.0,6682.0
494,38927.0,63726.0
495,5267.0,5103.0
496,12043.0,14955.0
497,5784.0,6028.0
498,12386.0,8178.0
499,9103.0,7833.0
500,8260.0,9435.0
501,347966.0,201389.0
502,28646.0,24380.0
503,18392.0,27132.0
504,137553.0,99212.0
505,163463.0,95106.0
506,32595.0,29585.0
507,29412.0,32874.0
508,179114.0,158146.0
509,56290.0,45370.0
510,82136.0,56687.0
511,6172.0,6168.0
512,7234.0,5298.0
513,118195.0,150787.0
514,9431.0,14785.0
515,76439.0,66842.0
516,4693.0,4836.0
517,55933.0,52513.0
518,117966.0,64860.0
519,55114.0,46877.0
520,99566.0,53698.0
521,76286.0,72878.0
522,15507.0,23618.0
523,7125.0,6318.0
524,7733.0,7040.0
525,42278.0,31831.0
526,45228.0,19724.0
527,8767.0,3075.0
528,8046.0,7352.0
529,234539.0,69628.0
530,31376.0,21009.0
531,51230.0,46189.0
532,131119.0,138386.0
533,7593.0,6320.0
534,34063.0,27151.0
535,198050.0,227684.0
536,11325.0,6362.0
537,4900.0,4805.0
538,75164.0,53812.0
539,45162.0,27060.0
540,11064.0,8832.0
541,7429.0,7765.0
542,24573.0,14414.0
543,22569.0,19852.0
544,102195.0,65882.0
545,62489.0,122838.0
546,227479.0,323913.0
547,104029.0,66458.0
548,30257.0,41555.0
549,50106.0,55776.0
550,21540.0,51913.0
551,6906.0,7820.0
552,23657.0,22860.0
553,57788.0,46998.0
554,153821.0,145332.0
555,15746.0,20082.0
556,8815.0,7674.0
557,8319.0,6273.0
558,22055.0,16990.0
559,108326.0,61836.0
560,144271.0,245590.0
561,37575.0,60440.0
562,851488.0,531435.0
563,8165.0,8321.0
564,60161.0,84726.0
565,153644.0,127146.0
566,81762.0,130136.0
567,68855.0,37205.0
568,6569.0,6827.0
569,27854.0,24382.0
570,6316.0,7013.0
571,76293.0,79621.0
572,43152.0,134460.0
573,17711.0,18130.0
574,31927.0,22807.0
575,20507.0,37528.0
576,52298.0,78830.0
577,52645.0,47375.0
578,58936.0,38775.0
579,4929.0,3848.0
580,15392.0,12936.0
581,8059.0,7027.0
582,21238.0,15034.0
583,4823.0,4886.0
584,38773.0,25486.0
585,272569.0,175183.0
586,115929.0,76725.0
587,101923.0,118587.0
588,44812.0,26221.0
589,36074.0,32659.0
590,6192.0,8595.0
591,3515.0,3840.0
592,15297.0,15929.0
593,59884.0,117196.0
594,252749.0,426073.0
595,62136.0,45100.0
596,45624.0,69572.0
597,48144.0,41248.0
598,10278.0,7856.0
599,38481.0,41253.0
600,14679.0,10963.0
601,36068.0,36221.0
602,181060.0,102438.0
603,80845.0,56838.0
604,29296.0,37490.0
605,4706.0,4835.0
606,136682.0,50506.0
607,16845.0,13718.0
608,80958.0,53722.0
609,7230.0,8142.0
610,545248.0,64997.0
611,69504.0,72574.0
612,63880.0,57381.0
613,37748.0,37396.0
614,89973.0,92513.0
615,37994.0,31778.0
616,6211.0,6269.0
617,95571.0,79083.0
618,37988.0,64340.0
619,5909.0,6909.0
620,160316.0,165286.0
621,7294.0,6801.0
622,83592.0,35156.0
623,7243.0,7865.0
624,7206.0,6226.0
625,11978.0,8760.0
626,6356.0,5705.0
627,37379.0,54238.0
628,9233.0,8232.0
629,11697.0,9755.0
630,40178.0,33269.0
631,88588.0,87436.0
632,17696.0,38810.0
633,57410.0,78307.0
634,48600.0,49822.0
635,208418.0,103265.0
636,54338.0,11378.0
637,34592.0,43422.0
638,95056.0,58473.0
639,17475.0,19628.0
640,103565.0,192821.0
641,171891.0,194154.0
642,45442.0,44790.0
643,39394.0,43514.0
644,11852.0,11465.0
645,197533.0,149829.0
646,7404.0,9309.0
647,4215.0,4367.0
648,78731.0,45249.0
649,36813.0,19173.0
650,9795.0,6774.0
651,68252.0,44882.0
652,69763.0,96674.0
653,7610.0,8797.0
654,39664.0,58679.0
655,5000.0,4429.0
656,120417.0,298671.0
657,101047.0,77384.0
658,13926.0,12293.0
659,6317.0,6279.0
660,4450.0,4616.0
661,42444.0,43415.0
662,11028.0,8890.0
663,7245.0,7644.0
664,244079.0,161386.0
665,10175.0,12888.0
666,4358.0,7826.0
667,57224.0,41937.0
668,8505.0,8363.0
669,106759.0,26909.0
670,135347.0,205639.0
671,7160.0,5336.0
672,65851.0,86287.0
673,70263.0,117998.0
674,184262.0,136567.0
675,13348.0,13344.0
676,359638.0,173776.0
677,7347.0,16873.0
678,6748.0,7562.0
679,6104.0,5409.0
680,10552.0,10015.0
681,47232.0,33154.0
682,6746.0,5816.0
683,10810.0,9503.0
684,28657.0,13034.0
685,5399.0,5328.0
686,45983.0,34403.0
687,25061.0,35065.0
688,9779.0,9267.0
689,64302.0,150405.0
690,53015.0,75852.0
691,65998.0,75686.0
692,15973.0,10417.0
693,77547.0,95798.0
694,69239.0,94580.0
695,56288.0,73232.0
696,39188.0,19172.0
697,63398.0,75824.0
698,88266.0,132189.0
699,6121.0,4356.0
700,5164.0,4770.0
701,49905.0,94161.0
702,7132.0,8836.0
703,61894.0,48591.0
704,53148.0,88626.0
705,7291.0,7870.0
706,12598.0,10974.0
707,40198.0,74402.0
708,83832.0,107669.0
709,26709.0,18813.0
710,13156.0,11380.0
711,87957.0,90779.0
712,44095.0,45089.0
713,119233.0,106593.0
714,13551.0,16282.0
715,132937.0,148273.0
716,21683.0,27063.0
717,230505.0,93183.0
718,52041.0,65631.0
719,5481.0,6244.0
720,10816.0,11702.0
721,7410.0,6830.0
722,9586.0,11499.0
723,14206.0,11893.0
724,8915.0,7592.0
725,5022.0,5346.0
726,22447.0,42272.0
727,78168.0,46220.0
728,115397.0,175093.0
729,32946.0,35686.0
730,23771.0,29003.0
731,12714.0,10642.0
732,105509.0,118324.0
733,31473.0,25265.0
734,10280.0,7746.0
735,97539.0,86152.0
736,66102.0,62783.0
737,7685.0,9483.0
738,7464.0,18139.0
739,12009.0,13989.0
740,6471.0,6495.0
741,8345.0,8024.0
742,32069.0,56904.0
743,13930.0,13463.0
744,10017.0,12487.0
745,18362.0,27417.0
746,68130.0,86069.0
747,86657.0,88021.0
748,136082.0,203569.0
749,4044.0,8199.0
750,17565.0,16088.0
751,4740.0,5368.0
752,63774.0,77322.0
753,7253.0,6497.0
754,97952.0,84636.0
755,35240.0,24990.0
756,12516.0,14014.0
757,80230.0,184175.0
758,79941.0,119110.0
759,13402.0,25366.0
760,7597.0,6490.0
761,17837.0,8329.0
762,5434.0,4115.0
763,30905.0,21709.0
764,20670.0,18700.0
765,67547.0,128223.0
766,15117.0,11721.0
767,20665.0,15125.0
768,10287.0,16667.0
769,18755.0,16145.0
770,168320.0,64392.0
771,30679.0,38368.0
772,112935.0,53712.0
773,32903.0,15038.0
774,25608.0,16610.0
775,23137.0,21422.0
776,12634.0,12624.0
777,28090.0,15973.0
778,6684.0,7059.0
779,38135.0,24514.0
780,37965.0,32120.0
781,83147.0,71824.0
782,10078.0,7022.0
783,171633.0,121305.0
784,105833.0,85048.0
785,40329.0,65806.0
786,108873.0,105480.0
787,29363.0,33482.0
788,10222.0,12549.0
789,95964.0,84840.0
790,7914.0,8702.0
791,19160.0,15281.0
792,155690.0,209260.0
793,6654.0,5253.0
794,111122.0,175852.0
795,55543.0,56783.0
796,13603.0,18873.0
797,44826.0,62017.0
798,2696.0,3453.0
799,20687.0,27213.0
800,47647.0,46222.0
801,60341.0,43115.0
802,14802.0,20456.0
803,32536.0,34588.0
804,8129.0,8191.0
805,5360.0,3822.0
806,53129.0,99667.0
807,37411.0,45869.0
808,35961.0,28409.0
809,7456.0,9769.0
810,188362.0,187158.0
811,64060.0,94288.0
812,69059.0,76143.0
813,3803.0,3957.0
814,76289.0,135106.0
815,35660.0,28849.0
816,61606.0,46803.0
817,136986.0,222829.0
818,28154.0,22437.0
819,180534.0,129073.0
820,5285.0,6924.0
821,5376.0,4664.0
822,11284.0,12904.0
823,108113.0,141698.0
824,13543.0,13900.0
825,57657.0,99871.0
826,6067.0,7326.0
827,80843.0,50183.0
828,93903.0,59426.0
829,8385.0,10345.0
830,13055.0,8738.0
831,4198.0,4185.0
832,92497.0,87302.0
833,12091.0,10877.0
834,9467.0,12295.0
835,31009.0,27362.0
836,4502.0,4211.0
837,6210.0,5841.0
838,57005.0,43718.0
839,16426.0,11659.0
840,829285.0,864277.0
841,423636.0,435220.0
842,203077.0,119372.0
843,5681.0,6059.0
844,57789.0,50420.0
845,56690.0,65486.0
846,62558.0,58864.0
847,41126.0,59334.0
848,125024.0,138526.0
849,12002.0,7599.0
850,31058.0,30658.0
851,7257.0,6529.0
852,32003.0,21283.0
853,17897.0,28533.0
854,10224.0,10357.0
855,48578.0,39309.0
856,56248.0,76348.0
857,123413.0,102280.0
858,110165.0,120699.0
859,41331.0,38493.0
860,6367.0,6016.0
861,177589.0,233049.0
862,6002.0,6797.0
863,222457.0,476072.0
864,10990.0,13305.0
865,67405.0,90194.0
866,51229.0,61368.0
867,16481.0,19997.0
868,24670.0,22765.0
869,46100.0,14457.0
870,81032.0,68755.0
871,8203.0,8280.0
872,7200.0,5515.0
873,60373.0,69694.0
874,40147.0,45903.0
875,33956.0,29996.0
876,7820.0,6530.0
877,6504.0,6859.0
878,90165.0,67294.0
879,20704.0,25029.0
880,8879.0,6135.0
881,7777.0,9358.0
882,148277.0,115470.0
883,79169.0,95566.0
884,182321.0,73259.0
885,24064.0,26739.0
886,73311.0,198494.0
887,55521.0,53099.0
888,16594.0,21172.0
889,8755.0,8909.0
890,134796.0,102114.0
891,8707.0,10088.0
892,4040.0,4153.0
893,20334.0,17582.0
894,64959.0,95843.0
895,18338.0,35207.0
896,4400.0,4495.0
897,149515.0,154114.0
898,14495.0,10150.0
899,122190.0,103903.0
900,6379.0,6778.0
901,5800.0,8227.0
902,6508.0,6510.0
903,19371.0,12777.0
904,30459.0,61042.0
905,66786.0,43052.0
906,9135.0,14209.0
907,45107.0,35657.0
908,9943.0,7941.0
909,6171.0,5093.0
910,7106.0,9263.0
911,112628.0,112611.0
912,47414.0,54230.0
913,47353.0,36354.0
914,38705.0,34838.0
915,38245.0,161111.0
916,90217.0,116589.0
917,5651.0,8199.0
918,56988.0,66149.0
919,202229.0,111420.0
920,27902.0,20921.0
921,16411.0,9764.0
922,5888.0,6326.0
923,69696.0,51955.0
924,166452.0,180905.0
925,72906.0,59332.0
926,6686.0,8326.0
927,100807.0,155925.0
928,30196.0,40459.0
929,102866.0,80894.0
930,13388.0,9623.0
931,88273.0,153771.0
932,11788.0,11324.0
933,7437.0,6173.0
934,75593.0,74028.0
935,35924.0,45098.0
936,188046.0,225648.0
937,98103.0,125797.0
938,7459.0,9522.0
939,103539.0,195910.0
940,11614.0,11462.0
941,106289.0,146932.0
942,7803.0,10385.0
943,20216.0,18616.0
944,30709.0,36776.0
945,17921.0,14012.0
946,125057.0,107935.0
947,640871.0,542781.0
948,19307.0,37247.0
949,100528.0,67266.0
950,11118.0,14808.0
951,20487.0,17633.0
952,63244.0,100187.0
953,113765.0,170322.0
954,69927.0,75927.0
955,114108.0,97489.0
956,6298.0,5348.0
957,90184.0,116108.0
958,85832.0,79867.0
959,71083.0,101695.0
960,11466.0,14141.0
961,9418.0,8217.0
962,155757.0,163425.0
963,69162.0,45958.0
964,7646.0,7576.0
965,48211.0,55022.0
966,172791.0,67719.0
967,5297.0,10170.0
968,17000.0,14641.0
969,8595.0,9407.0
970,7300.0,6037.0
971,25050.0,19341.0
972,221093.0,74493.0
973,36722.0,55366.0
974,115813.0,110542.0
975,13031.0,10813.0
976,5395.0,4506.0
977,237396.0,200228.0
978,117181.0,138002.0
979,6036.0,6294.0
980,24774.0,19695.0
981,8140.0,12080.0
982,53115.0,293090.0
983,12846.0,10599.0
984,29003.0,17748.0
985,63671.0,34956.0
986,44033.0,67512.0
987,3789.0,3007.0
988,11001.0,10307.0
989,156994.0,141596.0
990,79137.0,95059.0
991,51373.0,56855.0
992,38802.0,53691.0
993,256778.0,162290.0
994,51177.0,62146.0
995,14357.0,13086.0
996,46628.0,157842.0
997,56060.0,115969.0
998,47880.0,40503.0
999,59266.0,157117.0
1000,4170.0,4279.0
1001,40144.0,47760.0
1002,189279.0,186986.0
1003,6913.0,7666.0
1004,52497.0,31625.0
1005,103517.0,70997.0
1006,34841.0,41978.0
1007,24892.0,13585.0
1008,228108.0,95388.0
1009,5305.0,7276.0
1010,4724.0,4671.0
1011,320055.0,198553.0
1012,6362.0,6614.0
1013,112265.0,280463.0
1014,133714.0,172914.0
1015,39182.0,38860.0
1016,17065.0,8357.0
1017,50766.0,57561.0
1018,119724.0,78383.0
1019,34428.0,35567.0
1020,47301.0,34539.0
1021,5862.0,5251.0
1022,40055.0,31102.0
1023,15547.0,6060.0
1024,10537.0,11293.0
1025,86037.0,153837.0
1026,93672.0,61708.0
1027,57354.0,46661.0
1028,43125.0,30146.0
1029,20591.0,31234.0
1030,15239.0,11371.0
1031,5313.0,5513.0
1032,37800.0,63079.0
1033,90692.0,86736.0
1034,7889.0,9291.0
1035,8313.0,6701.0
1036,21438.0,37068.0
1037,6193.0,8790.0
1038,27454.0,23051.0
1039,50278.0,30761.0
1040,161053.0,162508.0
1041,5869.0,6952.0
1042,68710.0,67376.0
1043,38672.0,44249.0
1044,258605.0,117353.0
1045,185929.0,146941.0
1046,34569.0,35913.0
1047,148621.0,103883.0
1048,10200.0,10202.0
1049,42694.0,33735.0
1050,3964.0,3703.0
1051,16835.0,17724.0
1052,12018.0,8493.0
1053,157759.0,102089.0
1054,7860.0,6096.0
1055,8134.0,10440.0
1056,28244.0,29204.0
1057,177377.0,184965.0
1058,71763.0,91457.0
1059,32553.0,21870.0
1060,27477.0,39042.0
1061,30594.0,50723.0
1062,37195.0,41176.0
1063,4753.0,3777.0
1064,10411.0,9727.0
1065,13954.0,14644.0
1066,87082.0,95047.0
1067,35693.0,32313.0
1068,6042.0,4599.0
1069,135861.0,81388.0
1070,5704.0,5551.0
1071,56174.0,47201.0
1072,43924.0,43584.0
1073,105892.0,60345.0
1074,6504.0,10542.0
1075,8225.0,9023.0
1076,17747.0,23374.0
1077,14965.0,13469.0
1078,7342.0,5545.0
1079,19847.0,9661.0
1080,9875.0,9913.0
1081,6906.0,6080.0
1082,5459.0,4737.0
1083,8569.0,8224.0
1084,194761.0,117188.0
1085,43407.0,45609.0
1086,12616.0,10491.0
1087,48813.0,39598.0
1088,198060.0,225310.0
1089,3331.0,2970.0
1090,56169.0,66349.0
1091,62168.0,76009.0
1092,327577.0,303713.0
1093,7770.0,5186.0
1094,24914.0,21212.0
1095,88580.0,59673.0
1096,17424.0,18463.0
1097,8427.0,11481.0
1098,38588.0,51549.0
1099,23845.0,19088.0
1100,32443.0,40032.0
1101,35793.0,47742.0
1102,3555.0,3619.0
1103,118375.0,45395.0
1104,88463.0,87592.0
1105,30236.0,25654.0
1106,8508.0,8790.0
1107,138786.0,166587.0
1108,249512.0,142484.0
1109,9749.0,7499.0
1110,54343.0,61754.0
1111,156231.0,165883.0
1112,4029.0,3236.0
1113,17480.0,14194.0
1114,14646.0,14511.0
1115,30143.0,30913.0
1116,5430.0,5047.0
1117,126084.0,79721.0
1118,75108.0,35194.0
1119,48266.0,40247.0
1120,6233.0,7196.0
1121,153140.0,89175.0
1122,9968.0,11673.0
1123,40849.0,10478.0
1124,68649.0,43399.0
1125,6913.0,12301.0
1126,126171.0,92783.0
1127,140664.0,347845.0
1128,54960.0,19905.0
1129,123328.0,102007.0
1130,111348.0,124593.0
1131,26422.0,30080.0
1132,7439.0,6522.0
1133,169299.0,215578.0
1134,11277.0,13285.0
1135,24845.0,61414.0
1136,30745.0,11658.0
1137,37721.0,48560.0
1138,214462.0,223293.0
1139,56062.0,60299.0
1140,7090.0,9160.0
1141,24870.0,19022.0
1142,101330.0,77576.0
1143,9476.0,12781.0
1144,75083.0,49011.0
1145,6581.0,7112.0
1146,27758.0,36782.0
