,±¸¸ÅÆò±Õ,±¸¸ÅÆò±Õ,±¸¸ÅÆò±Õ,±¸¸ÅÆò±Õ
45,12477.0,764381.0,593708.0,25876.0
46,21081.0,404705.0,3154692.0,26309.0
47,8709.0,63375.0,1067669.0,18630.0
48,26839.0,334970.0,499278.0,66219.0
49,16152.0,413381.0,1347658.0,36994.0
50,8188.0,69873.0,79351.0,11904.0
51,6957.0,71360.0,,9915.0
52,11036.0,151580.0,270080.0,17383.0
53,15816.0,371339.0,392245.0,11282.0
54,11053.0,57267.0,41312.0,15490.0
55,7440.0,77296.0,,107945.0
56,15210.0,249038.0,950406.0,28469.0
57,5100.0,30964.0,32200.0,66513.0
58,17287.0,114976.0,72459.0,43581.0
59,12028.0,310837.0,284698.0,32516.0
60,10211.0,121979.0,5362.0,15375.0
61,9653.0,72150.0,105598.0,10607.0
62,9941.0,83596.0,35788.0,20542.0
63,8490.0,50436.0,,9025.0
64,4576.0,9375.0,45443.0,5735.0
65,12445.0,96681.0,116924.0,16776.0
66,6744.0,60031.0,,8136.0
67,5086.0,51386.0,,4657.0
68,9320.0,216918.0,569857.0,43328.0
69,4102.0,14565.0,,
70,5307.0,247317.0,566239.0,23138.0
71,4056.0,70291.0,,4679.0
72,7559.0,22879.0,,25708.0
73,38489.0,260379.0,993141.0,52052.0
74,12882.0,90362.0,176283.0,23036.0
75,4669.0,33880.0,,7484.0
76,7099.0,41783.0,144988.0,9172.0
77,12558.0,152687.0,159837.0,23081.0
78,20028.0,262463.0,331862.0,23397.0
79,6134.0,30275.0,,21042.0
80,4643.0,73233.0,,15831.0
81,11921.0,336317.0,508807.0,16501.0
82,10946.0,547139.0,988119.0,34396.0
83,14217.0,614413.0,587767.0,18701.0
84,16435.0,312927.0,1067092.0,31373.0
85,11468.0,69682.0,,56095.0
86,8588.0,128491.0,41821.0,7584.0
87,15553.0,577572.0,1366825.0,13099.0
88,12062.0,285780.0,748396.0,28911.0
89,5181.0,57562.0,20374.0,9659.0
90,25901.0,304270.0,1659003.0,27639.0
91,17834.0,108739.0,,12669.0
92,13406.0,92158.0,150802.0,35990.0
93,24939.0,290350.0,586388.0,29603.0
94,37879.0,130080.0,608943.0,34144.0
95,4826.0,19756.0,44342.0,4363.0
96,23875.0,178044.0,582256.0,36501.0
97,50249.0,1721762.0,876155.0,122730.0
98,18086.0,133934.0,437113.0,12090.0
99,17856.0,278958.0,1004989.0,44049.0
100,10337.0,140233.0,66334.0,20387.0
101,6667.0,113401.0,,10111.0
102,8447.0,285025.0,1487651.0,23589.0
103,4877.0,40308.0,,20532.0
104,5730.0,62749.0,,7652.0
105,7916.0,64404.0,11262.0,46730.0
106,11106.0,240480.0,446415.0,36423.0
107,14952.0,500429.0,,28746.0
108,8752.0,47206.0,32776.0,13781.0
109,5772.0,31551.0,,69322.0
110,8308.0,117902.0,,21141.0
111,3281.0,18151.0,,4747.0
112,19771.0,333260.0,,22135.0
113,14450.0,175551.0,607571.0,16542.0
114,10653.0,155184.0,238448.0,18291.0
115,23316.0,349747.0,1140050.0,23094.0
116,3835.0,50444.0,,
117,16878.0,387570.0,799483.0,16413.0
118,20900.0,273913.0,131289.0,22322.0
119,13248.0,180877.0,749296.0,19774.0
120,9156.0,360736.0,255046.0,19128.0
121,14313.0,99364.0,303216.0,12555.0
122,12881.0,129849.0,96538.0,40220.0
123,5891.0,27405.0,,17364.0
124,9650.0,160605.0,318580.0,13455.0
125,11051.0,81436.0,387882.0,17530.0
126,6388.0,268026.0,241799.0,18339.0
127,7271.0,44893.0,29329.0,8200.0
128,9541.0,45827.0,,14760.0
129,7006.0,15251.0,,6307.0
130,15196.0,118188.0,398157.0,54551.0
131,8891.0,74690.0,65493.0,24907.0
132,4763.0,67935.0,,3235.0
133,13016.0,144950.0,119659.0,13886.0
134,25318.0,232491.0,350913.0,27548.0
135,8018.0,141687.0,,37817.0
136,11371.0,153746.0,,21571.0
137,11034.0,162679.0,1249568.0,35800.0
138,11855.0,137693.0,718146.0,24044.0
139,10238.0,157996.0,315118.0,20668.0
140,59860.0,223722.0,2701704.0,112574.0
141,4283.0,8341.0,,5362.0
142,8735.0,77915.0,,
143,4306.0,13262.0,,18110.0
144,10191.0,220444.0,435513.0,82932.0
145,25585.0,512436.0,738244.0,59762.0
146,37005.0,150593.0,593215.0,32858.0
147,11418.0,196105.0,1243805.0,26480.0
148,3871.0,64399.0,,
149,15437.0,161238.0,433765.0,19158.0
150,5431.0,160250.0,67454.0,9356.0
151,13409.0,238343.0,11487535.0,41981.0
152,11115.0,110141.0,97179.0,17093.0
153,5595.0,108252.0,,9209.0
154,10302.0,289717.0,2156217.0,24985.0
155,22591.0,151435.0,315690.0,23910.0
156,33544.0,315552.0,216319.0,23642.0
157,7156.0,71826.0,372957.0,21320.0
158,9510.0,32948.0,,10022.0
159,23178.0,261647.0,4719368.0,31815.0
160,10738.0,72727.0,169876.0,17289.0
161,19797.0,317688.0,744478.0,50027.0
162,11340.0,190012.0,653905.0,9100.0
163,5992.0,101919.0,,20928.0
164,11437.0,214679.0,2237994.0,59187.0
165,12551.0,135910.0,297751.0,41913.0
166,13767.0,108858.0,32170.0,12855.0
167,12139.0,236840.0,1143552.0,17541.0
168,15117.0,276569.0,484207.0,49022.0
169,5353.0,69715.0,98011.0,9668.0
170,7072.0,31777.0,,4020.0
171,17053.0,165378.0,60548.0,9992.0
172,12253.0,85880.0,,30229.0
173,4634.0,73193.0,30991.0,17573.0
174,7129.0,126009.0,,41500.0
175,6091.0,23586.0,,4657.0
176,5705.0,50077.0,,16753.0
177,18652.0,234136.0,64271.0,46883.0
178,7107.0,112552.0,,11251.0
179,16256.0,113798.0,59622.0,23686.0
180,30246.0,198118.0,556129.0,25915.0
181,13267.0,194331.0,2144454.0,29572.0
182,13677.0,423327.0,1256166.0,38954.0
183,5320.0,25812.0,,5616.0
184,15970.0,143000.0,858691.0,17044.0
185,7197.0,24364.0,26605.0,10417.0
186,21465.0,247576.0,1962669.0,25606.0
187,13206.0,101487.0,380598.0,13350.0
188,4626.0,41366.0,,17152.0
189,19995.0,356617.0,114067.0,14684.0
190,14918.0,176350.0,864902.0,23009.0
191,49098.0,205310.0,339944.0,96161.0
192,13856.0,64636.0,1077778.0,14823.0
193,6533.0,21948.0,,7865.0
194,5364.0,28509.0,26656.0,6483.0
195,6756.0,20626.0,,5120.0
196,9295.0,78836.0,75487.0,15692.0
197,8699.0,235372.0,106429.0,40620.0
198,5191.0,46425.0,60579.0,11340.0
199,12006.0,94802.0,217543.0,71839.0
200,5494.0,161518.0,,
201,52544.0,280631.0,997406.0,52676.0
202,7567.0,202283.0,584593.0,47077.0
203,5315.0,14436.0,,6115.0
204,5919.0,51041.0,67789.0,12707.0
205,7866.0,181464.0,,7291.0
206,6044.0,40509.0,32582.0,30565.0
207,6196.0,18930.0,,17294.0
208,12204.0,170494.0,1529948.0,139431.0
209,7549.0,83530.0,307483.0,11514.0
210,4884.0,21635.0,,6116.0
211,13510.0,147947.0,466918.0,9863.0
212,8753.0,122706.0,441546.0,5362.0
213,5819.0,156225.0,,15033.0
214,9156.0,98608.0,433775.0,10055.0
215,5721.0,23173.0,32444.0,7678.0
216,6244.0,53289.0,,9357.0
217,18563.0,49131.0,,20646.0
218,29609.0,345758.0,753045.0,22705.0
219,10338.0,183962.0,261872.0,19176.0
220,7168.0,31963.0,,21888.0
221,6164.0,31835.0,4131.0,12558.0
222,12275.0,195915.0,645749.0,22488.0
223,47588.0,696754.0,1041762.0,19000.0
224,19245.0,495081.0,1781045.0,46981.0
225,40097.0,296592.0,234684.0,27924.0
226,9329.0,73814.0,,19879.0
227,3602.0,22777.0,,37920.0
228,6750.0,22837.0,,18134.0
229,16466.0,365435.0,312644.0,57880.0
230,9900.0,77486.0,123660.0,18402.0
231,4636.0,108788.0,,5297.0
232,4100.0,26010.0,,21330.0
233,7001.0,233138.0,2037892.0,47965.0
234,10856.0,239234.0,,18876.0
235,23060.0,149904.0,202598.0,25871.0
236,4642.0,70793.0,,4131.0
237,20583.0,177313.0,357062.0,36396.0
238,11749.0,167296.0,124689.0,5660.0
239,25703.0,476928.0,158981.0,9598.0
240,6559.0,64528.0,686712.0,10879.0
241,11377.0,197273.0,546894.0,34809.0
242,5583.0,19050.0,43703.0,12484.0
243,6174.0,25652.0,,8289.0
244,24669.0,92760.0,503021.0,35618.0
245,7828.0,94970.0,,12289.0
246,26949.0,204050.0,3891924.0,30155.0
247,7783.0,90346.0,,13032.0
248,7610.0,118526.0,,22193.0
249,18476.0,465956.0,1726853.0,21309.0
250,26743.0,273791.0,1120882.0,22317.0
251,25581.0,144538.0,64018.0,18822.0
252,6060.0,94621.0,,15573.0
253,29576.0,241959.0,207547.0,87770.0
254,12445.0,186445.0,1373377.0,28611.0
255,42391.0,257873.0,482484.0,31817.0
256,24307.0,501603.0,1058696.0,57404.0
257,4204.0,30409.0,190035.0,18747.0
258,10060.0,783671.0,2562864.0,13153.0
259,5316.0,211905.0,73992.0,4699.0
260,8056.0,42190.0,,21694.0
261,17445.0,123730.0,522673.0,22193.0
262,13877.0,99163.0,,29093.0
263,5284.0,21701.0,,8776.0
264,3992.0,131064.0,,8920.0
265,21877.0,349424.0,766960.0,38560.0
266,17979.0,191774.0,313548.0,58205.0
267,26295.0,169921.0,218361.0,11938.0
268,10999.0,96430.0,799943.0,15204.0
269,9196.0,233183.0,231107.0,39864.0
270,5460.0,21592.0,,4367.0
271,21415.0,314229.0,3680453.0,21626.0
272,9369.0,97524.0,430380.0,26534.0
273,24217.0,116343.0,251883.0,21121.0
274,4268.0,12964.0,,5459.0
275,14453.0,108320.0,257604.0,13537.0
276,2989.0,103196.0,,288790.0
277,5142.0,64669.0,783794.0,17728.0
278,2610.0,30971.0,,8963.0
279,22114.0,99564.0,1258231.0,35203.0
280,21593.0,255727.0,454364.0,17192.0
281,28278.0,240729.0,3702612.0,25564.0
282,11026.0,111963.0,446302.0,29494.0
283,16141.0,655246.0,407247.0,20639.0
284,5292.0,4953.0,61968.0,4593.0
285,4865.0,21659.0,,11096.0
286,17178.0,216707.0,616328.0,23254.0
287,5317.0,40184.0,,35673.0
288,11135.0,97855.0,588437.0,37537.0
289,13544.0,75625.0,,18531.0
290,6014.0,22597.0,8262.0,10108.0
291,5555.0,28556.0,,5563.0
292,18686.0,170384.0,241270.0,22183.0
293,9457.0,119104.0,371807.0,10935.0
294,18986.0,168536.0,800395.0,57564.0
295,23564.0,142774.0,284284.0,25241.0
296,14749.0,154748.0,100936.0,308412.0
297,16747.0,248907.0,23548.0,29200.0
298,34045.0,328038.0,1950756.0,51046.0
299,15219.0,82560.0,678998.0,7142.0
300,8923.0,33678.0,,14499.0
301,11786.0,229375.0,506930.0,31921.0
302,10449.0,111541.0,181762.0,10061.0
303,5318.0,261312.0,,14173.0
304,21882.0,1098571.0,785853.0,22466.0
305,11359.0,164563.0,555395.0,105662.0
306,43423.0,107466.0,208634.0,23544.0
307,24616.0,143594.0,1027957.0,24995.0
308,13168.0,79875.0,819668.0,34172.0
309,41056.0,474469.0,56120.0,62652.0
310,7224.0,105920.0,,15669.0
311,14195.0,110576.0,63437.0,55654.0
312,10675.0,25481.0,,210363.0
313,9811.0,234138.0,86813.0,83159.0
314,26345.0,361694.0,292518.0,30205.0
315,18297.0,429329.0,2368721.0,39424.0
316,15730.0,596937.0,436131.0,22775.0
317,7447.0,181621.0,1306955.0,20797.0
318,27522.0,80818.0,220237.0,14506.0
319,13999.0,213087.0,309184.0,36460.0
320,10163.0,50772.0,71517.0,14637.0
321,13290.0,203570.0,954184.0,26896.0
322,13312.0,56008.0,,26381.0
323,10961.0,140863.0,718132.0,18401.0
324,12093.0,161588.0,944565.0,21315.0
325,14414.0,186471.0,443075.0,12892.0
326,8706.0,127935.0,135851.0,19742.0
327,32459.0,155301.0,2454197.0,34108.0
328,26547.0,112877.0,780161.0,46565.0
329,10745.0,304715.0,1309110.0,13637.0
330,5318.0,8599.0,29329.0,7963.0
331,6664.0,42807.0,66448.0,6987.0
332,10103.0,87539.0,242718.0,28112.0
333,8023.0,88828.0,20560.0,8284.0
334,12768.0,113287.0,320898.0,9250.0
335,11366.0,185686.0,501552.0,21718.0
336,7311.0,63607.0,,41798.0
337,17334.0,333039.0,304763.0,28303.0
338,8234.0,53460.0,,17549.0
339,7833.0,82227.0,,60227.0
340,19440.0,194195.0,100412.0,12634.0
341,134841.0,310704.0,520029.0,18783.0
342,6531.0,14466.0,,4614.0
343,13263.0,264830.0,727754.0,17370.0
344,13583.0,157698.0,211533.0,31870.0
345,24593.0,339733.0,1154288.0,27203.0
346,10731.0,82108.0,50680.0,21737.0
347,6060.0,30986.0,93426.0,13690.0
348,5741.0,46073.0,,7921.0
349,43329.0,72320.0,226323.0,23992.0
350,7247.0,87517.0,136499.0,8114.0
351,18668.0,135875.0,119399.0,26723.0
352,14347.0,452695.0,856529.0,9138.0
353,8990.0,37531.0,,11793.0
354,7645.0,51441.0,,5607.0
355,5135.0,280167.0,574047.0,23671.0
356,12554.0,137772.0,21018.0,25486.0
357,5833.0,50482.0,,44795.0
358,21483.0,186858.0,147012.0,22305.0
359,8368.0,139419.0,382162.0,11125.0
360,7097.0,56992.0,226119.0,29665.0
361,8128.0,199317.0,568247.0,54036.0
362,6973.0,68788.0,24787.0,16776.0
363,18427.0,466963.0,410560.0,42719.0
364,7061.0,62806.0,96142.0,27155.0
365,15891.0,209034.0,182599.0,30387.0
366,8777.0,52219.0,,46403.0
367,10019.0,322502.0,754834.0,15987.0
368,7534.0,133400.0,1493627.0,18702.0
369,43930.0,118234.0,32412.0,112971.0
370,5731.0,34981.0,,13319.0
371,8201.0,40506.0,,8121.0
372,6166.0,35572.0,,7195.0
373,21132.0,155192.0,1252296.0,20519.0
374,37341.0,124382.0,718008.0,19048.0
375,13193.0,521161.0,269536.0,30402.0
376,3557.0,40486.0,,5316.0
377,16001.0,193478.0,589091.0,16899.0
378,20778.0,181886.0,524447.0,42410.0
379,11268.0,91706.0,587503.0,37835.0
380,3963.0,64468.0,33273.0,4434.0
381,16351.0,148229.0,324029.0,9134.0
382,11416.0,403174.0,1180968.0,20017.0
383,33541.0,223899.0,761094.0,30222.0
384,5344.0,21620.0,,8785.0
385,5081.0,40028.0,,9973.0
386,14628.0,126171.0,378048.0,14566.0
387,20102.0,240643.0,909826.0,32575.0
388,13188.0,451172.0,2147976.0,27296.0
389,4011.0,49227.0,,6415.0
390,7438.0,47423.0,,6888.0
391,13860.0,203316.0,652944.0,10563.0
392,6294.0,136638.0,,4724.0
393,17636.0,157112.0,1463163.0,43149.0
394,6401.0,82760.0,110313.0,13684.0
395,5857.0,66989.0,578882.0,32863.0
396,6935.0,42522.0,,9368.0
397,7481.0,63804.0,273045.0,15788.0
398,13763.0,342715.0,1079191.0,28982.0
399,60538.0,267358.0,549261.0,20188.0
400,16429.0,245993.0,901441.0,18963.0
401,44109.0,227764.0,866805.0,36861.0
402,12939.0,153069.0,,12888.0
403,5253.0,49623.0,,10280.0
404,11222.0,165284.0,132558.0,23534.0
405,16028.0,90287.0,177758.0,15222.0
406,5229.0,22929.0,91022.0,10800.0
407,85935.0,324195.0,1134988.0,15665.0
408,33421.0,1769435.0,3031772.0,39636.0
409,25513.0,215062.0,69889.0,53820.0
410,7771.0,58996.0,,119732.0
411,11190.0,176901.0,521193.0,20212.0
412,8663.0,157376.0,442937.0,16662.0
413,7856.0,230749.0,1451413.0,13818.0
414,17357.0,227853.0,486486.0,44973.0
415,3616.0,8349.0,20374.0,4262.0
416,32623.0,243518.0,855754.0,19165.0
417,27231.0,110047.0,165574.0,23376.0
418,7983.0,23810.0,4131.0,13519.0
419,23520.0,167055.0,594578.0,11434.0
420,12584.0,92023.0,,17598.0
421,8819.0,60042.0,76502.0,18189.0
422,12486.0,90649.0,32170.0,16291.0
423,10241.0,198738.0,,18934.0
424,2006.0,35061.0,,26785.0
425,9355.0,54228.0,93365.0,10402.0
426,18925.0,141744.0,290518.0,50241.0
427,12094.0,112961.0,1749647.0,23347.0
428,15728.0,464853.0,694276.0,46120.0
429,8688.0,234826.0,,13415.0
430,29376.0,209839.0,477254.0,29058.0
431,18463.0,52837.0,,17715.0
432,31938.0,128656.0,1740846.0,21008.0
433,17443.0,189382.0,717135.0,18775.0
434,13635.0,122038.0,397533.0,25433.0
435,9496.0,115879.0,67488.0,10084.0
436,10131.0,231495.0,536536.0,20865.0
437,2705.0,179810.0,,
438,11428.0,276326.0,1627920.0,47556.0
439,4603.0,19685.0,,23591.0
440,9615.0,236011.0,769229.0,14888.0
441,11369.0,82544.0,2728698.0,28251.0
442,7714.0,18794.0,,6164.0
443,15996.0,358115.0,847356.0,24195.0
444,20128.0,413302.0,240927.0,36081.0
445,4279.0,72761.0,,46369.0
446,5256.0,70556.0,627041.0,18806.0
447,29636.0,98371.0,43455.0,27597.0
448,24790.0,185227.0,275034.0,29902.0
449,8921.0,252923.0,1111421.0,25654.0
450,9452.0,491493.0,122339.0,34162.0
451,11281.0,58433.0,52986.0,18375.0
452,5186.0,76729.0,59880.0,58355.0
453,13470.0,231423.0,94884.0,16653.0
454,8322.0,50107.0,8447.0,25956.0
455,10828.0,179921.0,1416858.0,23777.0
456,6227.0,515958.0,1461479.0,33983.0
457,13359.0,130327.0,316087.0,13161.0
458,6692.0,39694.0,4392.0,41511.0
459,11975.0,90752.0,96665.0,15409.0
460,14523.0,168975.0,528463.0,71419.0
461,9145.0,50125.0,135238.0,8268.0
462,13982.0,136994.0,857544.0,50725.0
463,23193.0,115871.0,195580.0,26962.0
464,5172.0,43339.0,371319.0,8878.0
465,7654.0,69087.0,,9591.0
466,23528.0,195121.0,2407897.0,27993.0
467,5830.0,57117.0,256263.0,25946.0
468,14901.0,152771.0,,12969.0
469,14067.0,122760.0,550941.0,21704.0
470,5011.0,29573.0,,40486.0
471,49100.0,326078.0,832493.0,31305.0
472,4844.0,26460.0,,7424.0
473,7023.0,37487.0,22559.0,8838.0
474,7557.0,204968.0,424314.0,40034.0
475,7162.0,131143.0,1096012.0,28635.0
476,5042.0,92391.0,,
477,49682.0,300066.0,3569415.0,33893.0
478,15975.0,464921.0,983045.0,89498.0
479,4876.0,49933.0,8413.0,18281.0
480,19403.0,240052.0,,30663.0
481,18176.0,251527.0,258835.0,54701.0
482,6364.0,40125.0,,25342.0
483,7235.0,86877.0,20499.0,72829.0
484,18228.0,138110.0,231770.0,10204.0
485,15920.0,448796.0,463052.0,29767.0
486,26591.0,268331.0,570202.0,24190.0
487,5893.0,32037.0,,5180.0
488,4676.0,68391.0,,
489,15060.0,191208.0,62079.0,26266.0
490,12525.0,122244.0,292749.0,52649.0
491,5625.0,121333.0,,25018.0
492,21293.0,140823.0,158158.0,24228.0
493,5486.0,60925.0,27078.0,8820.0
494,12718.0,248180.0,1907370.0,28047.0
495,3731.0,63553.0,159779.0,25549.0
496,6950.0,92123.0,,4069.0
497,5034.0,19181.0,112498.0,20503.0
498,5112.0,55835.0,21447.0,5626.0
499,6758.0,17756.0,,2974.0
500,6115.0,55380.0,247939.0,13985.0
501,236160.0,303356.0,1581888.0,28737.0
502,11525.0,120881.0,917831.0,168553.0
503,7025.0,157179.0,795628.0,27516.0
504,26955.0,228665.0,466724.0,32743.0
505,6878.0,355369.0,1571567.0,29357.0
506,6813.0,148675.0,,26221.0
507,19860.0,130843.0,,24042.0
508,107152.0,305850.0,468471.0,22831.0
509,21980.0,168897.0,85298.0,26717.0
510,16476.0,204036.0,523065.0,34033.0
511,5440.0,20260.0,21398.0,10077.0
512,5389.0,21876.0,,20508.0
513,30248.0,303213.0,513927.0,23426.0
514,6775.0,178842.0,189453.0,12118.0
515,32178.0,318410.0,490794.0,21650.0
516,4321.0,17552.0,,10475.0
517,11590.0,372322.0,127158.0,13103.0
518,16125.0,232088.0,677205.0,25955.0
519,8338.0,135607.0,52686.0,23949.0
520,22940.0,141069.0,434124.0,29446.0
521,25813.0,265483.0,642093.0,35664.0
522,8576.0,61936.0,311093.0,10205.0
523,6627.0,31138.0,,5701.0
524,4790.0,30221.0,43602.0,20794.0
525,16562.0,268489.0,2441934.0,13788.0
526,8707.0,178057.0,345727.0,20233.0
527,2964.0,256523.0,,
528,7440.0,15752.0,,9953.0
529,8378.0,525540.0,84249.0,3669.0
530,9881.0,68955.0,,14560.0
531,12023.0,153111.0,544094.0,34101.0
532,24877.0,252858.0,987105.0,14084.0
533,6539.0,13056.0,,34463.0
534,25112.0,66960.0,,19780.0
535,17004.0,249014.0,1504387.0,20958.0
536,7058.0,49589.0,,13959.0
537,4572.0,23379.0,,10035.0
538,17070.0,191626.0,834258.0,47807.0
539,9136.0,105181.0,626679.0,31834.0
540,7132.0,26795.0,,8565.0
541,6625.0,22073.0,,16481.0
542,8497.0,54092.0,203936.0,18537.0
543,17401.0,102112.0,,40004.0
544,14949.0,111062.0,1192244.0,30538.0
545,16020.0,204838.0,279531.0,45028.0
546,32294.0,646209.0,2663773.0,16507.0
547,68784.0,193368.0,684570.0,35406.0
548,8408.0,107543.0,11185.0,22845.0
549,16570.0,216776.0,156323.0,22613.0
550,12488.0,146183.0,1159438.0,14373.0
551,5635.0,66382.0,728177.0,9749.0
552,9124.0,68310.0,136968.0,16720.0
553,11066.0,230516.0,192354.0,17878.0
554,12978.0,188883.0,1001677.0,33982.0
555,7532.0,64568.0,287265.0,20377.0
556,7456.0,51408.0,,6488.0
557,5751.0,47246.0,,4029.0
558,9434.0,57776.0,594260.0,20920.0
559,28167.0,472749.0,443558.0,26046.0
560,200940.0,201979.0,96576.0,41618.0
561,7845.0,213861.0,1612208.0,17966.0
562,12882.0,1617526.0,30903.0,124618.0
563,5201.0,74128.0,,25662.0
564,9907.0,337000.0,376291.0,17643.0
565,28003.0,290444.0,159435.0,15440.0
566,23330.0,298905.0,249859.0,19024.0
567,12402.0,227231.0,622727.0,12945.0
568,5965.0,24743.0,30971.0,4025.0
569,10553.0,100302.0,54027.0,42984.0
570,6446.0,18453.0,,
571,45606.0,203039.0,94355.0,37240.0
572,28876.0,194148.0,815393.0,24864.0
573,9195.0,111790.0,,25831.0
574,9556.0,110017.0,592370.0,17872.0
575,9880.0,123810.0,,14051.0
576,14185.0,195840.0,63268.0,40953.0
577,14740.0,267858.0,737831.0,9078.0
578,9674.0,198375.0,354134.0,23892.0
579,3880.0,20094.0,,9008.0
580,10579.0,36904.0,,9696.0
581,7440.0,11911.0,,
582,10865.0,47371.0,,9688.0
583,4726.0,16700.0,21340.0,18766.0
584,8654.0,95462.0,965846.0,25640.0
585,11902.0,456800.0,1546127.0,27172.0
586,16204.0,256462.0,86858.0,34763.0
587,25985.0,495199.0,544581.0,46895.0
588,8158.0,220790.0,1024366.0,21311.0
589,11096.0,87572.0,17107.0,37898.0
590,4376.0,46386.0,310979.0,17615.0
591,3417.0,52502.0,,
592,9249.0,47357.0,124852.0,40341.0
593,17430.0,179792.0,170831.0,23913.0
594,17625.0,653684.0,1074265.0,38088.0
595,8687.0,127229.0,396043.0,44314.0
596,27990.0,151631.0,466043.0,35168.0
597,12609.0,108657.0,234419.0,30676.0
598,5450.0,62499.0,35236.0,7675.0
599,15858.0,120695.0,189088.0,7276.0
600,8162.0,51253.0,165135.0,21144.0
601,8705.0,57661.0,54796.0,15526.0
602,20605.0,248188.0,1066050.0,45507.0
603,13554.0,190874.0,882760.0,26563.0
604,9460.0,96808.0,1001244.0,5024.0
605,4731.0,10185.0,,
606,23650.0,206262.0,958925.0,22879.0
607,11230.0,86037.0,39757.0,13907.0
608,11635.0,248808.0,1191050.0,18517.0
609,7195.0,21740.0,,3287.0
610,21804.0,164132.0,7235775.0,15737.0
611,27489.0,138505.0,166927.0,18704.0
612,18845.0,253238.0,,55403.0
613,6534.0,134482.0,440302.0,51205.0
614,35728.0,162102.0,632282.0,17332.0
615,10855.0,86241.0,68101.0,25188.0
616,5594.0,19571.0,,6469.0
617,9316.0,332265.0,862883.0,21919.0
618,11914.0,249088.0,57894.0,30484.0
619,5270.0,79650.0,,19754.0
620,18153.0,299409.0,783262.0,13004.0
621,6390.0,30378.0,9250.0,8403.0
622,13720.0,114386.0,242969.0,43646.0
623,5432.0,42361.0,50568.0,8692.0
624,6542.0,14353.0,,4986.0
625,7619.0,47706.0,7211.0,11759.0
626,5316.0,14472.0,,7066.0
627,11148.0,123576.0,34587.0,17022.0
628,5223.0,155864.0,886836.0,13157.0
629,6939.0,40948.0,389853.0,39503.0
630,18133.0,158026.0,200046.0,23683.0
631,26634.0,111575.0,68651.0,34890.0
632,14408.0,171522.0,57837.0,17971.0
633,25318.0,189274.0,311256.0,47248.0
634,13282.0,230203.0,404083.0,26807.0
635,9692.0,400720.0,1094193.0,11589.0
636,9675.0,146876.0,1050195.0,14087.0
637,11456.0,105160.0,,26205.0
638,13898.0,249201.0,490420.0,37135.0
639,10788.0,129128.0,360884.0,18732.0
640,11397.0,350623.0,1301523.0,34405.0
641,24507.0,359364.0,824171.0,24436.0
642,19223.0,209578.0,353788.0,49577.0
643,10046.0,109232.0,545273.0,11748.0
644,7545.0,55215.0,21466.0,12996.0
645,16207.0,319259.0,1001087.0,27709.0
646,5953.0,57466.0,,5954.0
647,4112.0,61742.0,,
648,13915.0,131329.0,156928.0,20771.0
649,4573.0,57161.0,,12125.0
650,6315.0,46974.0,,14810.0
651,14283.0,90374.0,96023.0,24784.0
652,29806.0,162756.0,,21545.0
653,6801.0,39726.0,27881.0,24411.0
654,27977.0,182803.0,459619.0,30313.0
655,4373.0,11947.0,10301.0,8449.0
656,50932.0,306058.0,606600.0,22724.0
657,18844.0,216248.0,1792425.0,30903.0
658,8733.0,45567.0,89746.0,9618.0
659,6047.0,14209.0,,7791.0
