고객번호,매출증감,증감확인
143,28.21219534854913,증가
144,-0.39959961144559003,감소
145,67.91458606879193,증가
146,-38.53407817307936,감소
147,-34.998747645627816,감소
148,17.722621578598343,증가
149,-14.472996944967509,감소
150,-32.27095289419198,감소
151,37.109632312098334,증가
152,3.9499366989578837,감소
153,-13.681114545187945,감소
154,-4.590563294373324,감소
155,41.60017747977468,증가
156,-22.750472403514664,감소
157,22.63124054530032,증가
158,24.191816749881124,증가
159,-5.955291374111999,감소
160,-4.641567351268796,감소
161,-66.36488060811831,감소
162,24.48870056796543,증가
163,30.148353716448796,증가
164,-12.818371606067377,감소
165,16.942529487952452,증가
166,23.72290912523118,증가
167,26.830321199797908,증가
168,1.5871052979186233,감소
169,12.707144084286865,증가
170,35.745768296323796,증가
171,52.35074621411982,증가
172,31.290439626112132,증가
173,8.074979031384729,증가
175,24.89788907428093,증가
176,-0.38157974571369885,감소
177,-13.439739825076568,감소
178,-0.9686749279515074,감소
179,-6.205759307270924,감소
180,4.421412532018371,감소
181,31.39783827582835,증가
182,42.046338969733284,증가
183,-15.409789367504182,감소
184,-71.3667174162795,감소
185,97.6854447327754,증가
186,-53.84490136964727,감소
187,-35.12195294682736,감소
188,16.548177584450066,증가
189,22.289175403920048,증가
190,-42.728209649833495,감소
191,23.203210466025137,증가
192,77.73970678099154,증가
193,19.866610164932304,증가
194,11.609546227285357,증가
195,31.075734594666056,증가
196,11.313139492231967,증가
197,76.58381619909204,증가
198,46.2943880798062,증가
199,45.23231165675675,증가
200,-51.54895277904967,감소
201,7.8674162603368725,증가
202,33.7779347625497,증가
203,6.417281536906009,감소
204,6.444772983127657,감소
205,-33.35748290401565,감소
206,11.70093333872057,증가
207,16.898984725987663,증가
208,-86.488493349919,감소
209,-26.578758372036987,감소
210,35.357636809262,증가
211,52.56799440192212,증가
212,-4.8230800873491315,감소
213,30.508788573935043,증가
214,12.274653417748576,증가
215,37.26459522553785,증가
216,-0.8045742913103312,감소
217,3.037913354820761,감소
218,59.84617079765676,증가
219,-2.6995659504412544,감소
220,25.21244139831456,증가
221,11.379223987073992,증가
222,30.87707573853571,증가
223,74.32921461373513,증가
224,-41.19895116220681,감소
225,-17.72287485530894,감소
226,9.394468858650571,증가
227,8.5819284839293,증가
228,34.29011642100396,증가
229,42.237167319833894,증가
230,2.1585430021880274,감소
231,0.3409569914434831,감소
232,38.503809457375155,증가
233,28.162620995163834,증가
234,77.42625698052078,증가
235,-9.221142713724175,감소
236,18.864048346833055,증가
237,16.3255475667554,증가
238,49.01566134571465,증가
239,-16.36534679216237,감소
240,-5.187120791257498,감소
241,5.275415301579629,감소
242,50.417026849415734,증가
243,42.82237455541208,증가
245,20.77956705461205,증가
246,57.88094379029561,증가
247,-5.262240984436691,감소
248,23.30339539978094,증가
249,-30.803444959452904,감소
250,36.49458310831728,증가
251,-2.561268256413588,감소
252,-48.59144914201483,감소
253,-11.567989801279673,감소
254,0.9640269296330767,감소
255,-43.82766455824279,감소
256,24.76597242988729,증가
257,-14.130265175589374,감소
258,58.268305401066186,증가
259,-37.564229268614326,감소
260,-11.736233895790125,감소
261,-41.322102624123005,감소
262,4.107359021553299,감소
263,2.603715349894991,감소
264,22.864004801043624,증가
265,-29.029652649876407,감소
266,33.97835548696206,증가
267,-6.641999299261565,감소
268,-42.22645630706399,감소
269,-11.655866771249034,감소
270,18.831121159541595,증가
271,15.054962045266382,증가
272,18.613540566348373,증가
273,23.078147179763263,증가
274,37.03195317325699,증가
275,12.288730634114861,증가
276,5.53127070173638,감소
277,15.775440838653878,증가
278,-38.69495233430199,감소
279,-7.052640675945534,감소
280,-13.631654268664517,감소
281,42.30587921035095,증가
282,5.0006111380194636,감소
283,-4.792549567158436,감소
284,8.043035931977442,증가
285,41.6347141637608,증가
286,-12.857557584151383,감소
287,40.614030767767716,증가
288,10.127110401679461,증가
289,29.739403869369884,증가
290,46.40405206985883,증가
291,35.286976176871626,증가
292,5.019946984297055,감소
293,43.861118095966454,증가
294,52.886985218335994,증가
295,73.98099070497783,증가
296,-71.12766781657291,감소
297,45.126875780241235,증가
298,59.37109337712776,증가
299,-58.922414920048595,감소
300,1.9642536801966246,감소
301,-39.39125998905738,감소
302,-6.61573880539715,감소
303,-50.037299313148154,감소
304,79.60248529672272,증가
305,18.55963403615806,증가
306,48.03936519270519,증가
307,-16.739065127291727,감소
308,-12.038623892085184,감소
309,13.005761266908689,증가
310,-2.8330059726620433,감소
311,-8.920904081504883,감소
312,27.954463326830847,증가
313,-46.44608875646638,감소
314,-76.81752960576601,감소
315,56.98648639259962,증가
316,3.323004227778549,감소
317,49.75943940252815,증가
318,-0.1657774681928877,감소
319,-16.686299402624037,감소
320,-13.6960838067647,감소
321,-40.45401423431228,감소
322,33.92478792592817,증가
323,-19.207066302384504,감소
324,39.287325459323995,증가
325,-32.327055455924366,감소
326,-11.63693622677118,감소
327,-13.034437691441065,감소
328,15.499190046338265,증가
329,-18.24259037321339,감소
330,90.66710748435301,증가
331,-2.184769622139635,감소
332,-9.07150476849034,감소
333,28.92896174394441,증가
334,58.46522480471889,증가
335,4.5062984691894945,감소
336,-17.135057103387933,감소
337,18.363678490710537,증가
338,-5.815441265874689,감소
339,17.213967614920143,증가
340,-22.647807290189544,감소
341,65.65247306547194,증가
342,1.6657697312681254,감소
343,-21.438296897770183,감소
344,-41.96955808814777,감소
345,-30.744511210288834,감소
346,43.95844503828755,증가
347,-11.195149431509153,감소
348,-2.1101496608380703,감소
349,-3.0998785292281696,감소
350,60.09901521091319,증가
351,-61.84357335131634,감소
352,28.177975946732825,증가
353,35.03714640299106,증가
354,25.02613549711676,증가
355,25.84124202405384,증가
356,30.941032514300215,증가
357,10.003627301929017,증가
358,55.593950045877804,증가
359,-10.455753578830775,감소
360,33.243161049648236,증가
361,11.182423995760036,증가
362,39.26189222606843,증가
363,-68.02130899055592,감소
364,84.47329714856468,증가
365,-79.90486254641318,감소
366,36.95892240671723,증가
367,-18.848131369527444,감소
368,59.86168069579206,증가
369,-25.248093262705794,감소
370,1.4859501751607445,감소
371,10.658628542535405,증가
372,24.130580840775337,증가
373,86.81114542929971,증가
374,-0.44127402516824754,감소
375,-39.871007979816106,감소
376,28.864232142998564,증가
377,6.612799725509452,감소
378,8.904044489263585,증가
379,32.47606752600522,증가
380,24.38008901643112,증가
381,42.20691996033889,증가
382,-57.17006822113697,감소
383,13.945186741314991,증가
384,43.33918488588744,증가
385,16.73669734218241,증가
386,-23.303420100065903,감소
387,40.96223917577863,증가
388,-34.904459251229305,감소
389,3.5366632825855318,감소
390,15.29287098659759,증가
391,7.217573777559841,증가
392,46.97660708529653,증가
393,-28.930949929017835,감소
394,-7.686093811443848,감소
395,37.27964342666779,증가
396,-7.135278279773324,감소
397,28.167632784712726,증가
398,49.62743323159416,증가
399,-0.3635475188823163,감소
400,-17.222923633015576,감소
401,-65.22990491821878,감소
402,-31.12702185806387,감소
403,13.7535872574579,증가
404,27.0133805664986,증가
405,-42.34526004869144,감소
406,30.947588508535397,증가
407,-18.535522625468477,감소
408,44.62882060922135,증가
409,-59.014797271352684,감소
410,51.051484072606776,증가
411,-26.227680958104767,감소
412,-50.707502500701,감소
413,61.87029036904115,증가
414,-24.151170775477222,감소
415,43.20714604407093,증가
416,-38.88103333895704,감소
417,-43.61148939526453,감소
418,32.33748367732895,증가
419,-9.942793103448276,감소
420,24.66438524294275,증가
421,12.666276212831965,증가
422,7.336281430770931,증가
423,-12.879763197539184,감소
424,25.29364146755451,증가
425,28.985223420677563,증가
426,77.46763948784644,증가
427,10.659590339744392,증가
428,-56.7507044580466,감소
429,-55.94469308118363,감소
430,11.487088481817489,증가
431,35.944465683223434,증가
432,-26.52890145545613,감소
433,-22.115958415991944,감소
434,14.146225668724153,증가
435,-44.42037162327562,감소
436,1.948555624056271,감소
437,84.21844729563753,증가
438,-19.874911948380095,감소
439,60.55205972909019,증가
440,-46.34054532358701,감소
441,84.17674221067733,증가
442,19.011421518309483,증가
443,68.6658556651119,증가
444,61.97815182584522,증가
445,30.0272520869724,증가
446,21.14239374624219,증가
447,72.73591898574836,증가
448,25.260726398021415,증가
449,48.753831998873686,증가
450,-3.800071499020058,감소
451,2.7274882033913106,감소
452,81.62331255338745,증가
453,55.73230827601749,증가
454,29.55250184190012,증가
455,-41.01166395988829,감소
456,81.15954621667056,증가
457,-23.172892787619027,감소
458,24.123698243795268,증가
459,4.307162361320483,감소
461,45.49368095377476,증가
462,3.9590642937324567,감소
463,12.196109030481416,증가
464,0.782046096193222,감소
465,1.5701014889882847,감소
466,47.81911100803028,증가
467,-11.501039337718087,감소
468,-0.7720737536319433,감소
469,-2.33954766358486,감소
470,20.446182433556235,증가
471,69.12375629107645,증가
472,20.891806043707746,증가
473,3.13302225973823,감소
474,-6.023565503147153,감소
475,-30.93388369968223,감소
476,22.75729457845303,증가
477,22.952174339872048,증가
478,-11.421370819648489,감소
479,41.477549294528146,증가
480,15.312127707591669,증가
481,-5.750294630143176,감소
482,54.52151683544637,증가
483,-9.996625566262828,감소
484,9.076637790666933,증가
485,26.76396000287255,증가
486,-35.090766185804014,감소
487,40.47286281447967,증가
488,12.463749961274925,증가
489,0.2801260178310849,감소
490,23.375373944740634,증가
491,14.09937700107091,증가
492,7.532663380991969,증가
493,11.045376690073201,증가
494,23.048307946690745,증가
495,-28.25235855608728,감소
496,-17.891452153486934,감소
497,7.2631454572943355,증가
498,11.458844126544278,증가
499,4.279938901533119,감소
500,3.8370034347267197,감소
501,26.8564206812653,증가
502,-28.725956963704334,감소
503,22.40342760126206,증가
504,-25.168966146064243,감소
505,-20.26208388870622,감소
506,1.5334135028345646,감소
507,6.185017448034329,감소
508,-45.729393246303815,감소
509,-5.500833682231184,감소
510,-6.822262889537339,감소
511,5.310863616063177,감소
512,18.76944792870614,증가
513,63.47901893638912,증가
514,55.31441484782499,증가
515,2.5196444884513682,감소
516,2.17248836878922,감소
517,30.036987671505706,증가
518,-41.98241302148976,감소
519,83.18151830479124,증가
520,-55.25034574494041,감소
521,0.062246230162133334,감소
522,22.00944561469516,증가
523,3.1693603328270044,감소
524,-8.239447424766638,감소
525,-37.65216493865716,감소
526,-9.318808223540737,감소
527,52.48876669055833,증가
528,25.231798989691445,증가
529,-58.76630489658754,감소
530,15.756466119740898,증가
531,62.66337878682264,증가
532,12.567461518002357,증가
533,6.926616869157664,감소
534,44.205395748861356,증가
535,25.598908964426343,증가
536,17.10793457620837,증가
537,32.66189344711145,증가
538,49.20055664422628,증가
539,7.975140982394345,증가
540,35.13915546608023,증가
541,37.20775419475872,증가
542,52.63487538224854,증가
543,-14.715266031701733,감소
544,-50.68377788225907,감소
545,47.25839835404904,증가
546,9.5314363101768,증가
547,-9.432364247225786,감소
548,-10.736277834431526,감소
549,-27.430339927255144,감소
550,86.86159532940661,증가
551,45.08333709498804,증가
552,23.25962719127111,증가
553,-2.6692410271894644,감소
554,-1.013576966119153,감소
555,24.301249527836564,증가
556,-20.963854395897506,감소
557,-11.918077700754527,감소
558,9.23754954788471,증가
559,-43.07962088545388,감소
560,26.65304261741772,증가
561,45.18612157017636,증가
562,-34.97901152399407,감소
563,10.69002559590155,증가
564,8.325570395442304,증가
565,-13.730559288459323,감소
566,-0.21765334972268002,감소
567,-58.393691699926684,감소
568,74.48103852118412,증가
569,34.30271719571198,증가
570,-13.492105940092248,감소
571,-31.669238829723117,감소
572,47.52610231714004,증가
573,73.03395635438181,증가
574,-12.184950277225918,감소
575,22.182913104663836,증가
576,57.60654265684948,증가
577,28.53303931754122,증가
578,-26.45884995112916,감소
579,-47.1014717850908,감소
580,6.772413424522915,감소
581,13.608504241038085,증가
582,7.784237796374082,증가
583,-14.094042366406809,감소
584,-37.07017055118981,감소
585,46.02520180077727,증가
586,9.563525215445964,증가
587,58.20510752324519,증가
588,-61.50270443894724,감소
589,-34.27380658120347,감소
590,59.43298698947629,증가
591,18.634295887935156,증가
592,33.95723790491166,증가
593,54.62870881624761,증가
594,57.4660178357008,증가
595,13.807057501158656,증가
596,-50.9436465397644,감소
597,-6.952976256738795,감소
598,37.779480328481064,증가
599,10.235247898716173,증가
600,38.58605948409723,증가
601,1.1801686736393775,감소
602,54.328581108348736,증가
603,-46.290372097644095,감소
604,-20.33501832771743,감소
605,7.7641529178297395,증가
606,-61.59271943332306,감소
607,34.3433319800815,증가
608,9.483590503340373,증가
609,36.03099512893581,증가
610,41.858055571630324,증가
611,-11.228692147652653,감소
612,-22.15281762654021,감소
613,-15.624438089155612,감소
614,11.136740734581169,증가
615,0.48433601298911566,감소
616,16.67196084179934,증가
617,12.147982132594974,증가
618,36.063663110045354,증가
619,-16.368135258147564,감소
620,16.223991325163805,증가
621,12.417402656407948,증가
622,-31.9694242580765,감소
623,39.167143674871205,증가
624,-19.076777451710704,감소
625,-2.0815945965540554,감소
626,29.7213221913409,증가
627,32.78054751263236,증가
628,-38.416295735405576,감소
629,36.44731249568657,증가
630,-43.17856566353765,감소
631,3.797185679139581,감소
632,62.128136839403446,증가
633,44.610647015407494,증가
634,-26.71988376973114,감소
635,-54.57395217691339,감소
636,-66.21547116531406,감소
637,11.257739818873096,증가
638,7.481078451514786,증가
639,-21.298896337811126,감소
640,-1.6429140755184042,감소
641,54.434851991705656,증가
642,15.167432075604692,증가
643,2.9426218280039307,감소
644,14.407604480666011,증가
645,-11.570704410270933,감소
646,-4.3124245017556095,감소
647,17.289196176427165,증가
648,-30.899503246152037,감소
649,12.016850798318874,증가
650,-1.6796897826417634,감소
651,9.705289201310805,증가
652,31.482202965414746,증가
653,24.873602709643542,증가
654,46.05257811768983,증가
655,-3.88461886321872,감소
656,51.68687350553331,증가
657,-20.047008083536767,감소
658,-24.35725469765985,감소
659,5.335850013656405,감소
660,14.312435064882603,증가
661,-14.145683919857602,감소
662,-5.228425744774608,감소
663,29.958618925147267,증가
664,2.183725616256051,감소
665,30.54121996924051,증가
666,36.55892112801133,증가
667,-39.27629650070096,감소
668,-89.64219306220143,감소
669,-2.680820375712376,감소
670,-24.35663455897331,감소
671,-19.53532405087415,감소
672,-5.270310013020044,감소
673,8.111568722440964,증가
674,-82.06478508509602,감소
675,44.76246504676059,증가
676,-8.39548724240001,감소
677,8.838185423175748,증가
678,10.291966465515388,증가
679,-2.8381010839318437,감소
680,31.87731936865869,증가
681,-13.674028047394104,감소
682,-3.9213169859773154,감소
683,-36.37640054555793,감소
684,24.471554464915076,증가
685,20.47849691461318,증가
686,-33.573089527834945,감소
687,-13.486237932454426,감소
688,32.30753375775829,증가
689,-7.534908925427828,감소
690,7.858824694879446,증가
691,7.539311640911432,증가
692,55.71832951712567,증가
693,23.929726958756163,증가
694,55.5923576019272,증가
695,26.906161060887246,증가
696,8.520333431718143,증가
697,29.684540928757702,증가
698,70.89599126344504,증가
699,-40.00869422259057,감소
700,15.154634554582975,증가
701,45.15231736816526,증가
702,21.228097868981845,증가
703,26.228183187403086,증가
704,76.0541426311809,증가
705,7.318901125934779,증가
706,26.335963600040145,증가
707,32.14592902755199,증가
708,8.974522183218363,증가
709,-39.35035361178,감소
710,-6.4647656825109046,감소
711,-26.789157376018576,감소
712,29.355134648745484,증가
713,-10.208541909891593,감소
714,11.12395629960107,증가
715,19.503124999789353,증가
716,16.062451730566007,증가
717,-51.71902338678438,감소
718,26.280208878052296,증가
719,14.732787162891405,증가
720,-6.46722698473113,감소
721,24.915412758819443,증가
722,25.1026858131915,증가
723,-16.373364573614158,감소
724,38.082760065735926,증가
725,14.307324851264857,증가
726,32.13521324690602,증가
727,-54.288408024367065,감소
728,-13.466826452886673,감소
729,-10.428328463464915,감소
730,-37.073216839368335,감소
731,-12.377636046255445,감소
732,6.781036953775218,감소
733,13.184307822834063,증가
734,35.86447145814528,증가
735,14.680488421882727,증가
736,28.38165123379346,증가
737,55.24192764138566,증가
738,79.00373761895419,증가
739,51.31761127174877,증가
740,22.067079128208768,증가
741,3.947387851886856,감소
742,-1.569335018960744,감소
743,4.309624052521484,감소
744,6.01098740165695,감소
745,51.543373623258915,증가
746,24.62953020858327,증가
747,35.68272020604574,증가
748,53.8746865337179,증가
749,-31.9908104435084,감소
750,-21.884785492913785,감소
751,2.556308415239935,감소
752,2.2834063774754867,감소
753,36.30330337536118,증가
754,-43.38394389486062,감소
755,44.397597808369206,증가
756,-30.340634011115657,감소
757,74.06675160494403,증가
758,46.53533887093853,증가
759,-24.93078382034019,감소
760,19.283680024355256,증가
761,80.57310920600543,증가
762,21.044809701365523,증가
763,24.396290490569626,증가
764,8.621144912005771,증가
765,70.60236739739102,증가
766,37.019216362892024,증가
767,-38.21741476885976,감소
768,46.04726414143565,증가
769,-30.53200205860974,감소
770,-6.918690322785231,감소
771,1.3893941071343845,감소
772,-14.003580744934194,감소
773,-8.393723284296879,감소
774,-23.69242748001903,감소
775,46.18664031233089,증가
776,14.327984909892336,증가
777,-49.546277852777244,감소
778,5.9607863343824,감소
779,15.03728217142641,증가
780,30.226033441527537,증가
781,-64.93427308662832,감소
782,-36.842456774347134,감소
783,14.6082831895523,증가
784,-6.8395758008867285,감소
785,20.94449495006568,증가
786,27.70401812085479,증가
787,23.079714338445754,증가
788,6.230540268445333,감소
789,-11.774015017265027,감소
790,-7.329168141898602,감소
791,-51.290162268660886,감소
792,28.22478684459957,증가
793,-36.47207604668804,감소
794,30.902655027632026,증가
795,-16.977645761136735,감소
796,8.418700387138157,증가
797,-8.175197366652277,감소
798,1.3057969927229467,감소
799,67.76987360495015,증가
800,32.24065517166339,증가
801,10.880309465400204,증가
802,16.307297712549666,증가
803,-19.416963264085744,감소
804,-11.508950095262094,감소
805,19.74210123335438,증가
806,77.28313995963036,증가
807,0.07195657746264086,감소
808,23.298590457908094,증가
809,29.6114214430933,증가
810,-12.663084225022509,감소
811,-32.94683123106086,감소
812,26.26833518951115,증가
813,17.769501775627653,증가
814,39.16177631239982,증가
815,-47.46508379888268,감소
816,-36.965749219592055,감소
817,20.273617275405577,증가
818,28.129163076978976,증가
819,24.866978935071902,증가
820,16.791571093919842,증가
821,19.104779985050172,증가
822,11.207839550928535,증가
823,6.757732014179927,감소
824,-4.285652662067523,감소
825,70.15618079591066,증가
826,16.19291077990551,증가
827,-21.96258756749151,감소
828,-80.07860860342387,감소
829,75.07207514882658,증가
830,15.772233121333995,증가
831,33.40996977353677,증가
832,41.244874091169805,증가
833,-27.953826879217118,감소
834,45.5172135947345,증가
835,-28.593562975627666,감소
836,46.56932830527298,증가
837,10.31092569350566,증가
838,25.680424465749237,증가
839,4.242195467028345,감소
840,7.094279969273119,증가
841,10.740049794348645,증가
842,-18.84241386260115,감소
843,5.622433233257532,감소
844,46.75240335743951,증가
845,28.68774645451031,증가
846,-22.68025648331352,감소
847,-8.232273452019252,감소
848,-3.9539448227586753,감소
849,15.732128021996191,증가
850,30.912718620842693,증가
851,15.676913830836744,증가
852,-18.65401484793905,감소
853,19.486045549749207,증가
854,-8.727049892131003,감소
855,24.017442855248326,증가
856,30.593884880808474,증가
857,40.587769986974365,증가
858,70.54564834655363,증가
859,42.74437098992286,증가
860,11.19232273380083,증가
861,35.50871163240921,증가
862,4.851445229544107,감소
863,-27.655723117952103,감소
864,4.483460674219172,감소
865,-0.9911020401978524,감소
866,29.30793547156641,증가
867,28.491781532406442,증가
868,-10.856775033568672,감소
869,27.767431435434712,증가
870,-43.90173990898446,감소
871,-1.9589463164884604,감소
872,-28.095158669710163,감소
873,30.921348413047177,증가
874,-1.7921786458352655,감소
875,-42.5989261813547,감소
876,-31.867561493384823,감소
877,10.915478779093178,증가
878,32.17730334888631,증가
879,15.655231968598942,증가
880,5.177674275838989,감소
881,-14.718529726877625,감소
882,79.91601161556667,증가
883,-14.07711159355212,감소
884,-69.68169834132568,감소
885,14.77621198131803,증가
886,36.482710901064195,증가
887,23.825558804398838,증가
888,11.171779937781478,증가
889,-1.0727562026528485,감소
890,-19.880070999734727,감소
891,46.14125178424561,증가
892,31.715158334672882,증가
893,32.74159396139346,증가
894,-7.080502503439451,감소
895,5.305457266602089,감소
896,7.8919692100328716,증가
897,8.045838536585677,증가
898,61.78642726006681,증가
899,9.467716599557393,증가
900,30.862241891518565,증가
901,24.914683347774865,증가
902,8.082289715018243,증가
903,14.27141832020091,증가
904,-10.190989614713613,감소
905,-92.8317531106918,감소
906,20.87541727696289,증가
907,-0.68056005222625,감소
908,-43.11433474727196,감소
909,-6.175695505224627,감소
910,10.437352489223876,증가
911,-7.656790889679829,감소
912,-24.524151973770415,감소
913,-4.004176299903775,감소
914,58.13100824679044,증가
915,94.48776063403271,증가
916,66.98798560819655,증가
917,18.28354228484726,증가
918,37.300162557004526,증가
919,13.74409089674297,증가
920,-8.914759401116017,감소
921,-41.55536168356545,감소
922,-11.194253853099903,감소
923,35.90915758403387,증가
924,-24.116102170610876,감소
925,-6.465465794045784,감소
926,31.16921504416811,증가
927,35.59291201370448,증가
928,6.286797267417735,감소
929,-12.189119297438461,감소
930,-17.920182868594512,감소
931,31.95613708595583,증가
932,7.159117611402384,증가
933,40.22780173706425,증가
934,25.042036547186523,증가
935,-30.844312385384487,감소
936,47.10384259777107,증가
937,7.684380223300686,증가
938,23.829641668650304,증가
939,37.4901029188926,증가
940,45.545643124042364,증가
941,33.35419820184252,증가
942,-3.898861984788244,감소
943,30.70015141028268,증가
944,-7.065708035349931,감소
945,-6.232664022130453,감소
946,-17.53394365371827,감소
947,-57.49972579483455,감소
948,85.09962544515054,증가
949,-25.718678206218915,감소
950,40.810832604502004,증가
951,71.20477113344388,증가
952,-22.166592640881706,감소
953,23.779419428653583,증가
954,-15.24274836980927,감소
955,10.395728293688272,증가
956,13.172202845815889,증가
957,50.79651757867185,증가
958,21.84587320985624,증가
959,22.510754532598142,증가
960,-97.13830728496335,감소
961,-14.34551032485834,감소
962,21.482004846320624,증가
963,-2.7240837695793814,감소
964,9.377994640952522,증가
965,3.061197575198997,감소
966,-35.88217737211685,감소
967,-9.938819592713289,감소
968,29.00877235618049,증가
969,5.2795429745169775,감소
970,-7.685117708564368,감소
971,3.0857078035892775,감소
972,-37.055149167856094,감소
973,26.25494004196173,증가
974,7.8992076090842245,증가
975,-35.127474570998196,감소
976,-8.767540120739675,감소
977,-1.282481867231448,감소
978,17.888977437868753,증가
979,3.159566646220341,감소
980,42.6021360342683,증가
981,46.98063821741801,증가
982,70.8734971535526,증가
983,17.882642621398954,증가
984,-66.5868556535011,감소
986,46.97538228905421,증가
987,7.414084451205914,증가
988,-98.84205976494916,감소
989,-44.47244682093967,감소
990,-42.3052150829462,감소
991,13.448233097240033,증가
992,15.54840725916877,증가
993,50.382880794113326,증가
994,-29.71831424222811,감소
995,-3.5920464958467826,감소
996,34.20461656947416,증가
997,-29.984999768904004,감소
998,59.54418844616548,증가
999,67.33309362195756,증가
1000,-8.712636473362654,감소
1001,14.41645990437623,증가
1002,70.49337689566316,증가
1003,17.068277094586065,증가
1004,-53.090518190600775,감소
1005,6.957510569627267,감소
1006,0.00951190811155019,감소
1007,-26.42059158353754,감소
1008,-2.20796143276392,감소
1009,38.693008688433345,증가
1010,18.268821865290505,증가
1011,-56.263190330300795,감소
1012,6.171095782005505,감소
1013,-33.388988218566986,감소
1014,14.208110327016579,증가
1015,-0.21912118977309114,감소
1016,-15.68494164753427,감소
1017,-65.2699478954193,감소
1018,1.8915709403268897,감소
1019,-24.98200453603695,감소
1020,-37.52893543363294,감소
1021,41.33982770744487,증가
1022,-31.35657747826081,감소
1023,-51.66332954662881,감소
1024,45.473739918016506,증가
1025,27.783195571647152,증가
1026,19.28648891750594,증가
1027,-9.652282618249117,감소
1028,12.054629625780287,증가
1029,18.34417053844404,증가
1030,-18.1238543984105,감소
1031,-6.183866670082755,감소
1032,22.357899446816333,증가
1033,28.733270989579907,증가
1034,-6.594665539002935,감소
1035,25.672819464407638,증가
1036,19.091336843508437,증가
1037,-7.124402988068324,감소
1038,-20.278264548014043,감소
1039,-48.89439097806044,감소
1040,6.262887552887624,감소
1041,22.225690189693044,증가
