고객번호,가구류cv,고급식료품cv,기타cv,기호품cv,도서음반cv,레저취미cv,문구류cv,사치품cv,생활잡화cv,식료품cv,의류잡화cv,전자제품cv,차량용품cv,화장품cv
26,0.5519374366415009,0.0,2.290751425274192,1.869674695730877,0.0,1.2984901691425417,0.5731749078645757,1.9748887934768455,2.587178650595054,2.396360301643197,1.5737623171331723,0.7268930321398941,0.0,1.5144400653892847
27,0.40824826288491445,1.3042224176099642,0.8590442362872424,0.76829085278405,0.0,0.7266681929692517,0.0,0.9619090910713449,0.6190094745392365,4.479830642140463,1.4068267358629527,0.0,0.0,1.3676876297789085
28,0.0,0.6963477265638268,0.5515131324668732,0.4082484687379441,0.0,0.0,0.4082454262854813,0.0,1.5372241926048535,3.3293399975675197,0.5159140393176468,0.0,0.0,1.0034984528699837
29,1.5625785924257454,0.6421145345688679,1.3204973231726431,1.934783326727441,0.0,2.0313420080957867,0.0,0.6962057859098586,1.2026876696393698,3.1128186656327683,5.399160310940491,0.6156987595820205,0.0,1.7249658385316065
30,0.72754329879013,3.407190461676987,1.2566906112467047,1.2497604246972374,0.0,0.4082482878893848,0.616758948423944,0.995071121965484,3.733552198381536,5.099163704723985,2.3492400634714574,0.40824819300105947,0.0,1.3902930737464811
31,0.9175541237528667,0.6170742488694068,1.8301651960814918,2.6880581359333475,0.0,0.0,0.40824763469274233,0.0,1.9529702281055448,4.456385630225391,1.6629077142519648,0.40824821216427126,0.0,0.6923844886055825
32,0.9098136480584843,0.9161508094229805,0.9450051162697377,2.061602777473207,0.0,0.5626221621438913,0.4492213266970525,0.4082479832652831,1.4811241758402582,3.5623678602228193,0.9113318278779359,0.0,0.0,1.3214834434446971
33,0.6854540830882572,0.0,0.5248108260572616,3.2283718690619394,0.0,0.40824932586600293,0.0,0.0,1.743992895184414,7.654271319437309,0.7570973690690997,0.0,0.0,1.0947247293797373
34,0.40824816501228406,0.0,0.8365922606431296,1.1381400144081075,0.0,0.0,0.0,0.0,2.371701209795588,2.212510526416182,0.988301403587008,0.0,0.0,0.0
35,0.40824819738273044,0.6180802826975571,1.8581675398698574,1.145809558434913,0.0,0.47057579475476385,0.0,0.4131552739406422,1.8257332803867758,1.440746497987508,5.204246963109042,0.4082482555810616,0.0,0.7173312906483995
36,0.5908699771140407,0.9597554256457765,1.4542883292230315,1.3013245608799355,0.0,0.40824833638921026,0.0,0.0,1.275637996755264,2.8680928922280104,0.6613466225630545,0.945300670176055,0.0,0.8995276181238083
37,0.0,0.9273931465901906,1.6034630922031277,1.5083049175779453,0.0,0.45236860110606275,0.0,0.4082483348341352,2.171251333385931,2.9384398415839375,1.614296037182121,0.4082482421285743,0.0,1.1267344347044304
38,0.7157596122970766,0.0,3.2386946359775273,4.481933847176208,0.0,0.9698316390941849,0.6418116901894109,0.4082490995332792,2.698134814421888,5.136420903103275,2.302059146351681,0.6097442652758973,0.608720457696537,0.9719485489629031
39,0.40824831948773144,0.41695334637101716,1.5697296971523278,1.2950985501026884,0.0,0.0,0.0,0.40824829246926797,1.1250636612140348,3.5688877757001336,1.0541418937034077,0.0,0.0,0.761522259897957
40,0.40824829239380794,0.0,0.9292724431201249,0.7908787726405875,0.0,0.5242856625910971,0.0,0.40824823918821984,1.1900948483528304,3.870600560518786,1.9329316239968322,0.6429239016285431,0.0,0.9990799986570803
41,0.4082482868040882,0.6375974177895409,4.839596248922873,1.2709840130998158,0.0,0.4082483088261661,0.0,0.40824830363913334,0.8822357352031244,3.7356825951872326,1.2625856022029418,0.4082482985550404,0.0,0.6451675141703181
42,0.6901772653327177,0.5550390871469769,0.7592916291794429,2.165471064730351,0.0,0.6447392307737942,0.695350362330721,0.40824806263641644,2.751336787960833,4.14307767189944,1.4852262765845556,0.0,0.0,2.4028522041700757
43,0.0,0.0,0.4082500455737939,0.7829717558941922,0.0,0.40824982503633866,0.4082518394337338,0.0,2.7033444953531593,3.5523677137367797,0.509714289477306,0.0,0.0,0.9623728776242303
44,0.40824828513854955,0.5459762186716598,1.0158390151864025,0.7925137866272343,0.0,0.4082509669101848,0.0,0.46881553569823586,0.4716267989536801,2.1142974726912387,1.252664090429995,0.4550016526903002,0.0,0.0
45,0.4082482794761255,0.0,0.9815340638593429,0.5103888205331164,0.0,0.6699717363741723,0.736989562761647,0.46002814610588166,0.7002647556105489,3.8943267541432043,1.4861657482102095,0.0,0.6447214994284663,1.0335275440894964
46,0.7924794872723995,0.0,1.7324342342649848,0.8451744934292476,0.0,0.4082483406637121,0.0,0.8720738374870326,1.412996734111322,2.6541728785321586,1.1283647699415844,0.48542316127038065,0.0,1.2659012355640575
47,0.48227054212099457,0.4082482846974081,1.1378211083854273,1.1806450272820124,0.0,0.8008172616074508,0.5971840391222333,0.408248286592154,2.265255674151649,3.4827018281509226,0.7663546006731309,0.40824841089626235,0.0,0.5776881124198953
48,0.4527042420183206,0.7113549800707896,0.5908588672744743,2.627467361965443,0.0,0.408248635533511,0.0,0.7292473517815431,2.4723166908636345,2.8557834689897255,2.868777893732901,0.4245819576227076,0.0,4.549781149036975
49,0.7961886952149276,0.40824829683342595,4.06702896551939,1.1307731163197392,0.0,0.4082483530013025,0.0,0.9666353547881039,0.5337016716732798,3.136445136489648,2.782080314716517,0.6796379965643421,0.0,1.9899401559785377
50,1.0378946774097453,0.5421631884501633,1.7294934843419734,0.7242659790977793,0.408247629883734,1.2167076367165528,1.5663709166886859,0.6452082771953339,3.3531090614775043,6.0078545519897615,2.2142690049661002,0.0,0.0,1.1804922360589383
51,0.9592608012079861,0.6191791630832788,0.5883112670870166,1.8395724450176598,0.0,0.577519850856348,0.6166702835087502,0.0,3.5916938646907672,3.086388162431569,2.1132771043475858,0.5516180698962888,0.0,0.85873738453606
52,1.021762807288115,0.0,2.7406902191573383,1.0314841709231404,0.0,0.0,0.6450817030346521,0.8434297428339703,0.8101067603395663,1.8403890610696363,1.2148885063789288,0.7083989920081529,0.0,1.5441697926331355
53,0.0,0.6450820908079711,1.1613148554099653,1.4361260462017864,0.0,0.9053427902608361,0.0,0.455582391619283,0.5330871039792808,3.4221647602771057,0.8350528407970707,1.8604718837753895,0.40824593227042727,0.7188745392284932
54,0.0,2.9862782379799158,1.9050818915293606,1.4158346679658087,0.0,0.0,0.0,0.0,1.9617465445139268,4.779048215147555,0.8919649414388403,0.0,0.0,2.9925363669194653
55,0.40824827232886174,0.0,0.5295926283412481,0.9995706812900742,0.0,0.4152575655207654,0.0,0.0,2.234816294090392,6.352897052769617,0.5544593222270742,0.0,0.0,2.2606827454900706
56,0.8447223057914812,0.0,4.160302910778487,0.6450223670705889,0.0,0.4702644751421962,0.46242348743444905,0.915128731485845,0.8507597455158089,2.0815936727088524,1.0685637742909024,0.40824836376647855,0.0,0.4082482899586287
57,0.0,0.0,0.40824826856773744,1.6963600734087196,0.0,0.0,0.4082542838600997,0.4082486978522835,1.8973877440268743,1.877830240531425,0.9374699545660173,0.6385247346609845,0.0,0.9037672921005032
58,1.171449243718724,1.4062882304250086,3.421492305860537,1.950679251551921,0.0,0.4854962979182551,1.2764841579241062,1.7143415231487582,1.4626605356424673,3.3784325075422057,2.1238243152940686,0.46284363048785654,0.0,0.40824830138910073
59,0.0,0.0,2.445863052884115,1.7437664748329356,0.0,0.0,0.0,0.9110499458517637,1.180489939059578,4.457896530791588,1.9034665511812559,0.40824820405261336,0.0,1.5120884751539936
60,0.0,0.6452444663784622,2.2773386967319147,0.7721663764335991,0.4082473893877777,0.9097855355978314,0.40824826300737743,0.40824931590704555,2.1186434658889133,4.100146326974465,1.695666659230531,1.070503979067914,0.40824914453315947,1.5292724797537658
61,0.5363497518871048,0.864035127169902,0.5981917870945442,1.1502857402638385,0.0,0.46496839733472567,0.40824855493164297,0.908267610799053,1.706513222325327,3.2692633058197225,1.28676898028192,0.527220527963287,0.0,1.167069975465357
62,0.7258032778283076,0.0,3.3455574262149947,1.03668373989954,0.40824808184143224,0.8393064219659635,0.7390265882879592,0.4082484533934662,1.222738583907144,3.2334921974048645,1.4928044594754477,0.40824812409141414,0.4082529103734799,0.5222126803222136
63,0.0,0.5262132070752805,1.029920469650628,0.9578917681921565,0.0,0.0,0.0,0.0,2.8411155395277485,5.808890597170171,1.1184439989666732,0.0,0.0,1.023334514771568
64,0.0,0.4082467195214287,0.7443456456109673,1.9606389900708547,0.0,0.0,0.7650223158776488,0.0,0.8672289129718653,4.624163741106917,0.6349294921492425,0.0,0.0,0.7826904470878877
65,0.47773493970891606,0.40824826229835925,0.9660944504745146,0.770907462353889,0.0,0.6221351318695958,0.0,0.571679093951556,1.2325157805325966,2.854582218867083,1.1424542193697569,0.49293534346624934,0.0,0.7472889271531054
66,0.0,0.0,1.2755388386881326,2.5173467997614716,0.0,0.9322891721953126,0.6387520801465768,0.0,2.697929411907936,6.201174632677004,1.0957740612958677,0.5756166506233419,0.0,1.2299693962604363
67,0.6397703362753552,0.40824919429960277,0.8862673829965761,2.9274055589260657,0.0,0.4346899480735711,0.0,0.0,3.1487873536175597,3.8154582205372622,1.0360737970806984,0.0,0.0,3.383897005617051
68,0.40824830001102375,0.4980408437646249,3.080417384322059,1.6714574008577032,0.0,1.2781213234859106,0.5681679232910111,1.6084978149643436,1.153428805473213,2.047148366660071,1.306164609602642,1.1137687554930544,0.0,1.0137638324873437
69,0.0,0.0,0.0,4.432401405623561,0.0,0.0,0.4082471857990423,0.0,3.7153210586280974,5.495409204732875,0.97550261329331,0.4082481034613074,0.0,1.244355071704153
70,0.0,0.0,1.6717166747390828,1.7295885209544328,0.0,0.45143696962247365,0.4082484653085236,1.4131494750341087,0.700144589958064,1.6578314028666266,0.5741506072050963,0.0,0.0,0.0
71,0.6444710136581603,0.40824824537220034,0.9024088683233162,1.5044553167383554,0.0,0.0,0.945623731107602,0.0,1.3556597803000792,5.811316777542665,0.4082482793425392,0.0,0.0,1.0934710700626082
72,0.408247884152138,0.40824834108066743,0.5493162111382207,1.3227864459163976,0.0,0.7758580514240666,0.6662341176615294,0.0,2.305130605483069,3.0882125505962317,1.327969028859026,0.0,0.0,1.4181651223953957
73,1.0470419394187387,0.40824806836453864,0.7238637438564751,0.5191623519939512,0.0,2.5344119621769687,0.4098113636399018,2.2084800881749507,1.1464756496821642,1.3984465719358519,1.7270068710912234,0.7444127089977044,0.0,1.3451862459222423
74,1.2815302731923974,0.0,2.534015316124327,2.461630499403886,0.0,0.0,0.0,0.7737733595634884,1.2205889998276178,2.81636442528989,1.5036432780455495,0.4082483270108402,0.0,0.9353768524986487
75,0.0,0.0,0.8123165487160562,2.119677915354239,0.0,0.0,0.0,0.0,2.2680974939660046,3.4128451712826915,0.7201740623307861,0.0,0.0,4.203275511103549
76,0.8783547329484183,0.40824844776219826,1.961365098612911,1.5988544655240946,0.0,0.0,0.50972504479459,0.6246016367609641,1.6477455634303,4.736775311933505,1.7125455470880653,0.40824835134951387,0.0,0.0
77,0.0,0.40824834861282716,1.8988110034673493,1.6755344359180189,0.0,0.48274136179285193,0.9672726277406862,0.5436792868888377,0.9820993547072011,8.272705881293884,3.2165046834510718,0.0,0.0,1.568989977071261
78,1.3074038191025767,0.8152511304113204,1.8546598776717407,0.40824834691645046,0.0,0.7137831424274729,0.0,1.6610259157393632,1.5263527102729855,2.3193836970029222,1.207327253720018,0.5287852190045689,0.0,1.507945309462218
79,0.4537673723091748,0.4082486974617004,2.063362820365219,0.9499107994945104,0.40824837304243805,1.2875031126226693,0.6497522412297289,0.0,1.2577410524074724,3.9393916077003115,1.4327250899139288,0.40824797334760915,0.0,0.7911572097210707
80,0.5584972062851519,0.0,1.730771638819439,0.7287056322138332,0.0,0.0,0.4082479113586538,0.0,2.146123585218412,5.098548312517245,0.6271683057398244,0.4082487637585245,0.0,0.9502030367765869
81,0.8614204373543065,0.0,2.2649026369798184,1.8877349409626873,0.40824753195569324,0.5033889170902668,0.0,0.6925290849373992,2.7234911283315877,2.3102868022986365,1.6723866773071958,0.41523918326666054,0.0,2.5238258878664253
82,0.6385529879255465,0.6441269086375984,1.9536690151017493,2.5739708745229897,0.40824928528158316,1.4007775394573156,0.7952890708394775,0.9103875884581462,2.4161086257260447,3.622315128967717,1.0344494568537232,0.5789279057117733,0.9024845243356513,0.8406850326617962
83,0.4082482899777228,1.7538459008022442,3.0254025489507503,1.84194144683656,0.0,1.2868337596869415,0.0,0.40824828206419783,1.243436246927765,7.00779218989336,1.2744234514676396,0.5744180436618019,0.0,1.0167309501198647
84,0.6942915460054765,0.0,2.043141972316159,1.741213740980674,0.0,0.8552839012767056,0.40824970579326575,0.4082482921237371,1.5402837567002643,1.5357521707722268,2.2803351953661837,0.5382309520799774,0.0,0.9298023659198349
85,0.0,0.9760617829318704,0.4082483394558356,1.2253628389029745,0.0,0.0,0.0,0.0,1.6645996943083012,1.4009709186466266,1.101400573922071,0.586755058089418,0.0,1.3703466951757965
86,0.43373308917828524,1.3428338083692313,0.8421684295671031,2.740388694000989,0.4082485275352052,0.5686539772889226,0.44419966736839783,0.4082485276761737,1.515897006028585,3.287456831548089,1.0716560888185782,0.4082482833194608,0.6521322651084583,2.202173726923585
87,0.5873906738940421,0.4615824273526941,3.5151782454315836,1.086509573653552,0.0,0.0,0.4082480792125525,0.0,0.8439687445269881,1.451016236238763,1.1817575988751103,0.8400237327269892,0.0,0.0
88,0.8684141139771026,0.9387546536706627,1.4732413427857547,1.3348419228551949,0.0,1.5620023375837226,0.40825133782150874,0.4082482841719667,2.2407820679308283,7.16198358861796,1.0815681573239044,0.9762874882245729,0.0,0.9729669741201089
89,0.7282209371936819,0.0,1.3964720216959798,1.155012588492276,0.40824859644301364,0.40824836033789086,1.13775896882693,0.4082487240987539,0.9550590927400971,3.3694188595933743,1.4359343811684604,0.40824821502182695,0.5493142865098923,1.3236150853522477
90,0.4539896781216161,0.0,3.8891465276269317,1.4967512142999522,0.0,0.8514775140614499,0.0,0.5965106033670811,1.0306358698599614,1.8255060607794649,0.8331010395752393,0.45812892591842885,0.0,1.3736952926630321
91,0.7083246492363907,0.40824904789957106,1.4273484235753662,0.8997330065099908,0.0,0.0,0.602260904138705,0.0,3.1232374732202652,8.541876327018795,1.5896511800955981,0.0,0.0,0.5980858696529202
92,0.502843320777863,0.892537570954612,1.1436181503718625,1.872256795669282,0.8330938909277429,0.8248823061335373,1.9026234334221463,0.408248487609993,1.5764961803104967,6.839918043795145,2.3680895573965826,0.5142446674720812,0.0,2.5136583339967142
93,0.0,0.8396291915380851,1.7080068188588913,0.5380716062198223,0.0,0.0,0.0,0.8616640171528538,0.7144751430136824,1.5504898052547933,2.3909233244371504,0.0,0.0,0.730861970727587
94,0.0,0.7162050470211763,0.758259372136773,0.9471365294855543,0.0,0.5233805156410777,0.723186731386567,0.4082482943137349,1.6959490829940336,1.3236681689810013,1.2151309106068149,0.4082482897289048,0.5390131627722025,0.4082483253867443
95,0.7896396029938171,1.3250991155840195,1.183579758968939,0.8958503413176773,0.0,0.4082477140146545,0.9113880522683615,0.4082480092583642,1.2955722289948417,4.774191960404077,1.0762283521844886,0.0,0.0,1.3819318706196484
96,0.0,0.9302416026469358,1.2510799475673184,4.4618494983969805,0.0,0.662169766776817,0.0,0.40824829866866086,1.744556733574691,1.4971860485776467,0.46000288036222725,0.4082479946869262,0.0,2.503864944271723
97,0.9294183521875857,0.4082469973411571,1.277319063259819,0.6901938644497522,0.0,2.118739367754448,0.6862686516979077,0.48802558536339674,0.8277144348702449,0.652322706239647,1.4208752944218341,3.250461411586246,0.0,2.705247657206479
98,0.4082484139282102,0.0,0.8980130761344501,1.5826413837072661,0.0,0.4082479885381498,0.9409536156034237,0.8221831795580532,0.5936106161857382,3.63145054593087,1.2198216935140627,0.40824817114488404,0.0,1.1020337705790337
99,0.9103211126754407,0.40824826197208347,3.602788266460413,1.7090375640360826,0.5967819951803874,0.9001861482837379,0.4375783771154885,1.7937112172032135,1.7714796856737178,5.534468275113503,1.427895021398358,0.4942080103905063,0.0,1.3169830506721238
100,0.6179371267745042,0.4082482667447852,1.2372588019589936,0.9913101699886367,0.0,0.40824830883588414,0.0,0.7227537263901858,1.5941842895915286,1.1740470002386565,1.3252937028160139,0.513801394532693,0.0,0.7070991414951734
101,0.0,0.40824997943088187,1.0260121119745957,3.36792509190443,0.0,0.0,0.0,0.0,0.9125594800531389,2.6808813774594067,0.6171101402068083,0.0,0.0,0.4082482735063649
102,0.4082482943669387,0.6041108021575828,1.0030857488886427,1.480114309382788,0.0,0.5886671094019608,0.0,0.7853541072217476,1.3541787172739745,4.197492968095267,1.6472539216312694,1.1580523860399712,0.0,1.197913727331754
103,0.0,0.0,0.6458628318667585,0.6443266103692967,0.0,0.4082486037172849,0.0,0.0,2.39839141438267,3.2217907015638363,0.6429328467749272,0.0,0.0,0.0
104,0.0,0.0,0.6339878305683733,0.6296547876987449,0.0,0.5971440055948865,0.0,0.0,1.9729172241622883,2.9750580054352853,0.5048826961274457,0.0,0.0,1.4837614578531533
105,0.5308422632524133,0.6441951574042731,0.7175661152197375,1.4900501238658663,0.0,0.8811166292710938,0.6021894594634282,0.0,1.0168957791359117,4.3495006976019726,0.9453986947205008,0.6150526257974811,0.0,0.8969288868836813
106,0.6299792950805191,0.7546223913788883,0.961096469225003,1.0043521863359692,0.0,2.144930342860452,0.5278387107827062,0.4568396934917421,1.5675195910094373,3.2306045324406734,1.6305594766203693,0.0,0.0,1.1847612954737878
107,0.7574880976011394,0.40824848900877453,3.351435584275573,2.6164423772819063,0.0,0.5185606528997156,0.0,0.0,1.4214048859813384,2.4034213182273447,2.1157226146889068,0.4201297473744745,0.0,0.40824829282856073
108,0.0,0.9705453599275321,1.019950540492403,1.0850104681203456,0.0,0.46977601439646044,0.4655745114930889,0.4082483646303306,1.2791312883419101,12.284674237890899,2.3006264329614448,0.40824828420719267,0.0,0.5960069337469089
109,0.0,0.9042030734298084,0.6065349022292406,2.322988184065566,0.0,0.0,0.0,0.0,0.947971785998901,2.9319723058811773,0.8222321347423309,0.0,0.0,0.7051655202718282
110,0.5455863879613405,0.6442277301419653,3.0457422206968685,1.6653542660312097,0.40824973843699286,0.8888094703450805,1.6101945066834644,0.0,1.921272161579412,4.611021862694116,2.198994160671976,0.7128111359565333,0.0,1.0936809193077968
111,0.40824854982615527,0.0,0.40824931590704555,0.6765540991218405,0.0,0.0,0.40824803453956937,0.0,1.0360691841823761,3.3414625461472824,0.6802301699831605,0.0,0.0,0.4082491325849274
112,0.5638354076640293,0.5199989952457582,0.8714342709920903,1.0498472053363126,0.0,0.0,0.48820646750950886,0.0,1.335222503169983,1.4428506918101462,1.9696700195442662,0.4082482972397829,0.0,2.3188599085286627
113,1.4107057744992457,0.40824841218713925,3.3032568419222326,1.7441818721198947,1.100037053022468,0.6041122048223495,1.3010766598460208,1.1663286051198878,2.1710466440596257,4.434461119096512,3.5642082263598613,0.6929577437592069,0.0,2.738918910621475
114,0.40824871791943174,0.4082484288585533,1.4437297357962349,0.7080290548882195,0.0,1.0060561376678623,0.0,0.6156834433736275,2.0363187657281596,3.18960893514906,1.4945416713262316,0.0,0.0,0.8715894119626246
115,0.6959435431526951,0.0,1.3505194563716985,2.140353558766823,0.0,0.0,0.0,0.9993172002214625,2.6820566274950415,2.502615280914155,1.4287936300044275,0.4638162747729077,0.0,1.6174059241078411
116,0.4082482332168508,0.0,0.0,3.302412245959012,0.0,0.40824658093488464,0.0,0.0,2.316794591318615,2.9291376788786834,0.8440302957474033,0.4082473712296004,0.0,0.6473188812799081
117,0.5900510195775827,1.1807042059187425,1.9759587067008684,1.134065253279736,0.0,0.6584914483846328,0.0,0.8095584261950527,1.1775302396255125,1.746112408873774,0.5173539226532827,0.6086378441783221,0.0,0.6109068488374857
118,0.5205664257003646,0.6521470309809353,1.6293908204963685,1.6488921023694398,0.0,0.956393657654383,0.4082465277777778,1.8621100232637062,0.6197644944861928,2.321324035253895,1.4494069150592441,0.6114716849267133,0.0,2.371909407090939
119,0.5491641604818143,0.8248513455912652,1.7846805160835117,0.7997081425397834,0.408248916446704,0.6208132966942853,0.5510957958663274,0.8087391148791833,2.457814226901839,4.733746439030935,1.4527137338803144,0.5130208318047337,0.0,1.5592311362830573
120,0.580581671070022,0.0,1.0873470059678272,1.0107334574673128,0.0,0.0,0.0,1.0126245400369545,1.547746323270535,2.7787261010312463,4.212097342611975,0.4500217746255599,0.0,0.9111868146499574
121,0.580269606730164,0.8875837825250649,4.539361685568903,1.9654858057866802,0.4082484264700768,0.706817361046149,1.0216419892557211,0.4561772704006206,1.1639622844106512,3.9576328612570535,0.708736952998785,0.0,0.0,0.4082483384335772
122,0.5719239175483707,1.2982214627393074,3.6645598781376765,1.3779131502918291,0.8724599983910658,0.7719156344986028,1.0341128532630777,0.40824832592301646,2.7761880407201462,2.944566444419078,1.402076469489036,0.7305733073709911,0.0,0.8198165582809607
123,0.8330351931168609,0.0,0.5593149757327682,0.9673524249167277,0.0,0.6093564601286934,0.4082487637585245,0.0,1.824033495481678,4.015143767714106,1.1075377663159087,0.0,0.408252618184558,1.1303030716278801
124,0.4254681462897558,0.6754583845073417,2.4214484491849313,1.5765537169440471,0.0,0.4082482024128744,0.40824841793511385,0.4756310852303779,1.5871996110088467,4.6552700884116245,1.6103956567716344,0.652029078292192,0.0,0.7525932776671772
125,0.0,0.0,2.356443287029956,1.8075520519698547,0.0,0.5817759369071166,0.4082449916084213,0.6675940711618475,1.236478089563092,4.533668897566019,1.931736994092644,0.0,0.0,1.01184516192486
126,0.46278283775947676,0.8964188532519243,1.598483005146163,0.7653732606527149,0.0,0.4983965186990896,0.40824415378517637,0.6861885006126356,1.1142662090917046,2.501695155791265,1.0200343790382618,0.5687847613889586,0.5249035267352875,0.9298285610960204
127,0.6446562183571243,0.40824818113986416,2.20531095169352,0.829677132490401,0.0,0.4082483237076405,0.0,0.4082487090251731,1.4463664968034458,4.907794381054373,1.0625918269926315,0.0,0.0,0.8846781052905326
128,0.40824847269575054,0.0,0.645599008494832,1.960509721166788,0.0,0.6865157395554456,0.0,0.0,2.4052684283662544,1.0031024854717634,1.2579157998074526,0.0,0.0,1.1792506339743216
129,0.0,0.0,0.40824780227366875,0.6149538296434405,0.0,0.7600283083292179,0.8315228502797506,0.0,1.1177052141024053,3.8568103645743292,0.5567264938303237,0.0,0.6004858929706851,0.5008968450280424
