,고객번호,A_구매금액,기타CV_S,식료품_NET,의류_NET,생활_NET,RFM등급,휴일_CV_S,편의품_CV_S,선매품CV_S,객단가증감률,B_구매금액,C_구매금액,kmeans_label
37,39,4.168032040124678,-0.7228493493844173,-0.14445529959287218,0.23897048466274623,1.5708114138383655,-1.3605669067044872,3.9869396772560437,-0.09364788071923326,0.18285728924671402,-0.20334567660124667,-0.24236253171784264,-0.20053755009628635,2
41,43,-0.4627892798255003,2.347770315889509,0.8546473773853711,-0.8046925665990159,0.7595928343681199,-0.0345618573784932,-0.23906584826572327,-0.2633455415670036,2.9016756262907157,1.9254458780952195,-0.02668612154242897,-0.20454245828099193,0
44,46,2.4481672661638103,-0.7833186970227155,1.8537500543636145,1.2826335359245082,1.5708114138383655,0.5337260209040764,1.343518935079643,-0.0702209824169562,-0.25152024928205247,-0.20334567660124667,-0.23385198344785915,-0.20471553091037462,2
45,47,-0.31332375319134287,-0.3707349096428723,-2.142660653549359,-0.8046925665990159,-2.4852814835128627,-1.5499961994653437,0.4634453748411926,0.18802440545735855,0.4555912799330123,-0.20334567660124667,0.2452809865505823,-0.20430103623117432,2
47,49,1.6200068670671133,-1.1282919833061285,0.8546473773853711,0.23897048466274623,-0.05162574510212579,0.5337260209040764,4.857038816529208,-0.10990496740987679,-0.18709829001132922,-0.20334567660124667,-0.24146524124447488,-0.20531238449214168,2
48,50,-0.014269305146406617,-0.8029226937403711,0.8546473773853711,0.23897048466274623,-0.05162574510212579,0.3442967281432199,-0.494163143000214,-0.7492205304441135,-1.0608046612235051,0.5062515082975754,-0.13222307131029637,-0.1449167221121647,1
49,51,-0.14619892065459486,1.1570764429893183,-1.1435579765711155,-0.8046925665990159,-0.8628443245723714,-1.5499961994653437,-0.7059928286384962,-0.25607028196354803,0.0023199721428820547,-0.20334567660124667,-0.01376362627551722,-0.20571085499116187,1
50,52,0.3387225076948396,-1.064956508606123,1.8537500543636145,-0.8046925665990159,-0.05162574510212579,0.7231553136649329,-0.19809135152957388,0.8122641550448836,-0.4243372886944696,1.2158486931963974,-0.24148444725896767,-0.19765559004669586,1
51,53,0.5765887569635316,-0.43653390803460485,0.8546473773853711,-0.8046925665990159,-0.05162574510212579,0.5337260209040764,0.6037919141823515,-0.4149686607083285,0.5218753079446102,-0.20334567660124667,-0.21352065583333413,-0.007348526643803756,1
52,54,-0.26194318037796516,-0.7864665967723454,-0.14445529959287218,1.2826335359245082,-1.6740629040426172,2.2385896557517833,0.38426772170895906,-0.4630078859875009,-0.8287446975061267,0.5062515082975754,-0.24114625325062344,-0.2027358006270727,1
53,55,-0.49787499838731447,1.3018955564383723,-0.14445529959287218,0.23897048466274623,-0.8628443245723714,0.9125846064257885,-0.953891217808213,-0.5962938814857065,1.8703073658098606,-0.9129428604411723,-0.20131464059643406,0.2639251143666953,0
54,56,1.557479531801944,-1.17032161230648,-1.1435579765711155,0.23897048466274623,-0.8628443245723714,0.5337260209040764,0.45890315741771154,0.16868661499500526,0.3018479872084165,0.5062515082975754,-0.24017094414977613,-0.19474122756408663,2
55,57,-0.4963994740516602,2.347770315889509,-0.14445529959287218,1.2826335359245082,1.5708114138383655,1.480872484708358,-0.299854893953618,0.18076658453975367,3.122685287792712,0.5062515082975754,-0.17005063297061676,0.3839322629264245,0
57,59,0.10375670393835731,-0.6517928135037174,1.8537500543636145,-0.8046925665990159,-0.05162574510212579,-0.7922790284219184,-0.675975817639623,-0.5574828432981055,-0.7083181514303551,-0.20334567660124667,-0.21983016294596652,-0.20442071948842033,1
59,61,-0.06603129777741118,1.146241217636175,-0.14445529959287218,-0.8046925665990159,-0.8628443245723714,-1.5499961994653437,0.9215942870225273,-0.3680577147099806,-0.325246503817604,0.5062515082975754,-0.11838336962665875,0.10579323727942229,2
62,64,-0.49800052698299724,0.6473536086999134,-1.1435579765711155,-0.8046925665990159,-0.8628443245723714,-0.0345618573784932,0.14850713665873247,0.6535259227964042,0.49681106210258086,-0.20334567660124667,-0.10015623323369652,-0.20547212772136142,0
63,65,-0.1042856249099278,-0.0921626689919818,-1.1435579765711155,2.3262965871862704,-0.05162574510212579,-0.7922790284219184,-0.16052463271015086,0.04295055795737191,0.1854264032609211,-0.20334567660124667,-0.1589497718175817,-0.20485371877031655,1
64,66,-0.32467326376858646,-0.21389251759014982,0.8546473773853711,-0.8046925665990159,-0.8628443245723714,-0.0345618573784932,-1.1479341093706183,-0.9673372609593469,0.10535612495626491,0.5062515082975754,0.15389981164866873,-0.2019567986724277,1
66,68,0.9653628994738862,-1.1247456508095788,1.8537500543636145,0.23897048466274623,-0.8628443245723714,-2.118284077747913,0.22105700370197948,-0.02685489365009166,-0.38263143057991944,-0.20334567660124667,8.654392801699018,-0.20446893270107092,1
68,70,0.22699413211755262,-0.5626952022519263,-0.14445529959287218,1.2826335359245082,-0.05162574510212579,1.102013899186645,1.620223355366055,1.5504597806476277,1.5026317515258405,-1.6225400453399945,-0.241785200067985,-0.19615728565848892,2
69,71,-0.4979591626763836,0.021936958262867134,0.8546473773853711,0.23897048466274623,-0.05162574510212579,0.9125846064257885,-1.261543313257673,-0.7088168302882347,1.6872456614927702,-0.20334567660124667,-0.06531023655076233,-0.19888794089156966,0
71,73,4.777523941367256,0.12036419994302364,-0.14445529959287218,0.23897048466274623,-2.4852814835128627,0.5337260209040764,-0.7415974526059781,1.556242783265674,-0.7688699837699207,-0.20334567660124667,-0.2055414424807405,-0.20449488335607982,2
72,74,0.20024971057126673,-1.015433799873915,-0.14445529959287218,-1.848355617860778,-0.05162574510212579,-0.7922790284219184,1.0670801638118148,-0.2109098010927881,0.05252590660277089,1.2158486931963974,-0.2047444780397859,-0.17452127968204953,2
73,75,-0.4095825164751265,-0.028418524649375845,-0.14445529959287218,0.23897048466274623,-0.05162574510212579,1.8597310702300704,-0.2586771941461049,-0.8159051145485006,-0.6196683708285222,-0.20334567660124667,-0.242038948153932,-0.11942009255935981,1
76,78,1.4936241189624246,-0.8223210105404544,0.8546473773853711,0.23897048466274623,0.7595928343681199,-1.7394254922262002,-0.8178427556316389,0.18975535364055898,-0.3514718769571732,-0.9129428604411723,-0.060738440979568875,-0.1920994129888369,1
77,79,-0.39911746235358303,-0.8589909513760682,-0.14445529959287218,0.23897048466274623,0.7595928343681199,-0.4134204429002054,0.4312206170716647,-0.25721123503636956,-0.7263024421091818,-0.20334567660124667,0.19327508171858093,-0.19832696252573404,1
79,81,1.1989663894731684,-0.9061811370547685,0.8546473773853711,-0.8046925665990159,-0.05162574510212579,0.5337260209040764,0.6933727489919476,-0.45591208558395774,-0.7286298331795777,-0.20334567660124667,-0.21340930771013028,-0.2039341892053241,1
82,84,0.9160401744285573,-0.6553119908688219,-1.1435579765711155,-0.8046925665990159,-2.4852814835128627,-1.3605669067044872,3.063633222109336,0.9893781635033826,1.0459919881291435,-0.20334567660124667,-0.2152672604531542,-0.20340937122745298,2
85,87,0.6291845798007974,-1.115545861704579,0.8546473773853711,1.2826335359245082,-0.05162574510212579,-0.4134204429002054,2.9683512198853212,1.201688535164144,0.7838855439020237,-0.20334567660124667,-0.23602055445631298,-0.13755445391664006,2
89,91,-0.09629893031957282,-0.6432059488262372,-0.14445529959287218,1.2826335359245082,-0.8628443245723714,0.7231553136649329,0.2291479289274521,-1.156684886691218,-0.5721661838004548,-0.20334567660124667,-0.22530978644067534,-0.1362131979776357,1
93,95,-0.4514960825125964,-0.47231293917334505,-0.14445529959287218,0.23897048466274623,0.7595928343681199,0.9125846064257885,-0.09500338995162376,-0.496478864394941,0.006102389282268457,-0.9129428604411723,-0.02946808115490791,-0.19540473006057474,1
94,96,0.23553554495978027,-0.2860183511643993,-0.14445529959287218,0.23897048466274623,0.7595928343681199,-0.7922790284219184,1.3431024368080389,0.519680069652571,0.40438144298472956,-0.20334567660124667,-0.2373535244807907,-0.20571085499116187,2
95,97,21.8950727703589,-0.08818115395271185,-0.14445529959287218,0.23897048466274623,-0.05162574510212579,-0.2239911501393489,0.32703796544177804,3.6196706541960317,-1.1393085440314348,-0.20334567660124667,-0.2023152090746941,0.15889803165089153,2
96,98,-0.033456737895537866,0.051679832773422474,-1.1435579765711155,1.2826335359245082,-2.4852814835128627,1.102013899186645,-0.6429450644505788,-0.27031664319917875,0.21627239450172417,-0.9129428604411723,-0.18230133733927195,-0.20571085499116187,0
98,100,0.056186704117877774,0.016447153255585236,0.8546473773853711,0.23897048466274623,-0.05162574510212579,0.15486743538236333,1.2452676586584204,1.1291885252184855,0.42351660581453754,-0.9129428604411723,-0.1329932078723321,-0.2025381256896428,2
99,101,-0.39213432147581095,-0.3197756448831795,-0.14445529959287218,-0.8046925665990159,-0.8628443245723714,2.2385896557517833,0.5106924607995114,-0.3799635776840957,1.1901508404645378,1.2158486931963974,-0.1582836231893035,-0.2037645195012756,0
100,102,1.7492576676535911,0.01915070362897579,-0.14445529959287218,-0.8046925665990159,-1.6740629040426172,-2.4971426632696256,0.8843561562579441,-0.637318367135367,-0.4913819918064069,1.9254458780952195,0.0032810852700960566,0.19393589253965027,2
101,103,-0.48733299367054916,0.9578253075463846,-0.14445529959287218,-0.8046925665990159,-0.05162574510212579,-0.0345618573784932,-0.9139820957211122,-0.3638908769588973,0.8746707520496083,-0.20334567660124667,-0.21987993383679663,0.06143975441098926,0
102,104,-0.458434712006247,0.6324759717780465,-0.14445529959287218,0.23897048466274623,-0.05162574510212579,0.5337260209040764,-0.548386103514004,-0.23302364956775937,2.7104222092206554,0.5062515082975754,0.2840844178226534,-0.2014148225249161,0
103,105,-0.41070802657197836,0.13273077835373795,-0.14445529959287218,2.3262965871862704,-0.8628443245723714,-0.0345618573784932,-0.47936069293024897,-0.5210728661941059,0.5706319344105718,-1.6225400453399945,0.46932319150679086,-0.20341440480092252,1
106,108,-0.18291012580216498,-0.3093312134107129,0.8546473773853711,0.23897048466274623,-0.8628443245723714,0.3442967281432199,-0.8065248578011757,0.20333765423836508,-0.8573725662235514,0.5062515082975754,-0.21115943010485036,-0.20555274336703067,1
107,109,-0.49561390808888767,1.1110610526558762,-2.142660653549359,-0.8046925665990159,-0.8628443245723714,1.480872484708358,-0.5681432633805377,0.049118900996086116,0.40115332106676643,1.9254458780952195,-0.22898148975817012,0.3918929445373198,0
108,110,0.029912992733753772,-1.1162070990021626,-0.14445529959287218,0.23897048466274623,1.5708114138383655,0.3442967281432199,-0.8662909344970913,-0.5322377436320835,-0.7340122055058516,-1.6225400453399945,-0.12127921901606532,-0.14641006278448068,1
109,111,-0.4968963061795669,2.347770315889509,-0.14445529959287218,0.23897048466274623,-0.05162574510212579,0.5337260209040764,-0.06771278700433747,-0.19512825754435395,0.9540083660077247,-0.20334567660124667,-0.17866707444691773,0.042684361094131804,0
111,113,1.3953352244680481,-0.977266840133028,-0.14445529959287218,-0.8046925665990159,-0.05162574510212579,-0.2239911501393489,0.2730351745812076,-0.797070190950499,-0.8895386889893137,0.5062515082975754,0.1344083817522553,-0.19993395956447643,1
112,114,0.005207692689828091,-0.4018614560208136,-1.1435579765711155,2.3262965871862704,-0.05162574510212579,1.102013899186645,1.3539375032944332,-0.21873686929979158,-0.24170782179204311,-0.20334567660124667,-0.21752405076818127,-0.11046827066676629,1
114,116,-0.4627592026203498,-1.5692889809089894,0.8546473773853711,-0.8046925665990159,-0.05162574510212579,1.480872484708358,-0.33052783934160673,-0.12964117404812464,0.3791203731058851,1.2158486931963974,-0.23197508636532221,0.2441341953680135,1
115,117,0.45373245657707567,-0.7345445690482834,-0.14445529959287218,-3.935681720384302,1.5708114138383655,0.15486743538236333,3.1385059596159057,0.7594221231746308,0.5959103573267643,-0.20334567660124667,-0.1833015698206645,-0.10213329597770773,2
117,119,1.0035007127510824,-0.6809633987850561,-0.14445529959287218,0.23897048466274623,0.7595928343681199,-0.7922790284219184,0.47037050441626854,-0.4497818149814283,-0.5054211321540639,-0.9129428604411723,-0.23136700326022158,-0.13050791422460908,1
118,120,4.983940893648463,-0.38441594639884735,0.8546473773853711,0.23897048466274623,1.5708114138383655,0.15486743538236333,0.1316061104504522,0.05840049922341418,-1.2416399621446297,-0.20334567660124667,-0.18410369111676808,-0.20411215282215978,2
121,123,-0.485076130262586,1.0031775300077166,-1.1435579765711155,0.23897048466274623,-0.05162574510212579,-0.4134204429002054,-0.28781209405446356,-0.39241959143503247,-0.18283294626980878,-0.20334567660124667,0.13763061648590344,-0.20531649747669908,1
122,124,0.3717937407887507,-0.885089700573989,-0.14445529959287218,-0.8046925665990159,-0.05162574510212579,-0.7922790284219184,-0.10372580746664002,-0.5517409778142743,-0.3077205087938045,1.9254458780952195,-0.24020091135426616,-0.2048008260568549,1
123,125,-0.18081354602625527,-0.8910523479091923,-1.1435579765711155,-1.848355617860778,-2.4852814835128627,-0.2239911501393489,0.7174311893022033,-0.27051579751096416,-0.03899014295201058,0.5062515082975754,-0.18773787891304822,-0.20441724479160137,2
126,128,-0.49713603280530005,1.2277132351026832,0.8546473773853711,1.2826335359245082,-0.05162574510212579,0.9125846064257885,0.43132010948198235,2.153769810029432,-0.03552471350056006,0.5062515082975754,0.09824649127274032,-0.20035001407728042,0
128,130,0.5086140288375653,1.5783486908035032,-2.142660653549359,-0.8046925665990159,0.7595928343681199,-1.7394254922262002,-0.34852894718850563,-0.4889781675164065,-0.7056751406183669,1.2158486931963974,-0.2396001892127981,-0.11304889574490788,2
129,131,0.10505294944172211,-0.6068147577286843,-0.14445529959287218,1.2826335359245082,-0.05162574510212579,-0.0345618573784932,-0.16324852492789876,0.15056391157530696,-0.5758854963781811,-0.9129428604411723,-0.23622583925214247,0.27388778881853426,1
130,132,-0.42696940933842076,0.9086514284075546,-2.142660653549359,1.2826335359245082,-0.05162574510212579,-1.3605669067044872,-0.126333813781256,0.8745454318620312,0.06457514594816344,-0.20334567660124667,0.06806607741566341,-0.16544105286137326,2
132,134,1.8603649647002827,-0.3017051985855584,-0.14445529959287218,0.23897048466274623,-0.05162574510212579,0.5337260209040764,-0.010506842978471338,2.378512531757153,-1.3320960807796116,-0.20334567660124667,-0.21219956802066045,-0.2021211496309736,2
133,135,-0.19884921224551602,1.3253964896282715,-0.14445529959287218,2.3262965871862704,0.7595928343681199,1.6703017774692146,0.005713702364610323,-0.014120304171483461,0.6168478265561014,-2.332137230238817,-0.2349397253069596,-0.20180187753003553,0
137,139,0.4369417576492015,-0.8451705067663722,-0.14445529959287218,1.2826335359245082,-0.05162574510212579,0.15486743538236333,0.8384492179140127,-0.1719016564330995,-0.37594203942910387,0.5062515082975754,-0.022087834089184206,-0.10090612129231999,1
138,140,5.2333217480666905,0.5571173853381003,-0.14445529959287218,-0.8046925665990159,-0.8628443245723714,-0.7922790284219184,-0.6626322092732349,0.44006043266132566,-0.8817382741722205,-0.20334567660124667,-0.23903556118644148,-0.1811953703446009,2
141,144,-0.13087001138487853,1.323780383378843,-0.14445529959287218,4.413622689709794,-0.05162574510212579,-2.4971426632696256,2.0400408288198464,0.7948364601725433,1.3072845784654554,-2.332137230238817,-0.022216221279341114,3.3509896060665287,2
143,146,1.7568870650402764,-1.078145091695455,-0.14445529959287218,-0.8046925665990159,-0.8628443245723714,0.5337260209040764,0.11664711720882188,5.286467887280811,-0.3069645062737452,-0.20334567660124667,-0.24236253171784264,-0.20571085499116187,2
144,147,1.3822197253030444,-0.9979815701063474,-0.14445529959287218,-0.8046925665990159,-0.05162574510212579,-0.2239911501393489,3.1171737078066437,-0.2826943729815311,-0.8209901657656695,1.2158486931963974,0.21764044269199187,-0.20108633305141937,2
147,150,-0.19154768681988893,-0.8254383926604939,-1.1435579765711155,0.23897048466274623,-0.05162574510212579,-1.5499961994653437,1.0493482141937902,0.204277764753836,0.33331732578209633,0.5062515082975754,0.1702309200406753,-0.20458308572617237,2
149,152,0.196632892695543,-1.0829952595266787,-1.1435579765711155,1.2826335359245082,-2.4852814835128627,-1.1711376139436311,-0.7862936918045548,1.158731385318698,-0.751392844113981,-0.9129428604411723,-0.24207806933759654,-0.03035606368545581,2
150,153,-0.281168132212983,-0.11189003718299366,-0.14445529959287218,-0.8046925665990159,-0.05162574510212579,1.8597310702300704,-0.021820738509608365,-0.4425890762562766,2.0446971053393908,1.2158486931963974,-0.2054735494362806,-0.203859670308053,0
151,154,1.0895651724481434,-1.1430602245619912,0.8546473773853711,0.23897048466274623,-0.05162574510212579,0.5337260209040764,2.4507385485747983,0.8437145023196639,0.13155574549207244,-0.20334567660124667,-0.1691709041399753,-0.20489037486000292,2
152,155,0.7842282435917499,-0.5718427406969108,0.8546473773853711,1.2826335359245082,-0.05162574510212579,-0.7922790284219184,1.9273265419414738,2.605887101213672,-0.5687895412872458,-1.6225400453399945,-0.23122004566254942,-0.20439618703795173,2
157,160,-0.13690404285512786,-0.60456823643458,0.8546473773853711,-0.8046925665990159,-1.6740629040426172,0.3442967281432199,-0.013854816753467404,-0.34890157577672276,-0.2675305795394345,0.5062515082975754,-0.07054579006284464,-0.20521609969590393,1
158,161,3.2080837852661968,-0.20913282967512078,-2.142660653549359,0.23897048466274623,1.5708114138383655,-1.3605669067044872,0.5949843074382428,0.4102278494153307,0.27910350438023784,-0.20334567660124667,-0.1864806483114923,-0.20488229243385775,2
160,163,-0.4118485521810656,0.7317731351905996,0.8546473773853711,2.3262965871862704,0.7595928343681199,-0.0345618573784932,0.20308197558612143,-0.6421277909103195,1.102067073132091,-1.6225400453399945,-0.23882646507130575,0.3386539327044496,0
161,164,1.925546903986611,-0.6287927858223086,2.8528527313418577,-0.8046925665990159,2.382029993308611,0.15486743538236333,0.8120583836835849,1.2977561055556066,-0.5423421157381644,-0.20334567660124667,-0.11366648456940918,-0.1784955577109352,2
164,167,0.4758994423430396,0.7020662945140358,0.8546473773853711,0.23897048466274623,0.7595928343681199,-0.7922790284219184,1.3341407127463523,0.04551888245921594,-0.44047511887052887,-0.9129428604411723,-0.24020206953701692,-0.20571085499116187,2
166,169,-0.44870855419569816,0.031040087672911037,2.8528527313418577,0.23897048466274623,-0.05162574510212579,1.8597310702300704,1.2852290373857336,1.5359727857540573,0.370903195581681,0.5062515082975754,-0.013329366582137823,-0.1885760723282897,0
169,172,-0.09506783081470113,-0.7791440246065717,0.8546473773853711,0.23897048466274623,2.382029993308611,-1.5499961994653437,-0.9632539924178454,-0.5073126403749834,-0.8284712635284932,-0.9129428604411723,-0.056788030583010685,-0.20381081880766397,1
172,176,-0.4668541480903763,1.3047018376300292,0.8546473773853711,0.23897048466274623,-0.8628443245723714,-0.0345618573784932,-0.27197485165323315,-0.6044261571139363,1.2053101992935196,1.2158486931963974,-0.23276730581825572,0.2631230689806537,0
174,178,-0.3467587813822327,-0.11853714594823961,0.8546473773853711,0.23897048466274623,0.7595928343681199,0.3442967281432199,-0.3042601657952095,-0.3929656541371684,0.3874940583307036,1.2158486931963974,0.24238879906252012,-0.17884404272010604,1
175,179,0.5678400770805007,0.0509428277017027,-0.14445529959287218,-0.8046925665990159,0.7595928343681199,-0.2239911501393489,-1.0370104915217,-0.7853271991315508,-1.1431726610985407,-0.20334567660124667,-0.15235344802407136,-0.20571085499116187,1
179,183,-0.49327773479626336,0.7568656485723353,-0.14445529959287218,-1.848355617860778,-0.05162574510212579,-0.4134204429002054,-0.4114474716604124,-0.8666264829340028,-0.16195956379354137,1.2158486931963974,0.2523108964953643,-0.20299197028159355,1
180,184,0.31948714754953156,-0.7916396604691854,-0.14445529959287218,-1.848355617860778,1.5708114138383655,0.15486743538236333,0.8422156947094661,1.6159406348001821,0.3700149622048668,1.9254458780952195,-0.20781489793072283,-0.20049635613485234,2
182,186,1.172603162274131,-0.6291710464907695,0.8546473773853711,0.23897048466274623,2.382029993308611,-1.1711376139436311,-0.26179317492859544,-0.06648026697217178,-0.020756866256342148,1.2158486931963974,-0.09621475307646332,-0.19134558177239896,1
183,187,-0.06340809797682109,0.2763528599255108,0.8546473773853711,-0.8046925665990159,-0.05162574510212579,0.15486743538236333,-0.24856902727887512,1.213333327366052,-0.24313076986546628,1.2158486931963974,-0.21386901258564184,-0.18824949676105515,1
187,191,1.4832376534919833,1.200063402181502,-0.14445529959287218,0.23897048466274623,-0.8628443245723714,-0.4134204429002054,-0.7359067804297206,1.0496797920551162,-0.9109994436889397,-0.20334567660124667,-0.2400839573478415,-0.20236243005172785,2
190,194,-0.4086438398264892,0.06827079928982449,0.8546473773853711,-0.8046925665990159,1.5708114138383655,0.5337260209040764,-0.919074755273592,-0.515540373579194,-1.2922558937635527,0.5062515082975754,0.17856753264191963,-0.20518476139476702,1
191,195,-0.4965950505891791,-0.20773866382549633,1.8537500543636145,-0.8046925665990159,0.7595928343681199,0.3442967281432199,-0.3362933170836871,1.804763335663869,-0.7071975115859483,-0.20334567660124667,0.022416087521703872,-0.20519780753680314,1
196,200,-0.3341600983552235,-1.5692889809089894,-1.1435579765711155,-1.848355617860778,-0.8628443245723714,0.3442967281432199,0.4214982293890346,-0.2900669120321469,-0.31195233142065754,1.2158486931963974,-0.19419105565400618,0.08111106192390989,1
197,201,2.2312483016346074,0.9604032551291268,-0.14445529959287218,0.23897048466274623,-0.8628443245723714,0.15486743538236333,0.08172760266493191,0.31943543912461003,-0.7571118113591156,-0.20334567660124667,-0.2208194476584562,-0.1716552012266226,2
199,203,-0.4968167490924428,-0.2877381787429442,-0.14445529959287218,0.23897048466274623,-0.05162574510212579,0.9125846064257885,-1.1328465602590851,-0.8624589846595582,-1.1201898242529762,-0.20334567660124667,0.011033491446865839,-0.20379146251668145,1
200,204,-0.18683318949821345,0.6715061932542818,0.8546473773853711,0.23897048466274623,-0.05162574510212579,-0.6028497356610619,-0.43725843318487195,-0.43901659328703485,-1.150544348870871,0.5062515082975754,0.14477908764793265,-0.20478841820255722,1
201,205,-0.19701371494327025,-0.41871363121094674,-1.1435579765711155,-1.848355617860778,-0.8628443245723714,-0.6028497356610619,-0.18348721323170647,-0.4917335135588186,-0.5653305885622291,1.2158486931963974,0.15558857371097454,-0.13623397247315855,1
203,207,-0.4961265204267582,1.1325143826077104,0.8546473773853711,1.2826335359245082,0.7595928343681199,-0.0345618573784932,-0.22993384652317267,-0.6978854522040612,-0.1712780597855245,0.5062515082975754,0.05709513556753374,-0.20563853517218603,1
204,208,1.0741041918670104,0.40892838420285305,-0.14445529959287218,-0.8046925665990159,-0.05162574510212579,-1.3605669067044872,0.3430802465012936,0.8873396422651026,0.16987751305583773,0.5062515082975754,-0.21465420784599662,-0.20509868633148484,2
205,209,-0.10261450230466997,-0.8200119677358252,-0.14445529959287218,-0.8046925665990159,-0.05162574510212579,1.102013899186645,0.6702821848717058,0.7660065926718672,-0.47802056155300865,1.2158486931963974,-0.22632343324862048,-0.1974664233795545,2
