고객번호,최근날짜,구매빈도,구매금액
812,3,519,52417018
813,2,2391,12322003
814,2,624,88786070
815,11,585,21118609
816,3,1208,86540313
817,2,551,137714902
818,4,1169,39734030
819,2,578,118119307
820,3,1474,10847869
821,3,1776,11801633
822,3,872,17497758
823,5,925,186198982
824,2,1560,30299960
825,2,515,44604509
826,2,953,7829314
827,2,694,60969313
828,3,510,51657293
829,2,839,11059231
830,3,1160,16584523
831,2,1164,6740136
832,5,755,113719179
833,4,1326,19195569
834,2,1191,17881141
835,3,1586,66301095
836,2,845,5116447
837,3,1243,10635278
838,2,785,61054108
839,3,1907,37312969
840,3,283,388081967
841,4,509,307316908
842,3,582,121907472
843,2,1403,11067216
844,3,640,49802792
845,5,740,61563836
846,2,789,62055914
847,3,860,53885972
848,2,440,78761287
849,2,1066,13637037
850,2,977,41847600
851,3,536,4849115
852,2,1180,41450009
853,5,485,13628248
854,3,1584,21539235
855,5,815,47952538
856,2,706,55839032
857,5,536,86247660
858,3,642,114898733
859,2,1119,65829873
860,2,1837,15950780
861,6,650,170270190
862,3,1182,10215460
863,2,886,349934563
864,3,1433,22071724
865,3,886,92325597
866,2,572,42191950
867,2,1277,32298124
868,4,639,18836834
869,4,430,18107037
870,2,489,48935185
871,7,1308,14201872
872,5,879,7162870
873,2,852,76634880
874,2,1013,60771062
875,3,1659,63657759
876,2,1807,16912890
877,13,1468,13740605
878,2,1092,113060864
879,2,2446,74706824
880,3,1150,11884483
881,2,1085,12193306
882,2,685,122871725
883,4,521,59003683
884,3,925,173204871
885,2,800,27285209
886,5,955,161048425
887,3,812,59948781
888,5,2021,48859238
889,2,1431,16877994
890,4,514,76788121
891,3,3522,47165470
892,4,918,5432257
893,3,1136,29688425
894,5,724,83696637
895,3,836,24676059
896,3,987,5195543
897,2,838,170190811
898,2,940,16160085
899,2,652,110925784
900,3,1329,12574285
901,3,1188,10637139
902,7,1101,10216965
903,2,2133,46180177
904,5,543,32362162
905,3,667,38431406
906,2,1096,18103714
907,4,752,39664352
908,8,485,5266291
909,3,1854,14616825
910,8,701,8048713
911,2,995,140185276
912,2,528,33275162
913,4,827,50346876
914,3,990,48936279
915,3,500,108702462
916,2,478,70922258
917,3,1132,12134915
918,2,897,72447958
919,3,548,119783100
920,3,1013,31955239
921,3,620,10887516
922,2,2239,16987449
923,5,534,43351433
924,3,416,101919566
925,4,727,65413848
926,5,1469,14398351
927,3,708,115784927
928,2,2596,120108412
929,4,598,71771285
930,3,989,15448460
931,5,492,67230120
932,2,564,8783964
933,4,1387,12666469
934,5,1649,165782167
935,12,565,29254015
936,2,643,183866081
937,6,727,107874221
938,2,810,9345900
939,2,646,123470758
940,3,893,15527774
941,3,501,92321188
942,2,1495,16515703
943,3,2832,73247420
944,3,1465,62786980
945,2,946,20761211
946,2,593,109287830
947,2,894,657110306
948,3,381,15566815
949,3,538,62732145
950,2,564,10958553
951,2,860,23087736
952,5,633,62312494
953,6,668,122443430
954,4,520,50589817
955,3,2102,298581033
956,7,1137,9816836
957,2,689,97837007
958,6,420,49496219
959,3,502,46635497
960,45,1107,13621784
961,19,1135,12679097
962,5,387,83113105
963,4,710,62817213
964,3,1525,15479416
965,2,1282,82863132
966,5,520,83108365
967,3,848,7944160
968,2,776,16498559
969,2,1278,14457536
970,9,475,4004992
971,5,1652,51925723
972,3,471,96422227
973,3,758,51237481
974,2,483,76292072
975,2,1900,31473508
976,3,1401,9045548
977,9,613,199395537
978,3,373,68844437
979,3,1210,10159955
980,2,1357,46276659
981,2,1143,15886262
982,5,845,210167633
983,3,1498,24824934
984,3,906,28105118
986,2,1451,110183660
987,2,750,3686547
988,17,1014,11098249
989,2,895,179242985
990,4,555,64715003
991,2,1075,71566517
992,3,1342,84415398
993,6,408,114631420
994,9,1004,75913339
995,2,1452,25010616
996,2,759,78022299
997,4,1383,128957520
998,2,877,51212871
999,2,873,121498023
1000,2,2763,15116351
1001,10,632,34637492
1002,2,844,196816292
1003,5,835,8154184
1004,3,719,43141089
1005,4,618,72859791
1006,2,1627,77942714
1007,23,121,3507039
1008,4,500,108798931
1009,2,892,7800120
1010,2,2097,13234478
1011,6,352,136300713
1012,2,1199,10583688
1013,10,562,116454033
1014,6,460,95817489
1015,3,366,18831056
1016,2,1750,29808953
1017,2,536,39537870
1018,3,761,108813868
1019,6,469,19803896
1020,3,438,28831614
1021,2,1056,9296414
1022,2,511,23387512
1023,2,1680,24260491
1024,2,998,16704092
1025,2,446,68498146
1026,12,454,59250592
1027,6,656,44113795
1028,2,1090,51316810
1029,5,2293,77554354
1030,8,450,8338552
1031,5,1067,7264666
1032,2,490,33664884
1033,2,748,95850617
1034,2,1282,14279978
1035,6,954,9365291
1036,2,532,20855499
1037,2,2434,21812494
1038,2,923,34461012
1039,2,1282,64316125
1040,3,469,98927484
1041,3,943,7711992
1042,3,860,68041890
1043,3,563,30153004
1044,3,422,108856139
1045,3,572,144828416
1046,4,920,42567801
1047,12,766,120303166
1048,2,1504,19043149
1049,3,813,37640731
1050,3,1406,6920322
1051,2,516,12067757
1052,2,1829,24919182
1053,10,398,64651082
1054,28,834,6600142
1055,5,1213,17847712
1056,3,1031,39996871
1057,2,521,141005181
1058,4,423,44263165
1059,2,408,15738305
1060,4,1078,55368999
1061,8,428,22710375
1062,2,935,47741964
1063,2,1365,9626420
1064,2,1515,20215541
1065,4,1640,29606126
1066,2,436,53054735
1068,3,1178,8801173
1069,5,659,96476547
1070,2,2146,16441976
1071,4,582,45065219
1072,5,937,57959867
1073,4,684,78496213
1074,12,72,674309
1075,2,702,7856855
1076,3,1004,27517950
1077,6,1313,24593674
1078,2,717,6156497
1079,2,1002,20005470
1080,2,3181,40299561
1081,3,1213,10359793
1082,2,1091,8868565
1083,4,726,9275637
1084,2,494,104287596
1085,11,880,51439242
1086,3,1227,19757362
1087,5,647,38893322
1088,2,681,189537359
1089,2,2524,10188180
1090,7,862,66019597
1091,5,823,70790464
1092,5,389,177017913
1094,11,464,14172825
1095,2,646,68912587
1096,2,670,15261540
1097,2,1465,19978614
1098,3,2208,137795933
1099,2,341,10293706
1100,5,694,33609066
1101,19,733,33748900
1102,11,1495,6296367
1103,4,365,38767637
1104,2,802,97750640
1105,5,813,28034036
1106,3,1682,20662042
1107,3,414,97306877
1108,4,513,122192000
1109,2,842,8754402
1110,10,779,70375193
1111,2,425,115525771
1112,2,1885,9299271
1113,4,509,10086385
1114,3,1464,28437460
1115,3,998,41141099
1116,2,645,5413557
1117,2,583,84070831
1118,7,1144,83738453
1119,5,776,49895189
1120,2,1200,10296303
1122,2,1302,19399532
1123,3,1561,55834456
1124,2,900,69438999
1125,3,1531,21206896
1126,4,361,50588265
1127,2,973,298416117
1128,5,839,36023367
1129,2,549,86434513
1130,8,555,84504659
1131,2,1320,46444751
1132,3,1405,12284470
1133,2,543,130082761
1134,2,1053,16059079
1135,8,543,31576463
1136,5,1004,28363525
1137,3,860,45537675
1138,3,953,301978031
1139,6,393,31013721
1140,5,1167,12081503
1141,2,1511,42627288
1142,2,469,51620031
1143,2,580,8362248
1144,2,981,78411590
1145,2,628,5108269
1146,2,497,22085190
1147,5,596,209095659
1148,3,335,7552536
1149,3,1331,9318039
1150,3,941,54873376
1151,3,573,37063963
1152,8,1298,66281047
1153,2,809,20032210
1154,3,698,44136604
1155,4,694,165532829
1156,3,1424,11095457
1157,2,585,107598244
1158,2,1117,16343085
1159,3,1533,13620907
1160,3,939,12748044
1161,5,645,87289712
1162,3,596,74111937
1163,4,948,147558540
1164,4,1146,33020418
1165,2,2674,48627667
1166,2,1210,63355198
1167,6,425,13094323
1168,7,904,17621754
1169,4,1562,22829543
1170,3,1267,16605242
1172,4,1138,103694754
1173,2,473,132243106
1174,3,1528,15984129
1175,5,991,10503259
1176,4,840,86216641
1177,3,395,12466251
1178,9,510,103363736
1179,2,1467,109822995
1180,5,748,12314346
1181,2,512,33914704
1182,2,782,11519811
1183,2,2053,9338512
1184,2,1928,17808544
1185,2,2190,14569196
1186,4,1248,20382119
1187,2,378,35752134
1188,3,737,6597363
1189,2,570,32204083
1190,6,470,7600472
1191,2,379,17947064
1192,6,897,17915308
1193,3,1154,25014775
1194,2,806,58699162
1195,3,780,8450717
1196,3,1080,25184106
1197,2,550,84457631
1198,3,1668,34252563
1199,3,948,29723970
1200,3,1412,131800533
1201,3,635,22449964
1202,3,1438,19240845
1203,12,585,106031474
1204,2,1071,8531937
1205,2,1073,13570625
1206,3,1933,23179349
1207,2,331,103381511
1209,3,941,27486772
1210,2,1015,13525375
1211,2,1227,69764332
1212,2,868,98381635
1213,2,1338,22569214
1214,2,574,90840016
1215,3,818,20413562
1216,4,493,18945356
1217,4,636,14108028
1218,4,633,102566997
1219,3,630,40551010
1220,2,2552,40695524
1221,6,718,14588457
1222,26,632,93519679
1223,7,946,9601893
1224,3,432,66735617
1225,3,853,10485352
1226,3,569,45855118
1227,2,1355,64454262
1228,5,1100,19015968
1229,2,1243,115208139
1230,2,766,58280988
1231,5,1535,14264730
1232,7,684,45850713
1233,3,395,127656083
1234,2,825,13411706
1235,2,753,40500231
1236,2,1095,17275320
1237,2,855,10588401
1238,2,661,131164701
1239,2,1528,17704767
1240,2,506,25675265
1241,3,1596,13914441
1242,2,1006,36210143
1243,4,675,118642640
1244,5,1186,21111418
1245,2,561,46708059
1246,5,561,112323051
1247,10,574,48772450
1248,2,522,7231241
1249,4,882,8673213
1250,2,1353,11232419
1251,2,852,9911766
1252,2,984,9288097
1253,2,1932,10123136
1254,3,816,62253077
1255,5,454,86431538
1256,2,501,7613946
1257,3,449,62756493
1258,4,1279,12414592
1259,3,390,66613099
1260,2,2032,18541847
1261,5,814,12958806
1263,4,389,107538112
1264,6,592,74582865
1265,2,738,10127998
1266,2,661,102963146
1267,2,479,23856670
1268,4,430,172940652
1269,10,437,25681798
1270,2,2128,16732610
1271,3,784,83452427
1272,4,641,93445935
1273,6,447,69274136
1274,4,714,49266113
1275,2,710,67291958
1276,2,1113,8609932
1277,4,1280,128076483
1278,5,611,7965536
1279,3,638,44881173
1280,2,767,8401579
1281,2,2610,12552791
1282,3,1721,175561844
1283,3,715,73468544
1284,2,904,95280810
1285,2,579,76262753
1286,5,1093,5276957
1287,2,659,40998551
1288,4,633,145646216
1289,4,422,124551554
1290,2,910,104485248
1291,5,380,128630275
1292,2,1325,52227056
1293,2,964,33671281
1294,2,495,14217678
1295,4,392,128474061
1296,5,535,61853445
1297,5,397,15654652
1298,2,948,84479323
1299,2,1005,12772006
1300,3,1507,16263113
1301,2,1399,91095509
1302,5,640,65477837
1303,2,748,6464024
1304,4,769,12596166
1305,2,1698,46649526
1306,3,1570,18467084
1307,6,451,26388779
1308,6,453,74014843
1309,2,688,11305899
1310,2,1098,82648225
1311,2,1792,75037245
1312,5,1309,44834860
1313,5,399,82592661
1314,2,1582,24347279
1315,9,1102,52329720
1316,5,890,288652418
1317,2,603,100618878
1318,5,1196,15370557
1319,2,660,7574696
1320,3,1191,11245957
1321,2,589,6260266
1322,2,1465,13614890
1323,85,572,7239367
1324,2,971,9145526
1325,2,1055,15089401
1326,3,1325,15076245
1327,2,486,95438499
