,±¸¸ÅÆò±Õ,±¸¸ÅÆò±Õ,±¸¸ÅÆò±Õ,±¸¸ÅÆò±Õ,±¸¸ÅÆò±Õ,±¸¸ÅÆò±Õ,±¸¸ÅÆò±Õ,±¸¸ÅÆò±Õ
34,11913.0,17178.0,11966.0,13781.0,12388.0,24268.0,29883.0,27028.0
35,33249.0,39982.0,97250.0,31276.0,64034.0,34233.0,42900.0,45966.0
36,63169.0,54411.0,42978.0,63136.0,22469.0,80387.0,39656.0,16734.0
37,32353.0,24993.0,60801.0,77849.0,47281.0,93043.0,42940.0,31067.0
38,8884.0,8216.0,9606.0,6876.0,8136.0,8421.0,11053.0,9604.0
39,1649023.0,482343.0,138677.0,190031.0,74588.0,330312.0,271130.0,239336.0
40,18863.0,33006.0,26020.0,18985.0,34570.0,31602.0,61057.0,25151.0
41,28542.0,38397.0,22393.0,35246.0,28181.0,19891.0,14417.0,30502.0
42,9832.0,8446.0,6976.0,5083.0,7635.0,6168.0,6984.0,8289.0
43,6892.0,7587.0,5830.0,18300.0,4355.0,4506.0,4902.0,4824.0
44,72727.0,27482.0,20881.0,380846.0,65078.0,25288.0,77753.0,195366.0
45,384275.0,21641.0,212595.0,325468.0,287055.0,428314.0,275931.0,375343.0
46,355387.0,213889.0,50437.0,93662.0,516636.0,88686.0,122079.0,176783.0
47,11921.0,10738.0,28293.0,9621.0,9160.0,9959.0,12658.0,7637.0
48,75296.0,119650.0,212951.0,83064.0,169703.0,135020.0,84715.0,160758.0
49,101865.0,118333.0,128296.0,62111.0,153448.0,107702.0,297746.0,117598.0
50,15478.0,17517.0,19386.0,14869.0,12032.0,13493.0,11534.0,11673.0
51,10919.0,11325.0,9862.0,19548.0,10306.0,13317.0,9456.0,13512.0
52,60118.0,35849.0,23003.0,24848.0,22164.0,35514.0,27707.0,18303.0
53,46722.0,184280.0,20173.0,154303.0,45742.0,61696.0,28633.0,26706.0
54,16536.0,19593.0,15556.0,14881.0,15506.0,12971.0,9754.0,10890.0
55,6504.0,8183.0,11993.0,8704.0,7893.0,6408.0,8947.0,5820.0
56,149939.0,144811.0,49669.0,74584.0,248000.0,126043.0,53536.0,92113.0
57,4644.0,5049.0,4655.0,4384.0,15021.0,3866.0,4137.0,3788.0
58,43661.0,41114.0,39067.0,55723.0,33054.0,30619.0,41916.0,53642.0
59,36598.0,59339.0,27413.0,21886.0,20796.0,34704.0,36936.0,32479.0
60,19521.0,21801.0,15456.0,17631.0,15875.0,20522.0,23113.0,29057.0
61,20500.0,18451.0,20877.0,11920.0,10886.0,13885.0,13548.0,16160.0
62,14579.0,30347.0,30402.0,22602.0,15442.0,22562.0,24481.0,15589.0
63,6867.0,9590.0,9951.0,11460.0,13253.0,10273.0,14628.0,5943.0
64,4455.0,3828.0,5710.0,4747.0,4188.0,4845.0,5924.0,6549.0
65,19295.0,20845.0,40528.0,10925.0,24691.0,22434.0,24608.0,14802.0
66,11116.0,8414.0,7925.0,7409.0,8048.0,9326.0,8600.0,7986.0
67,6244.0,6198.0,6607.0,6271.0,5158.0,5022.0,5673.0,3886.0
68,394644.0,236756.0,120090.0,146323.0,325513.0,105801.0,103129.0,143405.0
69,4538.0,4248.0,4675.0,3486.0,4154.0,4163.0,4611.0,3202.0
70,34222.0,13388.0,80282.0,32990.0,36482.0,222657.0,134245.0,335300.0
71,3919.0,4703.0,4314.0,3775.0,5643.0,3975.0,4673.0,3600.0
72,15220.0,8887.0,13863.0,7766.0,9767.0,6950.0,9023.0,8709.0
73,286038.0,332196.0,405235.0,332796.0,501659.0,453387.0,387792.0,303388.0
74,45902.0,79371.0,57583.0,46850.0,28667.0,20209.0,16889.0,26454.0
75,5057.0,7591.0,6564.0,4704.0,5852.0,6311.0,5705.0,3929.0
76,10901.0,10391.0,16082.0,15134.0,10897.0,17716.0,11132.0,14975.0
77,41357.0,48326.0,22907.0,27029.0,36239.0,28641.0,29125.0,39887.0
78,85649.0,95309.0,82703.0,70928.0,78227.0,135502.0,94317.0,73376.0
79,7031.0,10285.0,9316.0,7468.0,6664.0,7643.0,8494.0,6827.0
80,4124.0,6416.0,5897.0,5362.0,7281.0,8275.0,5780.0,8947.0
81,106679.0,55621.0,129098.0,63632.0,56295.0,112825.0,154759.0,86072.0
82,140300.0,72923.0,202135.0,52927.0,72235.0,115049.0,281660.0,167222.0
83,85133.0,88188.0,161901.0,67052.0,94610.0,119424.0,194438.0,99174.0
84,86122.0,76713.0,62606.0,49801.0,362654.0,136018.0,47963.0,79838.0
85,14789.0,16379.0,10391.0,13371.0,19472.0,18501.0,19013.0,14908.0
86,10247.0,21395.0,19564.0,22342.0,13053.0,12505.0,18834.0,29482.0
87,287324.0,82792.0,16194.0,69119.0,97985.0,23993.0,91672.0,60468.0
88,23697.0,48543.0,36913.0,34986.0,33685.0,32511.0,29185.0,85047.0
89,6978.0,12405.0,9736.0,7769.0,9504.0,6292.0,5987.0,5337.0
90,79148.0,47855.0,44549.0,241162.0,73050.0,66487.0,114530.0,100046.0
91,21251.0,27029.0,23369.0,16403.0,24918.0,19302.0,24049.0,13176.0
92,22777.0,21904.0,25538.0,38330.0,26055.0,37321.0,38305.0,45581.0
93,108254.0,97243.0,224738.0,587401.0,149147.0,265728.0,90193.0,120944.0
94,7361.0,13462.0,43476.0,41446.0,27552.0,24576.0,82012.0,142964.0
95,5351.0,6001.0,5884.0,8897.0,6709.0,4586.0,7059.0,5116.0
96,46614.0,80085.0,46260.0,27111.0,37600.0,30100.0,39293.0,21166.0
97,719909.0,505420.0,1075722.0,392496.0,704939.0,584309.0,517323.0,479882.0
98,18613.0,18296.0,28111.0,32387.0,61910.0,30403.0,33459.0,20356.0
99,156055.0,104901.0,263976.0,243896.0,142785.0,233137.0,162780.0,270945.0
100,16218.0,69063.0,44073.0,57968.0,22436.0,19316.0,23333.0,12705.0
101,11670.0,7114.0,7697.0,7123.0,8985.0,6827.0,8985.0,6256.0
102,106274.0,40466.0,28388.0,46664.0,15130.0,40314.0,25602.0,29917.0
103,5002.0,4538.0,7236.0,4010.0,6270.0,5036.0,5978.0,4050.0
104,6316.0,5635.0,7249.0,12072.0,5615.0,5216.0,6056.0,5054.0
105,6965.0,8374.0,13893.0,7283.0,12004.0,7782.0,13531.0,8629.0
106,148526.0,79285.0,53231.0,68480.0,36200.0,122675.0,102105.0,107543.0
107,78451.0,109657.0,192168.0,158786.0,225219.0,149723.0,97836.0,253737.0
108,21001.0,16929.0,13351.0,11785.0,11964.0,15831.0,15399.0,13883.0
109,8704.0,6912.0,7821.0,5740.0,4017.0,4870.0,6021.0,3801.0
110,10558.0,20481.0,27094.0,18834.0,20671.0,18997.0,19918.0,17022.0
111,3137.0,2521.0,5896.0,2472.0,3959.0,3437.0,3196.0,2620.0
112,235061.0,76586.0,61675.0,60264.0,82765.0,71080.0,99235.0,251553.0
113,60422.0,51953.0,42220.0,80688.0,54893.0,71518.0,33793.0,60663.0
114,11530.0,43230.0,70909.0,39035.0,26863.0,33889.0,16580.0,16481.0
115,30959.0,86708.0,107740.0,151523.0,210313.0,96156.0,76034.0,211707.0
116,6621.0,4474.0,4941.0,3515.0,4407.0,5675.0,4685.0,3851.0
117,44197.0,11676.0,81648.0,37371.0,20184.0,20065.0,37878.0,27607.0
118,125858.0,121382.0,98862.0,193393.0,134127.0,185017.0,176465.0,128011.0
119,38226.0,86647.0,42523.0,82145.0,72327.0,82070.0,79234.0,51628.0
120,290282.0,253164.0,146631.0,186404.0,212192.0,183836.0,181381.0,290203.0
121,29955.0,24201.0,11657.0,15548.0,37017.0,13226.0,16726.0,25528.0
122,54024.0,29770.0,20566.0,25023.0,40179.0,51849.0,39820.0,23129.0
123,5908.0,5928.0,7931.0,6054.0,7300.0,6398.0,7092.0,4664.0
124,92405.0,49368.0,41792.0,50755.0,29427.0,84261.0,26916.0,60383.0
125,28066.0,12991.0,19201.0,13179.0,14331.0,33121.0,16140.0,13916.0
126,23004.0,7134.0,7818.0,51893.0,49094.0,17040.0,13133.0,31683.0
127,15404.0,11764.0,18067.0,8122.0,10327.0,6120.0,6955.0,11295.0
128,12734.0,9973.0,31845.0,7921.0,6620.0,6684.0,11591.0,5031.0
129,5776.0,8951.0,8037.0,6618.0,6745.0,8576.0,7647.0,5619.0
130,62217.0,59943.0,40891.0,31335.0,47676.0,36318.0,25711.0,34887.0
131,9180.0,21802.0,14451.0,13614.0,14662.0,20879.0,15667.0,11596.0
132,6671.0,4578.0,5535.0,5190.0,6293.0,20242.0,6349.0,12389.0
133,12408.0,12748.0,21772.0,15530.0,25670.0,20555.0,20638.0,37033.0
134,241189.0,175672.0,127296.0,50796.0,108988.0,178269.0,145666.0,144085.0
135,7217.0,36403.0,36028.0,8707.0,9885.0,14994.0,24468.0,8201.0
136,9232.0,26189.0,74868.0,41529.0,19569.0,61225.0,34790.0,110128.0
137,79074.0,81424.0,71933.0,61681.0,92491.0,52986.0,116389.0,259042.0
138,47080.0,70772.0,89304.0,92087.0,41919.0,40498.0,21572.0,39947.0
139,33390.0,50062.0,71552.0,53132.0,16994.0,24359.0,24164.0,22700.0
140,347363.0,172212.0,283848.0,250103.0,176640.0,253318.0,540812.0,116768.0
141,4003.0,4363.0,4826.0,3863.0,3968.0,3979.0,6059.0,3388.0
142,94470.0,13054.0,,58044.0,52591.0,55762.0,74331.0,53086.0
143,4491.0,4519.0,4875.0,3812.0,4230.0,5848.0,5508.0,3414.0
144,9027.0,13506.0,13233.0,9247.0,9832.0,12202.0,40399.0,6862.0
145,45724.0,76937.0,249903.0,249119.0,100206.0,108658.0,208933.0,177840.0
146,238066.0,157861.0,163374.0,205152.0,276712.0,200189.0,143036.0,237394.0
147,71283.0,47024.0,39328.0,76560.0,98246.0,45786.0,22882.0,45395.0
148,3326.0,3870.0,4944.0,2938.0,4141.0,5310.0,3978.0,3338.0
149,33490.0,29579.0,49922.0,41123.0,20814.0,34697.0,27262.0,25085.0
150,13958.0,32466.0,7788.0,13651.0,8420.0,16427.0,9690.0,10480.0
151,38368.0,119202.0,52417.0,45539.0,26316.0,42594.0,95379.0,46728.0
152,32895.0,18092.0,22694.0,25381.0,49618.0,99118.0,63730.0,38088.0
153,7192.0,6442.0,7604.0,31620.0,7229.0,10098.0,5811.0,7171.0
154,325999.0,75232.0,24549.0,22548.0,25065.0,20103.0,184094.0,51611.0
155,44425.0,60451.0,112244.0,38831.0,46022.0,51819.0,96668.0,33296.0
156,91016.0,56878.0,89347.0,76184.0,219323.0,183518.0,74022.0,156502.0
157,13273.0,8613.0,19451.0,12062.0,12663.0,10855.0,18611.0,21039.0
158,9954.0,9640.0,12780.0,6830.0,8607.0,17591.0,8683.0,8632.0
159,143227.0,197941.0,138208.0,193557.0,334189.0,253092.0,113001.0,266381.0
160,17513.0,14249.0,19661.0,12350.0,12007.0,19530.0,13592.0,16655.0
161,270711.0,166149.0,242768.0,301743.0,249258.0,145240.0,166149.0,177600.0
162,31103.0,83855.0,40272.0,81211.0,106884.0,69638.0,58205.0,59683.0
163,8036.0,8541.0,6557.0,5277.0,8338.0,7063.0,13271.0,4801.0
164,793300.0,121639.0,82724.0,112438.0,72731.0,125624.0,95206.0,33786.0
165,54989.0,61888.0,85261.0,105001.0,87387.0,27863.0,37163.0,129668.0
166,130072.0,31889.0,31418.0,28437.0,19627.0,32889.0,40278.0,40657.0
167,37989.0,36484.0,29841.0,118896.0,28026.0,45894.0,59908.0,17204.0
168,81085.0,61459.0,69087.0,60456.0,55348.0,121235.0,60264.0,79782.0
169,15575.0,8077.0,5697.0,4099.0,6855.0,7787.0,10011.0,6862.0
170,7603.0,7698.0,9097.0,5743.0,8087.0,7641.0,8684.0,6147.0
171,27944.0,21733.0,53880.0,86302.0,16570.0,26334.0,41146.0,23241.0
172,15975.0,18220.0,15061.0,14299.0,13109.0,18500.0,19150.0,11950.0
173,5070.0,6051.0,8475.0,4729.0,4122.0,9943.0,4726.0,4053.0
174,19017.0,,,,,41500.0,,
175,6719.0,6209.0,7870.0,4877.0,7486.0,8602.0,9059.0,7517.0
176,7641.0,5889.0,8558.0,5122.0,5181.0,6894.0,5524.0,4339.0
177,111943.0,161499.0,97441.0,172189.0,156757.0,110914.0,121115.0,210183.0
178,15840.0,10679.0,11357.0,16213.0,9230.0,6917.0,8982.0,7452.0
179,46095.0,24636.0,41417.0,28111.0,40828.0,30424.0,38065.0,30126.0
180,43661.0,51885.0,39967.0,86679.0,181605.0,72208.0,54435.0,83436.0
181,72124.0,40064.0,52608.0,100392.0,48865.0,79477.0,68642.0,98266.0
182,47480.0,64917.0,63298.0,40122.0,48732.0,76037.0,60144.0,36615.0
183,7214.0,5793.0,7250.0,5479.0,5428.0,5554.0,5121.0,4955.0
184,90010.0,114980.0,37819.0,54610.0,22798.0,54894.0,15278.0,48533.0
185,5171.0,7095.0,7662.0,6970.0,8601.0,8312.0,9654.0,5337.0
186,135352.0,55865.0,50366.0,51717.0,65070.0,33797.0,28126.0,33079.0
187,63599.0,29221.0,38261.0,21012.0,25205.0,24184.0,25742.0,27226.0
188,5084.0,5230.0,6453.0,4245.0,3960.0,4833.0,4765.0,4734.0
189,47716.0,61630.0,202553.0,90165.0,67168.0,43516.0,46034.0,38100.0
190,65789.0,41823.0,28120.0,28702.0,50256.0,44202.0,25910.0,37737.0
191,245477.0,152829.0,117069.0,199876.0,161257.0,99141.0,240129.0,179569.0
192,30185.0,41697.0,29122.0,50531.0,15976.0,25175.0,36594.0,42929.0
193,6717.0,6825.0,9103.0,6422.0,6089.0,8105.0,7844.0,6789.0
194,8353.0,9108.0,6831.0,6532.0,6851.0,7175.0,6718.0,8702.0
195,11320.0,7478.0,8443.0,8290.0,7140.0,8401.0,11067.0,6916.0
196,18164.0,34990.0,17667.0,25025.0,21794.0,20480.0,15619.0,17331.0
197,17060.0,44799.0,20105.0,112107.0,38048.0,147118.0,142872.0,83768.0
198,6606.0,13598.0,8797.0,11000.0,6881.0,12159.0,12643.0,11103.0
199,17149.0,29960.0,21027.0,20664.0,19974.0,14248.0,15461.0,14588.0
200,7636.0,9303.0,11707.0,12242.0,11276.0,17818.0,6033.0,31895.0
201,106365.0,123883.0,145812.0,154555.0,97990.0,77733.0,188848.0,152017.0
202,43727.0,59343.0,52832.0,40182.0,48840.0,39552.0,67982.0,92917.0
203,6178.0,6218.0,6549.0,4813.0,6985.0,6875.0,6346.0,5062.0
204,14109.0,12768.0,17891.0,19710.0,10638.0,11513.0,11409.0,13115.0
205,20958.0,17751.0,16019.0,20441.0,23521.0,8754.0,10954.0,10449.0
206,7115.0,5108.0,9730.0,7381.0,9462.0,6664.0,9107.0,9085.0
207,6848.0,6642.0,7406.0,5425.0,6604.0,7255.0,6239.0,6444.0
208,356139.0,173275.0,213492.0,171269.0,105920.0,76698.0,60207.0,3873.0
209,53448.0,21708.0,24319.0,35432.0,11550.0,36653.0,20060.0,11631.0
210,5929.0,7427.0,7017.0,5760.0,4493.0,4829.0,6329.0,4266.0
211,20365.0,13218.0,39167.0,15470.0,53441.0,21904.0,56249.0,46431.0
212,12909.0,10794.0,11114.0,12470.0,7624.0,18202.0,10790.0,6094.0
213,10486.0,8837.0,7159.0,11441.0,9066.0,13433.0,15003.0,11269.0
214,16351.0,16011.0,11745.0,7543.0,13119.0,43459.0,19542.0,20696.0
215,7251.0,7289.0,6911.0,7525.0,7209.0,10984.0,9296.0,5311.0
216,11033.0,6808.0,10188.0,6186.0,9785.0,8136.0,10022.0,6506.0
217,18308.0,18735.0,17852.0,18165.0,21004.0,24298.0,18761.0,36182.0
218,268387.0,207313.0,284610.0,224719.0,163362.0,176816.0,313153.0,230928.0
219,74969.0,103219.0,27946.0,34998.0,20400.0,33502.0,60991.0,36841.0
220,6546.0,7102.0,8026.0,7444.0,7376.0,10415.0,12431.0,6769.0
221,9161.0,8141.0,7690.0,10919.0,9616.0,7354.0,8498.0,5218.0
222,125725.0,78092.0,49089.0,38227.0,76413.0,30889.0,169080.0,42967.0
223,55963.0,90666.0,39028.0,295209.0,175698.0,482340.0,285034.0,103019.0
224,364763.0,181006.0,633952.0,189190.0,334963.0,294942.0,211118.0,375442.0
225,153424.0,119775.0,202543.0,189088.0,207938.0,333044.0,227073.0,190412.0
226,9601.0,12816.0,8926.0,10939.0,10652.0,18295.0,15036.0,9064.0
227,3709.0,3973.0,4547.0,3817.0,3836.0,3109.0,3447.0,2838.0
228,8781.0,5987.0,9787.0,6374.0,8076.0,6273.0,7794.0,6564.0
229,58525.0,84983.0,32252.0,81134.0,68741.0,89432.0,118273.0,56272.0
230,19294.0,26463.0,13677.0,12468.0,17366.0,17267.0,18079.0,10731.0
231,5880.0,7662.0,12801.0,5744.0,4684.0,4879.0,4955.0,3480.0
232,2695.0,6636.0,4256.0,4219.0,4450.0,6181.0,5508.0,3113.0
233,8655.0,7033.0,31699.0,7843.0,9356.0,25500.0,12573.0,11719.0
234,22592.0,22738.0,31160.0,16456.0,20911.0,25763.0,141332.0,16599.0
235,32933.0,23126.0,56765.0,25646.0,46435.0,50289.0,26352.0,32601.0
236,4022.0,4596.0,5396.0,4575.0,4802.0,4432.0,5892.0,6382.0
237,55177.0,42659.0,43546.0,30955.0,55320.0,30724.0,49958.0,82850.0
238,11339.0,21720.0,20563.0,39630.0,10896.0,21775.0,15507.0,9716.0
239,354745.0,178062.0,136742.0,210291.0,117052.0,178115.0,148917.0,286235.0
240,27436.0,61953.0,16626.0,20710.0,16558.0,16759.0,26276.0,20166.0
241,62671.0,41166.0,82787.0,95953.0,120500.0,74949.0,66596.0,76681.0
242,6072.0,8531.0,7739.0,7288.0,7966.0,7430.0,8591.0,8455.0
243,6436.0,5826.0,5171.0,7649.0,6920.0,6973.0,10515.0,7543.0
244,,31541.0,34905.0,22170.0,31690.0,56852.0,56934.0,31853.0
245,10350.0,11121.0,11517.0,14326.0,9510.0,7907.0,9913.0,7289.0
246,59263.0,98981.0,338645.0,66776.0,72199.0,74228.0,127569.0,79093.0
247,9581.0,10688.0,12538.0,11249.0,13987.0,9776.0,11485.0,7102.0
248,23070.0,26507.0,17410.0,8205.0,20197.0,14594.0,19375.0,28756.0
249,738466.0,155444.0,117252.0,115342.0,106760.0,167211.0,191777.0,211404.0
250,101954.0,168938.0,181038.0,128950.0,100338.0,118903.0,176227.0,73085.0
251,68391.0,62843.0,116758.0,56549.0,95372.0,47159.0,64975.0,42884.0
252,16026.0,11555.0,14011.0,15031.0,23785.0,19770.0,10223.0,22796.0
253,315296.0,114450.0,95953.0,113114.0,75931.0,89860.0,204154.0,119580.0
254,102683.0,80835.0,114983.0,129555.0,282048.0,230344.0,132161.0,82625.0
255,253501.0,128722.0,78091.0,161010.0,94950.0,136134.0,98097.0,67261.0
256,178521.0,234731.0,405498.0,141295.0,95858.0,82598.0,88318.0,196213.0
257,5999.0,4896.0,5779.0,6107.0,6179.0,5986.0,5281.0,5055.0
258,280532.0,373105.0,196111.0,316542.0,368210.0,493014.0,502813.0,853937.0
259,9813.0,28605.0,6570.0,13095.0,5690.0,14019.0,5839.0,6995.0
260,9383.0,9711.0,9811.0,7940.0,7844.0,6751.0,9054.0,10153.0
261,71610.0,66475.0,30840.0,41509.0,40868.0,54640.0,38688.0,19061.0
262,25988.0,23780.0,22713.0,14716.0,21607.0,30211.0,25475.0,12527.0
263,5220.0,4597.0,6604.0,5169.0,5098.0,6688.0,6740.0,6195.0
264,3856.0,3654.0,6461.0,7957.0,6462.0,3876.0,5233.0,4139.0
265,361736.0,330824.0,247443.0,203917.0,325125.0,258922.0,263337.0,492649.0
266,68744.0,71565.0,110058.0,68932.0,58982.0,45034.0,42132.0,32831.0
267,87354.0,86203.0,70029.0,163773.0,84211.0,59510.0,66178.0,106231.0
268,33733.0,53905.0,26610.0,36171.0,39671.0,22604.0,16498.0,24809.0
269,19528.0,17546.0,21155.0,12907.0,16971.0,11725.0,13760.0,10414.0
270,6034.0,6061.0,7494.0,4708.0,6395.0,5858.0,7113.0,5762.0
271,44730.0,68625.0,108853.0,122071.0,111432.0,59066.0,78919.0,304463.0
272,17495.0,18027.0,18332.0,14072.0,15046.0,12736.0,22366.0,23430.0
273,135991.0,102231.0,58713.0,53214.0,55366.0,46687.0,67066.0,53854.0
274,4282.0,4035.0,5613.0,3813.0,4303.0,4882.0,6077.0,3478.0
275,23315.0,24715.0,29187.0,20779.0,13738.0,19304.0,24303.0,15367.0
276,3240.0,3087.0,4005.0,2881.0,6848.0,4582.0,2413.0,2175.0
277,10759.0,14810.0,12008.0,14491.0,10968.0,22228.0,9787.0,12468.0
278,3702.0,3107.0,3261.0,2166.0,3000.0,2631.0,2708.0,1912.0
279,31101.0,81151.0,90813.0,23268.0,128516.0,88977.0,33484.0,88229.0
280,65910.0,53517.0,83276.0,149199.0,59942.0,87468.0,70868.0,71232.0
281,74015.0,30890.0,51657.0,52650.0,50052.0,52964.0,159256.0,35045.0
282,74822.0,35659.0,53151.0,105549.0,56614.0,53505.0,64524.0,60907.0
283,371516.0,280510.0,112320.0,201368.0,200350.0,97454.0,281279.0,116803.0
284,6657.0,4575.0,7060.0,3736.0,4852.0,4572.0,5797.0,5587.0
285,5271.0,5200.0,7202.0,5717.0,10995.0,6030.0,9381.0,6014.0
286,28024.0,38584.0,21316.0,44664.0,36750.0,38812.0,28297.0,15441.0
287,7737.0,12824.0,10961.0,6834.0,8430.0,7994.0,13019.0,8139.0
288,21819.0,20480.0,15423.0,11734.0,14080.0,17791.0,15112.0,12615.0
289,28115.0,27670.0,18028.0,12912.0,25094.0,16100.0,20334.0,15687.0
290,7341.0,6813.0,8196.0,6355.0,6657.0,6423.0,7887.0,6365.0
291,6108.0,5316.0,6751.0,5364.0,5087.0,6636.0,6481.0,5979.0
292,49823.0,37137.0,64657.0,62267.0,69640.0,61137.0,43375.0,76208.0
293,14238.0,10310.0,21822.0,16504.0,24005.0,17028.0,21606.0,32897.0
294,98324.0,181557.0,102375.0,132888.0,139652.0,93583.0,187189.0,109347.0
295,40865.0,60729.0,119972.0,40142.0,142258.0,54445.0,52239.0,35988.0
296,83438.0,37365.0,24981.0,23017.0,30468.0,54747.0,21461.0,42034.0
297,39812.0,60626.0,127559.0,60993.0,25314.0,48853.0,63867.0,142662.0
298,24364.0,51897.0,86480.0,120731.0,244846.0,156239.0,78625.0,198105.0
299,55535.0,33058.0,46458.0,15204.0,19725.0,12521.0,17943.0,16701.0
300,14146.0,9915.0,10464.0,12344.0,13218.0,10733.0,12938.0,9921.0
301,55683.0,36953.0,21228.0,72568.0,122357.0,44200.0,73272.0,112279.0
302,38034.0,31161.0,33422.0,37099.0,23553.0,31104.0,34515.0,27245.0
303,33092.0,7099.0,7313.0,6756.0,31290.0,7276.0,7196.0,4404.0
304,128855.0,131026.0,168661.0,358840.0,159735.0,1076908.0,150028.0,240440.0
305,47045.0,40094.0,97458.0,59469.0,126486.0,85824.0,70075.0,85402.0
306,37983.0,39282.0,87692.0,54787.0,113692.0,53361.0,92975.0,79259.0
307,101088.0,72305.0,73270.0,57649.0,66141.0,47650.0,41118.0,15710.0
308,25286.0,33046.0,28780.0,57330.0,19278.0,14492.0,19852.0,15970.0
309,88395.0,163948.0,163687.0,92806.0,94359.0,92245.0,113699.0,113276.0
310,25956.0,20230.0,11478.0,10097.0,13213.0,7972.0,17518.0,7536.0
311,30474.0,41964.0,32350.0,36283.0,35433.0,45456.0,41923.0,48847.0
312,7726.0,9840.0,17521.0,12951.0,13656.0,10462.0,7650.0,4154.0
313,59706.0,40066.0,28678.0,22975.0,42946.0,45242.0,47812.0,83983.0
314,195272.0,55996.0,51300.0,112123.0,30295.0,56987.0,33748.0,303938.0
315,58165.0,96801.0,93182.0,227245.0,77141.0,167899.0,137722.0,199915.0
316,68008.0,16002.0,26397.0,53327.0,32370.0,18500.0,109025.0,531915.0
317,14205.0,27799.0,30057.0,15007.0,12321.0,10572.0,41720.0,32144.0
318,34587.0,30618.0,59626.0,55355.0,27307.0,32782.0,35487.0,14798.0
319,115946.0,91042.0,100154.0,55646.0,164095.0,76708.0,127686.0,91471.0
320,31693.0,16095.0,23645.0,12050.0,19498.0,27037.0,22824.0,12221.0
321,117995.0,44886.0,48181.0,31705.0,40339.0,28426.0,36080.0,34081.0
322,13501.0,11312.0,17136.0,11695.0,19129.0,9525.0,28194.0,10866.0
323,53335.0,65862.0,54248.0,72479.0,50452.0,90040.0,26388.0,61489.0
324,43273.0,31742.0,127915.0,42398.0,52018.0,41626.0,106593.0,43163.0
325,90967.0,70817.0,65864.0,49773.0,30276.0,50501.0,39942.0,23040.0
326,39525.0,53778.0,25818.0,34529.0,57315.0,23189.0,23722.0,22434.0
